% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.333631912e+01 +1.333631912e+01 +2.020631912e+01 +2.020631912e+01 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
3 +9.686866087e+00 +9.686866087e+00 +1.655686609e+01 +1.655686609e+01 -4.7257e+00 -3.3348e+00 -3.6585e+00 -2.5308e+00 -4.8896e+00 +3.1732e-01 -3.4667e+00 +6.8246e-01 -6.9552e-01 -3.3823e+00 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01 -4.6054e+00 +4.5124e+00 +1.0595e+00 +4.9704e-01 -1.9615e+00
15 +5.210324595e+00 +5.210324595e+00 +1.208032459e+01 +1.208032459e+01 +1.8047e-01 -3.7260e+00 +4.0620e-01 -4.4820e+00 +4.7865e+00 -3.2971e+00 +1.3301e+00 +5.5961e-01 +2.0661e+00 +3.5509e+00 +4.4975e+00 -4.3144e+00 +2.9199e+00 -4.8129e+00 -3.0048e+00 +4.8951e+00 -2.3582e+00 -4.3426e+00 -2.8348e+00 +1.4146e+00
2946 +3.671318586e+00 +3.671318586e+00 +1.054131859e+01 +1.054131859e+01 -4.5667e+00 -2.0849e+00 +1.6153e-01 -9.2845e-01 +2.7142e+00 -1.1255e+00 -4.8668e+00 +1.2582e+00 -9.0575e-01 -7.2591e-01 -4.4202e+00 +4.6276e+00 +3.1013e+00 +1.9764e+00 -1.8218e+00 +2.0726e+00 -1.0840e-01 +7.8970e-01 -3.8717e-01 +3.5893e+00
19562 +2.115000273e+00 +2.115000273e+00 +8.985000273e+00 +8.985000273e+00 +8.9679e-01 +1.6767e+00 -3.9325e-01 +5.0303e+00 -5.1001e+00 +8.1062e-02 -1.9509e+00 +2.6380e+00 -1.2178e-01 -2.5287e+00 +1.3548e+00 +3.5628e+00 -1.8309e-02 +3.0791e+00 -2.9342e+00 -2.4498e+00 -2.9836e-01 +4.9858e+00 +4.5705e+00 -8.3570e-01
645877 +1.453339510e+00 +1.453339510e+00 +8.323339510e+00 +8.323339510e+00 +8.6381e-01 -4.2159e-01 -5.1926e-01 -2.7182e+00 -9.0839e-01 -1.1160e+00 -1.0818e+00 -1.6168e+00 +2.3158e-01 -2.3504e+00 -1.1017e+00 -1.0246e+00 +8.6534e-01 -1.3508e+00 +1.0309e+00 -2.6483e+00 -3.0681e-02 -1.6598e-01 +3.9196e-01 +1.4785e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.889610040e+00 +6.889610040e+00 +6.899610040e+00 +6.899610040e+00 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
124 +5.149904502e+00 +5.149904502e+00 +5.159904502e+00 +5.159904502e+00 -4.0914e+00 +1.1168e+00 +4.3825e+00 +3.6986e+00 +4.3197e+00 +2.1881e+00 +5.9508e-01 -3.4551e+00 -3.5570e+00 -4.5574e+00 +2.1070e+00 +4.6007e+00 -3.1668e+00 +4.3801e+00 -4.4390e+00 +2.9822e+00 -6.0736e-02 -2.2066e+00 +9.2664e-01 +1.7764e+00
3563 +3.764049826e+00 +3.764049826e+00 +3.774049826e+00 +3.774049826e+00 -3.8907e+00 +4.0127e+00 +4.6303e-01 -1.1291e+00 +1.9704e+00 +1.9467e+00 -5.0262e+00 -2.8459e+00 +2.9962e+00 +1.3591e+00 -3.8226e+00 -2.3319e+00 -1.1790e-02 +5.6592e-01 -1.0063e+00 -3.8028e+00 -4.8199e+00 -1.5272e+00 -1.2732e-01 +1.8803e+00
90212 +1.933619465e+00 +1.933619465e+00 +1.943619465e+00 +1.943619465e+00 -6.4433e-01 +1.5729e+00 -2.5134e+00 -1.5044e+00 +1.3737e+00 +4.7968e-01 +1.1533e+00 -8.5847e-01 +8.8982e-01 +1.7271e-02 -7.3785e-01 -2.3018e+00 -3.5786e+00 +4.9221e-01 -2.5834e+00 +3.1793e-01 -1.2031e+00 +2.6620e-01 +1.6869e+00 -8.9332e-01
1250638 +1.221269295e+00 +1.221269295e+00 +1.231269295e+00 +1.231269295e+00 -1.7405e+00 +1.9231e+00 +1.4221e+00 +1.0969e+00 +1.6133e-01 -1.7816e+00 -1.3283e+00 +3.8363e-01 -2.5855e+00 -1.1722e+00 +5.6965e-01 +5.0808e-01 -6.8382e-01 +3.3884e+00 -2.6129e+00 +7.1201e-01 -4.5052e+00 -6.3537e-01 +1.7016e+00 +4.3342e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.778378080e+01 +1.778378080e+01 -1.128262192e+02 -1.128262192e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +7.745845895e+00 +7.745845895e+00 -1.228641541e+02 -1.228641541e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
33 +3.670147633e+00 +3.670147633e+00 -1.269398524e+02 -1.269398524e+02 +3.1931e+00 -1.0143e+00 +4.0810e+00 -2.3368e+00 +2.7569e+00 -1.3233e+00 -3.6934e+00 +6.0328e-01 +1.8596e+00 +9.5354e-01 +3.3391e+00 +4.6957e+00 +4.2569e+00 +3.2084e+00 -4.8548e+00 -4.7194e+00 +2.9220e+00 +4.0448e+00 -3.2920e+00 +1.6179e+00
8338 +2.292335457e+00 +2.292335457e+00 -1.283176645e+02 -1.283176645e+02 +2.2221e+00 +1.8941e+00 +2.0711e+00 +2.5100e+00 +1.2565e+00 +1.7476e+00 -1.2117e+00 -1.1748e+00 +2.1571e-01 -1.6358e+00 -1.2497e+00 +2.2618e+00 -2.0677e+00 +4.2529e+00 -2.0272e-01 -7.9545e-01 -3.1376e+00 -4.9246e-01 -1.6720e+00 +2.1703e+00
1272363 +1.471755588e+00 +1.471755588e+00 -1.291382444e+02 -1.291382444e+02 -3.1722e+00 -3.4234e-01 -1.5491e-01 -2.9680e+00 +3.7901e+00 +3.0509e+00 -8.9400e-01 -5.4288e-01 -7.5408e-01 +2.8424e-01 +3.9010e-01 +6.8462e-01 +1.0969e+00 +3.6300e-01 -1.2602e+00 +2.4683e+00 +2.0701e+00 -1.3274e+00 +1.9460e+00 -2.7302e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.279315187e+01 +1.279315187e+01 -2.103268481e+02 -2.103268481e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
5 +4.113900638e+00 +4.113900638e+00 -2.190060994e+02 -2.190060994e+02 +4.6832e+00 -8.2328e-01 +2.1835e-01 +1.3382e+00 +7.0815e-01 -4.2227e+00 +1.6377e+00 +2.2668e-01 -2.2126e+00 -1.5323e+00 +2.5748e+00 +2.9907e+00 +3.6513e+00 +4.7933e+00 +1.6070e+00 -2.6902e+00 +3.0237e+00 -3.0709e+00 +7.4286e-02 +2.0044e+00
578 +3.949761381e+00 +3.949761381e+00 -2.191702386e+02 -2.191702386e+02 +4.5380e-01 +1.8601e+00 +2.7551e+00 -3.8235e+00 +1.9342e+00 +2.3506e+00 +1.1517e+00 -1.3750e+00 +4.9666e-01 +4.2306e+00 +2.3892e+00 -4.5685e+00 -4.4719e+00 +4.8547e+00 -1.3836e+00 -2.6346e+00 -1.5559e+00 -4.7083e+00 -4.2612e+00 -1.0762e+00
32776 +2.473020604e+00 +2.473020604e+00 -2.206469794e+02 -2.206469794e+02 +1.7116e+00 +1.4094e+00 -1.7212e+00 +2.7996e+00 -3.2051e+00 -2.1122e+00 -1.7080e+00 -9.6247e-02 +1.4522e+00 +2.6069e-01 +6.1287e-01 +4.8441e-01 +1.7230e+00 -2.3455e+00 +2.0248e+00 -2.3551e+00 +2.8414e+00 +1.4617e+00 -3.7552e-02 +2.6276e-01
630456 +1.530270011e+00 +1.530270011e+00 -2.215897300e+02 -2.215897300e+02 -3.5023e+00 +2.2432e+00 +2.5375e+00 -3.1463e+00 +2.0959e+00 -1.4237e+00 -8.1733e-01 -4.9899e+00 -8.3842e-01 -1.2670e-01 +5.1913e+00 +2.4232e-01 -1.6748e+00 +1.4400e+00 +2.3617e+00 -1.5452e+00 -3.5311e+00 -4.2199e-01 -1.3803e+00 +4.5867e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.671652377e+00 +9.671652377e+00 -3.475834762e+01 -3.475834762e+01 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
18 +5.401016594e+00 +5.401016594e+00 -3.902898341e+01 -3.902898341e+01 -6.5415e-01 +2.6166e+00 -1.2572e+00 -4.4397e+00 +2.5173e+00 -1.6919e+00 -1.3966e+00 -7.2562e-03 +2.9167e+00 -2.4909e+00 +4.2713e+00 +3.6787e-02 -4.4779e+00 +1.8873e-02 +2.1791e+00 +3.6990e+00 -4.5034e+00 -3.4322e+00 +3.2502e+00 +1.8112e+00
3500 +3.499448739e+00 +3.499448739e+00 -4.093055126e+01 -4.093055126e+01 -2.3194e+00 +3.8708e+00 +3.5266e+00 -3.2675e+00 -3.6513e+00 +4.0095e-01 -7.2066e-01 -3.4193e+00 -2.2432e+00 +3.0292e+00 +5.2633e-01 -3.6102e-01 +4.1523e+00 +7.5026e-01 +2.2927e+00 -3.2182e+00 +7.7602e-01 -2.4038e+00 +1.1090e+00 -4.6299e-01
85080 +1.833228775e+00 +1.833228775e+00 -4.259677122e+01 -4.259677122e+01 -3.6924e+00 -9.8641e-02 -4.7641e-01 -1.2522e+00 +1.3191e+00 -1.7970e+00 -3.8389e-01 -1.5393e+00 +1.2283e+00 +2.2466e+00 -1.3772e-01 -2.4550e+00 -2.1132e+00 -2.8002e+00 +9.8135e-01 +1.8038e+00 +2.4539e+00 -1.1363e+00 -2.5341e+00 -2.6413e+00
363359 +1.405727334e+00 +1.405727334e+00 -4.302427267e+01 -4.302427267e+01 -2.6005e+00 -1.3873e-01 -1.3080e+00 -1.4911e+00 -2.1590e+00 -3.4270e+00 +5.8204e-01 -2.8774e+00 -1.5512e+00 -5.0301e-01 +1.6768e+00 -1.0247e+00 +7.4012e-01 +3.4840e+00 -2.6868e+00 -5.6117e-01 -2.8976e+00 +1.3320e+00 +1.8371e-01 -4.2186e+00
% function evaluation | noise-free fitness - Fopt (8.539000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.098070842e+01 +1.098070842e+01 +9.637070842e+01 +9.637070842e+01 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
4 +7.115857398e+00 +7.115857398e+00 +9.250585740e+01 +9.250585740e+01 -1.5768e+00 -4.4066e+00 -3.7784e+00 -4.7071e+00 -2.7482e+00 +1.4017e+00 -7.5121e-01 -4.2133e+00 -2.6142e+00 -4.7088e+00 -1.0543e+00 +1.0264e+00 +3.1087e+00 +3.5881e+00 -1.3424e+00 +2.1166e+00 -3.0815e+00 +2.4587e-01 +4.3025e+00 -2.3845e-01
60 +5.578279729e+00 +5.578279729e+00 +9.096827973e+01 +9.096827973e+01 -4.9472e+00 -3.2359e+00 +1.8323e+00 +4.3818e+00 -4.7141e+00 -1.4313e+00 -2.6382e+00 +4.6743e+00 -4.5790e+00 -9.3048e-01 +3.4752e+00 +1.9296e-01 +9.0949e-01 -4.0572e+00 -4.0872e+00 +2.2158e+00 -2.0987e+00 +2.1339e+00 +2.8533e+00 +2.3927e+00
341 +3.065967209e+00 +3.065967209e+00 +8.845596721e+01 +8.845596721e+01 +1.4282e+00 +1.8990e+00 +2.3683e+00 -3.8138e+00 +2.7731e-01 -1.7859e+00 +7.1319e-01 -2.5326e+00 -3.5525e+00 -9.4211e-01 -4.2239e-01 +1.6042e+00 -3.8778e-01 +5.4785e+00 +1.1404e+00 -5.2455e+00 +1.6726e+00 +1.1123e+00 -1.4542e+00 +4.0549e+00
9673 +2.371765158e+00 +2.371765158e+00 +8.776176516e+01 +8.776176516e+01 +3.8083e+00 -1.7921e+00 -4.1913e+00 -3.2531e+00 -6.6446e-01 -3.3731e+00 +2.0228e+00 -1.8903e-01 -3.4437e+00 +1.4575e+00 +1.1631e+00 -5.7266e-01 -3.5046e+00 +1.5764e+00 +8.8505e-01 +2.3394e+00 +4.6169e+00 -1.7698e+00 -2.8003e+00 +1.1559e+00
126554 +1.402750932e+00 +1.402750932e+00 +8.679275093e+01 +8.679275093e+01 +1.8954e+00 +7.3085e-01 +1.6491e+00 +2.3529e+00 +1.6427e-01 +3.3761e+00 -1.1993e+00 -5.1340e-01 -4.4167e-01 +2.3911e+00 -1.2547e+00 +2.4967e+00 +2.1900e+00 -1.9279e-01 +8.0288e-02 -2.0119e+00 +8.1438e-01 +3.4937e-01 -1.7934e+00 +1.7445e+00
% function evaluation | noise-free fitness - Fopt (-9.872900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.086894844e+01 +1.086894844e+01 -9.764210516e+02 -9.764210516e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
9 +9.086318894e+00 +9.086318894e+00 -9.782036811e+02 -9.782036811e+02 +3.7414e+00 +3.9317e+00 -1.9907e+00 -2.4353e+00 -2.3172e+00 +2.5348e+00 -4.6619e+00 -1.1641e+00 -1.7210e+00 +8.1524e-01 -3.9164e+00 +8.6753e-01 -4.5822e+00 +1.5540e+00 +2.2372e+00 -1.5172e+00 +4.5000e+00 -3.8030e+00 +2.0075e+00 +1.5863e-01
30 +6.076896001e+00 +6.076896001e+00 -9.812131040e+02 -9.812131040e+02 -3.2976e+00 -7.3535e-01 -1.2828e+00 -1.0513e+00 +1.6282e+00 +4.3750e+00 +2.2422e+00 -4.3357e+00 +3.0544e+00 +1.7998e+00 +2.5527e+00 -3.9657e+00 -4.1606e+00 -4.9261e+00 +3.7890e+00 -2.1201e+00 -2.5165e+00 +2.0702e+00 -1.6184e+00 -3.1969e+00
1951 +3.695079185e+00 +3.695079185e+00 -9.835949208e+02 -9.835949208e+02 +1.3034e+00 -2.4792e+00 -4.7669e+00 -3.0432e+00 -5.2381e-01 -1.1393e+00 +6.2694e-01 -2.6636e+00 -1.4440e+00 -1.4003e+00 +5.9577e-01 +1.6256e-02 +1.3717e-02 +2.4266e+00 -1.5301e+00 -2.4919e+00 +3.8211e+00 +1.8735e+00 +2.4797e-01 +5.1700e-01
