% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.590427884e+01 +7.590427884e+01 -2.664572116e+01 -2.664572116e+01 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +3.974637943e+01 +3.974637943e+01 -6.280362057e+01 -6.280362057e+01 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
19 +2.391382919e+01 +2.391382919e+01 -7.863617081e+01 -7.863617081e+01 +2.4163e+00 -2.1962e+00 -3.1569e-01 -1.3604e+00 +4.6871e+00 -1.1555e+00 +6.0504e-02 +1.0997e+00 +2.0984e+00 -3.2891e+00 -2.1897e+00 +7.8516e-01 +2.5235e+00 -2.2236e+00 +1.0358e+00 -1.7625e+00 +4.2154e+00 +4.3564e+00 +2.0321e+00 +2.6101e+00
410 +1.506027282e+01 +1.506027282e+01 -8.748972718e+01 -8.748972718e+01 +5.8225e-01 +2.7395e+00 +1.3777e+00 +1.0918e+00 -2.0483e+00 -1.4865e+00 -1.6382e+00 -1.1531e+00 -3.8817e+00 +1.6761e+00 +9.4278e-01 +6.7825e-01 +1.2340e+00 -2.5211e-01 -3.6964e-01 -9.9945e-01 +2.8150e-01 -2.2174e+00 -9.0121e-01 +2.9073e+00
1155 +9.449519246e+00 +9.449519246e+00 -9.310048075e+01 -9.310048075e+01 -6.4680e-01 -1.2964e+00 +1.1281e+00 +1.1845e-01 +1.5442e+00 +4.3244e-01 +1.7539e+00 +3.7572e-01 +1.1516e+00 -3.8258e-01 -2.6989e+00 -1.5549e+00 +7.5819e-01 -1.3697e+00 +4.8218e-02 -5.7099e-01 -1.8620e+00 -2.2095e+00 +1.1943e+00 -9.4798e-01
2551 +5.437459802e+00 +5.437459802e+00 -9.711254020e+01 -9.711254020e+01 +1.6530e+00 +1.9352e+00 +1.8160e+00 -4.0668e-01 -2.9002e+00 +1.9004e+00 -1.6262e+00 -1.7083e+00 -1.8702e+00 -3.7911e-01 -2.5993e+00 +4.4272e-01 -1.0904e-01 -1.0080e+00 +6.4960e-01 -2.0355e+00 -8.2307e-01 -6.4066e-01 -1.4430e-01 +1.0407e+00
85014 +3.771848643e+00 +3.771848643e+00 -9.877815136e+01 -9.877815136e+01 +3.6416e-01 +1.3964e+00 +7.6350e-01 +1.0411e+00 -5.1136e-01 +6.8027e-01 -6.5012e-01 +2.5407e-01 -1.5742e+00 -4.6632e-01 -3.4726e-01 +4.2823e-01 +4.1131e-01 +8.2181e-01 -3.7548e-01 -8.0618e-01 -1.1659e-02 +2.1725e-01 +1.2532e+00 +2.4774e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.515934843e+01 +8.515934843e+01 +1.568493484e+02 +1.568493484e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +4.158941627e+01 +4.158941627e+01 +1.132794163e+02 +1.132794163e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
