% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.103860518e+03 +4.103860518e+03 +4.196800518e+03 +4.196800518e+03 +1.5345e+00 +1.2762e+00 +3.9790e+00 +4.7985e+00 +2.5000e+00 -4.1409e+00 -8.7841e-01 -3.1299e+00 -6.9911e-01 -9.1300e-01 -2.2369e+00 +4.2477e+00 -3.3168e+00 +2.5657e+00 -1.9484e+00 -4.3844e+00 +4.9308e+00 -3.2670e+00 -7.6212e-01 +5.9241e-01
2 +3.372089777e+03 +3.372089777e+03 +3.465029777e+03 +3.465029777e+03 +1.0211e+00 +2.6989e-01 +2.6163e+00 +2.2041e+00 -1.2678e-01 -8.1343e-01 +2.7599e+00 +1.1241e+00 -2.8598e+00 -2.0944e+00 +1.0582e+00 -2.6634e+00 +4.8983e+00 +3.2371e-01 +3.8003e+00 +2.7949e-01 -4.3629e+00 +4.0724e+00 +3.0785e+00 +1.2304e+00
3 +9.707878429e+02 +9.707878429e+02 +1.063727843e+03 +1.063727843e+03 +3.7473e+00 +1.7143e+00 -1.2685e+00 +4.6716e+00 +7.8858e-01 +3.3046e+00 +9.3824e-01 +3.0770e+00 +2.5298e+00 -3.0541e+00 -4.5990e+00 -2.0788e+00 -4.6955e+00 -5.7717e-01 -4.9076e-01 +3.7755e+00 +4.5202e+00 +3.7446e-01 +3.7848e+00 -7.4584e-01
116 +5.600551969e+02 +5.600551969e+02 +6.529951969e+02 +6.529951969e+02 +2.2920e+00 -3.8326e+00 -9.2677e-01 +4.8318e+00 -8.5218e-01 +3.9002e+00 +1.6285e+00 +6.5893e-01 +2.5206e+00 +1.0501e-01 -3.5850e-01 -1.7458e+00 +3.3446e+00 +4.8970e-01 +4.4466e+00 -1.2834e+00 +1.8853e+00 -4.4638e+00 +6.8912e-02 -2.4046e-01
811 +3.751264253e+02 +3.751264253e+02 +4.680664253e+02 +4.680664253e+02 -1.6091e+00 +1.9344e+00 -1.1632e+00 +2.0467e+00 -9.7731e-01 +3.5523e+00 +3.2870e+00 +8.7196e-01 +1.3063e+00 +2.0538e+00 -5.1970e+00 -4.1426e+00 +2.6993e+00 -2.5912e+00 +6.7225e-01 -1.0683e+00 +4.1575e+00 +8.2147e-01 -3.9988e+00 +4.7811e-01
1732 +1.509730550e+02 +1.509730550e+02 +2.439130550e+02 +2.439130550e+02 -2.4751e-01 +4.4470e+00 +4.7321e+00 +1.3671e+00 +3.7448e+00 +5.9849e+00 +1.5992e+00 +3.1667e+00 +6.0350e+00 +1.5013e+00 -1.1396e+00 -3.3004e+00 +6.3519e-01 -9.9116e-01 +7.4741e-01 +1.8705e+00 +1.6480e+00 -1.7792e+00 +5.4948e+00 -1.8586e+00
2611 +8.393544596e+01 +8.393544596e+01 +1.768754460e+02 +1.768754460e+02 -7.9532e-01 +1.8536e+00 +2.2776e+00 +4.3316e+00 +3.7025e+00 +5.7678e+00 +3.0767e+00 -1.4899e+00 +8.9219e-01 +2.7546e+00 +4.3617e-01 -1.5266e+00 -2.9843e+00 +4.5892e-01 -3.4037e-01 +2.1908e+00 +2.9518e+00 -1.4516e+00 +1.6100e+00 -2.4974e+00
3475 +4.919406915e+01 +4.919406915e+01 +1.421340692e+02 +1.421340692e+02 -1.7470e+00 +1.7907e+00 +2.3251e-01 +2.7143e+00 +2.5396e+00 +4.7800e+00 +2.7019e+00 +6.2926e-02 +5.1114e+00 +1.5974e+00 -9.1234e-01 -3.7445e+00 +2.1268e-01 +9.9127e-01 +8.2582e-01 +6.5520e-01 +3.0193e+00 -2.3447e+00 +2.2128e+00 +6.6531e-01
4500 +3.920945924e+01 +3.920945924e+01 +1.321494592e+02 +1.321494592e+02 -3.0769e-01 +3.3697e+00 +1.0184e+00 +2.2086e+00 +1.8757e+00 +4.1807e+00 +4.0570e+00 -2.1141e+00 +2.6641e+00 +1.7557e+00 +2.0117e-02 -4.7475e+00 +6.1606e-01 -2.0761e-01 +1.2600e+00 +5.6513e-01 +2.9969e+00 -2.2344e+00 -1.1332e+00 -3.0128e-01
4748 +1.768283883e+01 +1.768283883e+01 +1.106228388e+02 +1.106228388e+02 +5.4622e-01 +1.4929e+00 +5.6518e-01 +3.2825e+00 +1.1523e+00 +3.8804e+00 +1.3239e+00 -2.1848e+00 +3.4110e+00 +1.6746e+00 +1.2014e+00 -3.6805e+00 -2.1360e+00 +2.6626e-02 +1.3062e+00 +4.1396e+00 +4.8224e+00 -3.7572e+00 +2.7224e+00 -4.4271e-01
