% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.230505121e+01 +6.230505121e+01 +1.336550512e+02 +1.336550512e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
8 +3.579283689e+01 +3.579283689e+01 +1.071428369e+02 +1.071428369e+02 -1.9819e+00 -2.6319e+00 -2.5188e+00 +5.6271e-01 -2.3522e+00 -1.8212e+00 -2.9991e-01 -2.9250e+00 -5.2240e-01 -8.4945e-01 +2.3041e+00 -3.5711e+00 -4.5420e+00 +1.6099e+00 -4.7183e+00 +4.6600e+00 +4.8969e+00 -2.4404e+00 +5.7493e-01 -2.2670e+00
16809 +1.897581859e+01 +1.897581859e+01 +9.032581859e+01 +9.032581859e+01 -4.9766e+00 -1.3625e+00 -3.9826e-01 -1.9002e-01 -2.0561e+00 -1.1952e-01 +1.4048e+00 -3.2347e+00 +6.1088e-01 -5.2902e+00 -3.6964e+00 +7.6399e-01 +1.5064e+00 +3.3414e-01 +3.6201e+00 +3.0614e+00 -3.6547e+00 -3.8577e+00 +1.3519e-01 +3.7252e+00
79479 +1.513073269e+01 +1.513073269e+01 +8.648073269e+01 +8.648073269e+01 +1.8447e+00 +1.3003e-02 -2.9243e+00 -9.3951e-01 -6.2740e-01 +1.2877e+00 -2.2542e+00 +2.9535e+00 +2.0108e+00 -9.7723e-01 +5.0959e-01 -3.3467e+00 +4.6141e+00 +4.6584e-02 -2.4634e+00 +1.2857e+00 +1.3536e+00 +1.5366e+00 -1.3379e+00 +2.0713e+00
1993916 +9.009223972e+00 +9.009223972e+00 +8.035922397e+01 +8.035922397e+01 +8.2058e-01 +8.4189e-01 -3.7698e+00 -1.8077e+00 +2.0028e+00 -4.3215e+00 -1.0670e+00 +9.0593e-01 +1.1476e+00 +8.6952e-01 -4.1359e+00 -3.9348e+00 -1.6654e+00 -3.2917e-01 +1.0927e+00 +2.9005e+00 -3.8910e+00 -3.5320e-01 -5.3935e-01 -5.2627e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.130182166e+01 +6.130182166e+01 -2.939181783e+02 -2.939181783e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
59 +3.661194334e+01 +3.661194334e+01 -3.186080567e+02 -3.186080567e+02 +9.0943e-02 -4.2436e+00 -2.2999e+00 -4.5107e+00 -3.1400e+00 -4.6691e+00 +1.9222e+00 +3.6703e+00 -2.0664e+00 +3.6839e+00 +4.9323e+00 +4.2718e+00 -3.8523e+00 -1.2223e+00 +1.2860e+00 +2.4621e+00 -1.5151e+00 -2.5669e+00 +3.5483e+00 -5.4065e-01
36881 +1.973650507e+01 +1.973650507e+01 -3.354834949e+02 -3.354834949e+02 +6.4890e-01 -2.8819e+00 -2.0642e-02 +1.3305e+00 +3.4114e+00 +9.5897e-01 -2.6626e+00 -7.5473e-01 -1.4117e+00 -1.1999e+00 +1.8569e+00 -6.4336e-01 +2.5965e+00 +2.3348e+00 -2.5941e+00 -1.6020e+00 +6.4649e-02 -1.5318e+00 -2.9666e+00 +2.8178e+00
417991 +1.435718157e+01 +1.435718157e+01 -3.408628184e+02 -3.408628184e+02 -5.3575e-01 -2.8579e+00 -3.9688e-01 -2.1145e+00 +1.1302e+00 -1.0496e+00 +4.2218e-01 -1.3629e+00 -4.3169e-01 -1.5938e+00 +1.8280e+00 -4.2060e+00 -3.0012e-02 -6.2515e-02 +4.6605e-01 +2.8987e+00 +1.4985e-01 -5.1375e-01 +2.4598e+00 -1.3892e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.124727337e+02 +1.124727337e+02 +2.116427337e+02 +2.116427337e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +4.489052119e+01 +4.489052119e+01 +1.440605212e+02 +1.440605212e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
180 +3.933099512e+01 +3.933099512e+01 +1.385009951e+02 +1.385009951e+02 +4.6466e-01 +2.6428e+00 -2.6757e+00 -2.9930e+00 +7.3062e-01 -1.0660e+00 -2.6460e+00 +1.1200e+00 -4.3271e+00 -9.5777e-01 +2.3815e+00 +2.8176e+00 +1.5797e+00 -2.6860e-01 +3.1709e-01 -3.0117e+00 -4.6937e+00 -2.5528e+00 -1.9519e-01 +4.2248e+00
1503 +2.358283650e+01 +2.358283650e+01 +1.227528365e+02 +1.227528365e+02 +1.5436e+00 -1.2729e+00 -8.0696e-01 +1.8030e+00 -4.8927e+00 -3.4464e-01 -1.4513e+00 +2.4472e+00 -1.4714e+00 -6.6259e+00 -7.8105e-01 +2.3424e+00 -1.7442e+00 -1.6414e-01 -2.4776e+00 -5.5579e+00 -2.4430e+00 +2.4563e+00 +4.4449e+00 -4.2090e-02
412795 +1.534388630e+01 +1.534388630e+01 +1.145138863e+02 +1.145138863e+02 +3.0335e+00 +2.9679e+00 -2.1087e+00 +3.4643e+00 -1.2580e+00 -2.0788e+00 -8.5577e-01 -5.1883e-01 +1.9371e+00 +2.2697e+00 -1.1819e+00 -1.2956e+00 -4.8547e-01 +8.7773e-01 +2.1731e-01 -1.7655e+00 -4.7061e+00 -2.7768e+00 -2.6867e+00 +3.4120e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.055214759e+01 +4.055214759e+01 -4.773578524e+02 -4.773578524e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
14 +3.927479345e+01 +3.927479345e+01 -4.786352066e+02 -4.786352066e+02 -3.9515e+00 +1.4018e+00 +2.3562e+00 -3.4861e+00 +2.2691e+00 +2.5774e-02 +3.3561e+00 -6.7407e-01 +1.6251e+00 -2.6261e+00 +4.3560e-01 -2.6716e+00 +3.3094e+00 +1.3202e+00 +1.9419e+00 -3.8074e+00 +2.8373e+00 -4.9182e+00 +4.9668e+00 -1.6128e+00
