% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.348077541e+03 +3.348077541e+03 +3.378047541e+03 +3.378047541e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
4 +2.236839396e+03 +2.236839396e+03 +2.266809396e+03 +2.266809396e+03 -1.5768e+00 -4.4066e+00 -3.7784e+00 -4.7071e+00 -2.7482e+00 +1.4017e+00 -7.5121e-01 -4.2133e+00 -2.6142e+00 -4.7088e+00 -1.0543e+00 +1.0264e+00 +3.1087e+00 +3.5881e+00 -1.3424e+00 +2.1166e+00 -3.0815e+00 +2.4587e-01 +4.3025e+00 -2.3845e-01
1423 +1.433479355e+03 +1.433479355e+03 +1.463449355e+03 +1.463449355e+03 +2.1253e+00 +5.8345e-01 -5.1028e+00 -4.4735e-01 +4.7705e-03 +2.5821e+00 -1.4979e+00 -2.6777e+00 +1.8268e+00 -3.5253e+00 +3.4630e+00 +1.2426e+00 +2.0133e+00 +1.8381e+00 +9.5853e-01 +9.6203e-01 +1.0874e+00 -3.8967e+00 +1.2257e+00 +1.6333e+00
2743 +9.356984066e+02 +9.356984066e+02 +9.656684066e+02 +9.656684066e+02 +2.5576e+00 -2.2717e+00 -3.0613e+00 -5.9388e-01 +2.3516e+00 +2.8594e+00 -4.5027e+00 -1.1756e+00 -2.3654e-01 +7.4826e-01 +2.7689e+00 -2.9728e+00 +2.3178e+00 +2.7927e+00 -1.7178e+00 +3.1462e+00 -8.4324e-01 -1.3867e+00 +6.0303e-01 -2.3457e+00
4562 +5.985338372e+02 +5.985338372e+02 +6.285038372e+02 +6.285038372e+02 +2.3150e+00 -1.6732e+00 -2.5857e+00 -1.0748e+00 +2.3811e+00 +3.1866e+00 -2.7070e+00 -3.3807e+00 +9.9285e-01 -3.8091e+00 +7.7922e-01 -9.7838e-01 +3.5027e+00 +2.6351e+00 -2.5250e+00 +2.0921e+00 -2.7959e+00 -4.2782e-01 +8.1133e-01 -2.0515e+00
5396 +3.645447901e+02 +3.645447901e+02 +3.945147901e+02 +3.945147901e+02 +1.1029e+00 -2.3720e+00 -3.1566e+00 -2.1274e+00 +3.5402e+00 +3.0778e+00 -3.4656e+00 -2.9675e+00 +2.4312e+00 -1.9319e+00 +1.6573e+00 -1.9823e+00 +4.0329e+00 +2.3116e+00 -1.0050e+00 +3.1502e+00 -2.5566e+00 -6.1717e-01 +1.4027e+00 -2.4888e+00
7127 +2.449287379e+02 +2.449287379e+02 +2.748987379e+02 +2.748987379e+02 +1.6023e-01 -2.8002e+00 -3.6892e+00 -1.9499e+00 +2.8063e+00 +3.9740e+00 -3.6887e+00 -2.0858e+00 +1.7637e+00 -1.5412e+00 +1.8965e+00 -1.8077e+00 +4.6961e+00 +3.0942e+00 -1.5577e+00 +2.6331e+00 -2.4401e+00 -1.9263e+00 +1.0172e+00 -3.2144e+00
9288 +1.578865313e+02 +1.578865313e+02 +1.878565313e+02 +1.878565313e+02 +6.0589e-01 -1.7647e+00 -3.7721e+00 -1.7523e+00 +3.2934e+00 +4.0828e+00 -3.1484e+00 -2.1466e+00 +1.6524e+00 -1.8570e+00 +1.9596e+00 -2.0492e+00 +4.1087e+00 +2.5067e+00 -1.2717e+00 +2.4210e+00 -2.3476e+00 -2.0535e+00 +1.4284e+00 -2.8688e+00
11333 +9.060292711e+01 +9.060292711e+01 +1.205729271e+02 +1.205729271e+02 +7.8603e-01 -2.0326e+00 -3.7084e+00 -1.9016e+00 +3.0717e+00 +3.5404e+00 -4.0793e+00 -2.5548e+00 +8.5652e-01 -1.5385e+00 +1.3513e+00 -1.8330e+00 +3.9419e+00 +2.3701e+00 -1.5667e+00 +2.8635e+00 -2.5929e+00 -1.4465e+00 +1.4803e+00 -3.2526e+00
11861 +5.912706625e+01 +5.912706625e+01 +8.909706625e+01 +8.909706625e+01 +5.1499e-01 -1.6786e+00 -3.7796e+00 -1.8079e+00 +3.1231e+00 +3.7555e+00 -3.3761e+00 -2.3426e+00 +1.3616e+00 -1.6071e+00 +1.6713e+00 -2.0307e+00 +4.2734e+00 +2.5473e+00 -1.5527e+00 +2.5755e+00 -2.2445e+00 -1.7363e+00 +1.3333e+00 -2.8968e+00
12685 +3.886160035e+01 +3.886160035e+01 +6.883160035e+01 +6.883160035e+01 +8.6110e-01 -1.6069e+00 -3.6478e+00 -1.9584e+00 +3.1792e+00 +3.3352e+00 -3.9735e+00 -2.9509e+00 +8.8899e-01 -1.7745e+00 +1.3672e+00 -1.7129e+00 +4.0052e+00 +2.2390e+00 -1.4526e+00 +2.6501e+00 -2.6109e+00 -8.6094e-01 +1.5688e+00 -3.2664e+00
