% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.322505762e+02 +1.322505762e+02 +2.970057617e+01 +2.970057617e+01 +4.5431e+00 -4.4804e+00 -4.0030e+00 -3.7252e+00 +1.5083e+00 +4.3233e+00 +4.0547e+00 -3.9912e+00 -2.5266e+00 +2.5971e+00 +4.8363e+00 +2.6159e+00 -1.3500e+00 -4.1039e+00 +3.2390e+00 +1.9296e+00 +3.4327e+00 +3.3405e+00 +3.6580e+00 +3.1095e+00
2 +4.157794297e+01 +4.157794297e+01 -6.097205703e+01 -6.097205703e+01 -3.8926e+00 -2.9807e+00 +3.9664e+00 -2.6801e+00 -1.1830e+00 +3.6297e+00 +2.8139e+00 -4.5249e-01 -2.1715e-01 -1.8353e+00 -1.3062e+00 -1.8011e+00 -2.7845e+00 -2.9313e+00 -4.0788e+00 +1.8972e+00 -4.7478e+00 +2.5463e+00 -4.3122e-01 +1.2732e+00
3 +2.779648897e+01 +2.779648897e+01 -7.475351103e+01 -7.475351103e+01 -7.3394e-01 +3.2215e+00 +1.9576e+00 +2.8371e+00 -4.4900e+00 -4.2893e-01 +3.8197e-02 -1.1957e+00 -1.2327e+00 +2.1962e+00 -1.9264e+00 +2.3455e+00 +2.7445e+00 -1.5271e+00 -2.6412e+00 +3.4892e+00 +3.6559e+00 +3.4230e-01 +3.7480e+00 +2.9159e-01
33 +2.474981090e+01 +2.474981090e+01 -7.780018910e+01 -7.780018910e+01 -1.5563e+00 +1.9749e+00 -2.7681e+00 +9.3881e-01 +3.7712e+00 -2.2810e+00 -1.1059e+00 -9.9254e-02 -3.8937e+00 -1.5678e+00 +5.0645e-01 -1.1860e+00 -3.0559e+00 +1.4305e+00 -3.2389e-01 +2.8089e+00 +2.2502e+00 +3.6396e+00 -1.5672e+00 -4.3948e+00
202 +1.537877150e+01 +1.537877150e+01 -8.717122850e+01 -8.717122850e+01 +5.1808e-02 -1.9560e+00 +6.0088e-01 -4.0150e+00 +2.3091e-02 +3.2820e-01 +4.2745e+00 -2.3620e+00 -7.4726e-01 +3.5509e+00 +2.8109e+00 +6.8324e-01 +5.3899e-02 -6.5111e-01 +6.7329e-01 +4.5707e-01 -9.2201e-01 +1.6978e+00 -7.2832e-01 -1.5899e+00
1508 +8.948150047e+00 +8.948150047e+00 -9.360184995e+01 -9.360184995e+01 +3.9990e+00 +4.5683e-01 +1.5617e+00 -1.3322e+00 -1.2744e+00 -4.5728e-01 +5.6496e-01 +6.6792e-02 -1.2212e+00 -1.6250e+00 -1.2021e+00 +8.6123e-02 -1.1223e-01 -5.7753e-01 +5.0189e-01 +6.6011e-01 +3.3002e+00 -2.0693e+00 -1.6755e+00 +1.5899e+00
3129 +6.063319853e+00 +6.063319853e+00 -9.648668015e+01 -9.648668015e+01 -1.7101e+00 -1.3228e+00 +1.5032e-02 +1.8225e+00 -1.6163e+00 -4.3004e-01 -7.3392e-01 -1.4659e-01 -1.1355e+00 +5.4959e-01 -2.4757e-01 +7.6380e-01 +1.6131e+00 -2.2662e+00 +9.4946e-01 -1.2901e+00 -3.6067e-01 -1.0786e-01 -2.4338e-01 -1.6006e+00
381414 +3.785102206e+00 +3.785102206e+00 -9.876489779e+01 -9.876489779e+01 +7.7753e-01 -3.8539e-01 +6.7452e-01 +3.6256e-01 -4.2051e-01 -1.2233e+00 +1.3346e+00 -5.6076e-03 -9.2142e-01 -1.1829e+00 -1.6496e+00 +2.2563e+00 -1.3020e-01 +4.4659e-03 +4.1930e-01 -1.5117e+00 -7.1739e-01 +4.6149e-01 -1.0486e+00 +4.2011e-02
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.277005909e+01 +3.277005909e+01 +1.044600591e+02 +1.044600591e+02 -1.8242e+00 -2.1557e+00 -2.1572e+00 +1.8611e+00 +3.7223e+00 +2.7502e+00 +1.9939e+00 -2.5465e+00 -3.1807e+00 -4.7634e+00 -3.2351e+00 +1.2818e+00 +1.8730e+00 +3.9586e+00 -2.7685e+00 +5.2698e-01 +1.2466e+00 +4.6325e+00 -1.9450e+00 -2.2790e+00
5 +1.484962012e+01 +1.484962012e+01 +8.653962012e+01 +8.653962012e+01 -1.4731e+00 +4.2976e-01 +1.0300e+00 +7.1976e-01 -2.4776e+00 -3.3146e+00 +1.5595e+00 +1.3679e+00 +3.6908e+00 +1.5569e+00 +2.1805e+00 -2.1017e+00 -1.4049e+00 +2.3184e-01 -4.1776e-01 +6.8386e-02 -1.7363e+00 +1.2862e+00 -1.7957e-01 -1.7109e+00
1993 +9.783860066e+00 +9.783860066e+00 +8.147386007e+01 +8.147386007e+01 +3.6483e+00 -2.0221e+00 +1.8918e+00 +5.6588e-01 +3.9550e-01 +1.5176e+00 -8.0080e-01 +1.6550e+00 -1.6588e+00 +2.4581e-01 +7.1709e-02 -1.1912e+00 -2.0657e-02 +7.6583e-01 -8.0951e-01 +2.0586e+00 +1.6362e-01 +7.2263e-01 -1.7587e-02 -9.4325e-01
5112 +5.983825571e+00 +5.983825571e+00 +7.767382557e+01 +7.767382557e+01 -7.6753e-01 -1.3687e-01 -2.7896e-01 +2.3875e-01 +9.6565e-01 +1.9390e-01 +1.6877e+00 +5.4037e-01 +5.2543e-01 +1.7472e-01 +1.7371e+00 +1.3479e+00 -5.5571e-01 -1.8197e+00 -9.6295e-01 -1.7243e-01 -6.3950e-01 +1.2117e+00 -4.1507e-01 +4.5654e-01
227581 +3.961291857e+00 +3.961291857e+00 +7.565129186e+01 +7.565129186e+01 +1.1914e-01 -3.6308e-01 +8.7937e-01 -3.8849e-01 -1.3949e+00 +5.3209e-01 +1.9392e+00 +1.7824e-01 -2.3022e-01 -5.0940e-01 +6.3176e-01 +1.2534e-01 +6.9845e-01 +1.1272e-01 +1.3052e+00 -9.7270e-02 +3.5742e-01 +3.1397e-01 -2.1260e+00 +1.4320e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.904048648e+01 +2.904048648e+01 +2.430504865e+02 +2.430504865e+02 +3.3441e+00 -3.3939e+00 +2.0980e+00 -2.7497e-01 +1.7108e+00 -3.0039e+00 +2.4654e+00 -3.3307e+00 +1.0224e+00 -2.9220e+00 +6.9258e-01 -1.1784e+00 -1.1725e+00 -4.2168e-01 +2.7529e+00 -4.3757e-01 -1.7074e+00 -1.1813e+00 -3.6580e+00 -2.2848e+00
14 +2.359087530e+01 +2.359087530e+01 +2.376008753e+02 +2.376008753e+02 +2.5527e+00 -3.0311e+00 +1.7187e-01 -4.0319e+00 +1.8757e-01 +4.1774e+00 +7.3420e-01 -3.7232e+00 +7.4831e-01 -1.1228e+00 +3.9483e+00 -4.2078e-01 -5.0463e-01 -2.7656e+00 -1.7201e+00 +2.2609e+00 +1.1487e+00 -1.9437e+00 +3.1495e-01 +1.7348e+00
467 +1.409537168e+01 +1.409537168e+01 +2.281053717e+02 +2.281053717e+02 +2.0828e+00 -3.4019e+00 +3.4389e-01 -1.1856e-01 +8.8268e-01 +1.9950e+00 -5.8463e-01 -1.5269e+00 +4.3619e-01 -3.5584e+00 +9.4127e-01 -1.2484e+00 -2.0783e+00 -4.2433e-01 +1.1852e+00 -6.8627e-01 +1.8720e+00 +3.1068e+00 -3.0650e+00 -1.3670e+00
1662 +9.797494400e+00 +9.797494400e+00 +2.238074944e+02 +2.238074944e+02 -1.0941e+00 +5.5697e-01 +6.6016e-01 -2.2777e-01 +6.3428e-02 +4.7455e-01 +1.0079e+00 +1.5873e+00 +1.2058e+00 -1.2446e+00 +1.6085e+00 -7.0677e-02 +6.6703e-01 +2.6344e-01 +1.3400e+00 +5.3182e-01 -1.3942e+00 -1.3645e+00 -9.8654e-01 +3.1448e+00
4358 +6.220716177e+00 +6.220716177e+00 +2.202307162e+02 +2.202307162e+02 +1.0390e+00 +1.0512e+00 +6.2496e-01 -2.4868e-02 +5.5411e-02 -1.6233e+00 -2.1003e-01 -5.7520e-01 +1.4953e+00 +7.4812e-01 -1.2411e+00 +7.7363e-01 -1.4303e+00 +1.0021e-01 -8.4457e-01 -1.2840e+00 +2.2260e+00 +8.2580e-01 +9.4009e-01 -6.4742e-01
154366 +3.659794346e+00 +3.659794346e+00 +2.176697943e+02 +2.176697943e+02 -3.7165e-01 -1.1231e+00 +6.0375e-01 -3.5847e-01 -3.2690e-01 -6.3193e-02 +4.3877e-01 +5.4103e-01 -8.7802e-01 -8.1010e-01 -6.8382e-01 +4.3024e-01 +1.4425e-01 +2.8436e-01 -2.2405e-02 -9.3005e-01 +5.8245e-03 +1.3853e+00 -4.5204e-01 +2.8412e-01
