% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.828847434e+01 +5.828847434e+01 -4.426152566e+01 -4.426152566e+01 -1.3498e+00 +1.2775e+00 +3.9775e+00 -3.8830e+00 -2.3482e+00 -2.1266e+00 -3.3137e+00 -3.7779e+00 +1.5515e+00 +5.6414e-01
6 +2.676399729e+01 +2.676399729e+01 -7.578600271e+01 -7.578600271e+01 -3.6996e+00 -1.7714e+00 +3.0169e+00 -1.0745e+00 -1.3427e+00 -6.1775e+00 -1.4118e+00 -2.5982e+00 -1.1758e+00 +1.9835e+00
14 +2.224281119e+01 +2.224281119e+01 -8.030718881e+01 -8.030718881e+01 +2.3460e+00 +1.2591e-01 +5.6175e+00 -1.1395e+00 +6.0660e-02 -1.7003e-01 -3.0890e+00 -1.2214e+00 +3.1964e-01 +1.5122e+00
17 +1.264916891e+01 +1.264916891e+01 -8.990083109e+01 -8.990083109e+01 -7.3599e-01 -6.8865e-01 +2.1430e+00 -7.6026e-01 +9.1339e-01 -1.7698e+00 -3.5013e+00 -1.4732e+00 +9.0319e-01 +1.3092e+00
74 +8.899060632e+00 +8.899060632e+00 -9.365093937e+01 -9.365093937e+01 -7.2913e-01 -7.9251e-01 +6.7957e-01 -1.5855e-01 -1.4263e+00 +1.2943e+00 +2.4010e-01 -1.8501e+00 -1.2312e+00 +1.7902e+00
210 +5.338801340e+00 +5.338801340e+00 -9.721119866e+01 -9.721119866e+01 -1.1775e+00 -1.4936e-01 +3.0379e-01 -1.4354e+00 +8.7630e-01 +1.5965e+00 -8.7875e-01 -5.9262e-01 -1.2661e+00 +5.8892e-01
1171 +3.803888270e+00 +3.803888270e+00 -9.874611173e+01 -9.874611173e+01 -8.4022e-01 +1.2282e+00 -1.6345e+00 +2.3601e-01 -2.5524e-01 -1.7630e+00 +9.7123e-01 +1.4049e+00 -2.3363e+00 +1.9536e+00
1963 +2.050431892e+00 +2.050431892e+00 -1.004995681e+02 -1.004995681e+02 +1.0483e-01 +9.9264e-01 -2.7740e-01 +1.1596e+00 -1.4143e-01 -1.7542e+00 +1.1863e+00 +2.0846e-01 -1.2255e+00 +1.7673e+00
4954 +1.300580562e+00 +1.300580562e+00 -1.012494194e+02 -1.012494194e+02 -1.7693e+00 +5.3226e-01 -1.5636e+00 +3.9735e-01 -9.3766e-01 -7.0967e-01 +1.3142e+00 +8.1406e-01 +1.5535e+00 +1.7999e+00
5431 +9.392781582e-01 +9.392781582e-01 -1.016107218e+02 -1.016107218e+02 -1.7655e+00 +5.2805e-01 -1.5636e+00 +4.0109e-01 -9.3835e-01 -7.2154e-01 +1.3171e+00 +8.1265e-01 +1.5585e+00 +1.8045e+00
6206 +6.181228057e-01 +6.181228057e-01 -1.019318772e+02 -1.019318772e+02 -1.7647e+00 +5.2467e-01 -1.5642e+00 +3.9869e-01 -9.3971e-01 -7.2515e-01 +1.3117e+00 +8.1663e-01 +1.5572e+00 +1.8011e+00
7038 +3.869041122e-01 +3.869041122e-01 -1.021630959e+02 -1.021630959e+02 -1.7630e+00 +5.2703e-01 -1.5615e+00 +3.9598e-01 -9.3950e-01 -7.2151e-01 +1.3123e+00 +8.1325e-01 +1.5559e+00 +1.8003e+00
390673 +2.507047389e-01 +2.507047389e-01 -1.022992953e+02 -1.022992953e+02 +5.2312e-01 +1.1703e-01 +3.9034e-01 +1.4061e+00 -1.7489e-01 +4.5971e-01 +1.3991e+00 +2.5234e-02 -2.4441e-01 +1.2801e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.454347752e+01 +2.454347752e+01 +9.623347752e+01 +9.623347752e+01 -2.0475e+00 -1.7430e+00 +1.9731e+00 +3.1536e+00 -1.8649e+00 -1.3362e+00 +2.3110e+00 -1.2327e+00 -3.7657e+00 +5.9661e-01
6 +1.432360679e+01 +1.432360679e+01 +8.601360679e+01 +8.601360679e+01 +1.1967e+00 -7.6268e-01 -1.9513e+00 +2.3316e+00 -1.1256e+00 -2.2891e+00 +3.5800e-01 -1.0763e+00 -2.2681e+00 -1.6505e+00
23 +8.724963371e+00 +8.724963371e+00 +8.041496337e+01 +8.041496337e+01 +7.7665e-01 +7.5351e-01 +1.3700e+00 +2.2009e-02 +1.0995e+00 -1.6105e+00 -1.7334e+00 -1.9761e+00 -2.7189e+00 +1.5888e+00
113 +5.761285562e+00 +5.761285562e+00 +7.745128556e+01 +7.745128556e+01 +7.7289e-01 -1.3641e+00 -1.3768e+00 +2.0726e+00 +2.6599e-01 -1.6690e+00 -6.2501e-01 -1.5773e+00 +8.6155e-01 -2.4133e-01
290 +3.456808417e+00 +3.456808417e+00 +7.514680842e+01 +7.514680842e+01 -4.9326e-01 +1.6048e-01 -1.8638e+00 +1.8579e+00 +5.9212e-01 +1.5045e-01 -5.1198e-01 +7.8929e-01 +1.1524e-01 +5.2906e-01
1876 +2.471216209e+00 +2.471216209e+00 +7.416121621e+01 +7.416121621e+01 +7.7606e-01 -3.9580e-02 -1.0756e+00 +1.0384e-02 +1.0240e+00 -1.5628e-01 -6.6833e-01 +1.2294e+00 +2.0856e-01 +7.0446e-01
2104 +1.196105393e+00 +1.196105393e+00 +7.288610539e+01 +7.288610539e+01 +7.8146e-01 -5.1978e-02 -1.0670e+00 +3.8592e-02 +1.0135e+00 -1.4473e-01 -6.7446e-01 +1.2208e+00 +1.8667e-01 +7.0178e-01
2964 +9.494025801e-01 +9.494025801e-01 +7.263940258e+01 +7.263940258e+01 +7.7071e-01 -5.1767e-02 -1.0581e+00 +1.3822e-02 +1.0222e+00 -1.4137e-01 -6.8711e-01 +1.2248e+00 +1.8793e-01 +7.0324e-01
3629 +6.277271314e-01 +6.277271314e-01 +7.231772713e+01 +7.231772713e+01 +7.7155e-01 -5.0796e-02 -1.0583e+00 +7.6633e-03 +1.0217e+00 -1.3842e-01 -6.8917e-01 +1.2263e+00 +1.8957e-01 +7.0421e-01
95212 +3.966337262e-01 +3.966337262e-01 +7.208663373e+01 +7.208663373e+01 +9.0507e-01 -6.4653e-01 +1.0654e+00 +7.8220e-01 -3.4354e-01 -7.4869e-01 -1.5078e+00 -3.0876e-01 -1.4486e-01 +8.3951e-01
95611 +2.492208306e-01 +2.492208306e-01 +7.193922083e+01 +7.193922083e+01 +9.0303e-01 -6.4207e-01 +1.0597e+00 +8.2248e-01 -3.2886e-01 -7.7415e-01 -1.5102e+00 -3.1308e-01 -1.2992e-01 +8.3825e-01
199524 +1.584021997e-01 +1.584021997e-01 +7.184840220e+01 +7.184840220e+01 +4.2889e-01 -1.1029e-01 +9.1026e-02 +1.0718e+00 +6.6181e-02 -7.6332e-01 +3.2317e-01 -2.4526e-01 +1.2103e-01 +4.9017e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.891302039e+01 +1.891302039e+01 +2.329230204e+02 +2.329230204e+02 -1.9242e+00 -1.0144e+00 -3.8863e+00 +3.9725e+00 +8.6111e-01 -1.2520e+00 +3.9425e+00 -7.0475e-01 -2.9817e-01 +8.7662e-01
15 +1.404547803e+01 +1.404547803e+01 +2.280554780e+02 +2.280554780e+02 -2.8106e+00 -1.2008e-01 -2.8880e+00 +2.3371e+00 -7.4910e-01 -1.7608e+00 +7.7666e+00 -2.3830e+00 +8.7527e-01 +6.5699e-01
34 +8.586431937e+00 +8.586431937e+00 +2.225964319e+02 +2.225964319e+02 -1.7100e+00 +6.6750e-01 +2.3568e-01 +4.8571e+00 +9.9007e-01 -5.4571e+00 +5.8699e+00 -4.6239e+00 +8.6717e-01 +3.0387e+00
69 +4.960319828e+00 +4.960319828e+00 +2.189703198e+02 +2.189703198e+02 -1.1487e+00 +5.6676e-01 -9.5611e-03 +5.1987e-01 +3.0856e+00 -3.5434e+00 +2.8038e+00 -1.9567e+00 +1.0637e+00 -1.1295e-02
1715 +3.327088003e+00 +3.327088003e+00 +2.173370880e+02 +2.173370880e+02 -1.2582e+00 -8.3353e-01 -2.9278e+00 -1.6718e+00 +4.3433e-01 -2.1496e+00 +4.0972e+00 -3.5961e+00 +4.0507e+00 +1.7743e+00
4790 +2.465753622e+00 +2.465753622e+00 +2.164757536e+02 +2.164757536e+02 +1.7556e+00 -5.3709e-01 +2.2839e+00 +5.6775e-01 -2.4081e-03 +8.7729e-01 +1.5540e+00 -3.8038e-01 +3.8094e-01 -5.1795e-01
