% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.352803084e+01 +9.352803084e+01 +1.648780308e+02 +1.648780308e+02 +4.3740e+00 -1.9690e+00 -4.3935e+00 +2.1424e+00 +1.0685e+00 -4.9225e+00 +1.2288e+00 +3.8996e+00 -4.8023e+00 -4.3315e+00 -4.1066e+00 -2.4151e-01 -1.2546e-01 +1.9978e+00 -1.9585e+00 -3.1454e+00 -2.2228e+00 -4.5576e+00 +4.2183e+00 +3.7864e+00
2 +6.003842247e+01 +6.003842247e+01 +1.313884225e+02 +1.313884225e+02 +3.5793e-02 -3.8319e+00 +8.4530e-01 +2.0352e+00 -3.9355e+00 -2.6921e+00 +3.1258e+00 -3.7661e+00 +2.4425e-01 -4.7703e+00 +2.6948e+00 +2.8038e+00 -4.2496e+00 -4.1978e+00 +4.5774e+00 +1.0049e-01 +1.3526e+00 +1.8381e+00 +8.0717e-01 -4.1386e+00
43 +3.255182926e+01 +3.255182926e+01 +1.039018293e+02 +1.039018293e+02 -7.5965e-01 -4.0346e+00 +3.1777e+00 +2.9849e+00 -2.9022e+00 +4.2954e+00 -3.4699e+00 -1.8696e+00 -4.6335e+00 +4.0241e+00 -8.2533e-01 +3.9014e+00 +1.6936e+00 +1.0032e+00 +3.8892e+00 +2.6461e+00 -8.8542e-01 -4.2640e+00 -2.2396e+00 +4.2748e+00
3507 +2.230664720e+01 +2.230664720e+01 +9.365664720e+01 +9.365664720e+01 -1.1010e+00 -1.8350e+00 +6.2503e-01 +1.6060e+00 -5.3239e+00 +5.2145e+00 -2.1702e+00 -4.6827e+00 -3.0708e+00 +5.8374e+00 +2.3408e+00 -7.6056e-01 -8.7586e-01 +1.7718e+00 +2.2802e+00 -3.5180e+00 -2.6507e+00 -1.2324e+00 -7.2895e-01 +3.2555e+00
431881 +1.474260027e+01 +1.474260027e+01 +8.609260027e+01 +8.609260027e+01 +6.8079e-01 +2.5531e+00 -2.9534e+00 +2.5692e+00 -6.2081e-01 +1.5218e+00 -2.8187e+00 +3.5940e+00 -8.9782e-01 -2.8256e+00 -4.0118e+00 +4.8476e+00 +3.0476e+00 -9.8947e-01 +1.5118e+00 -1.6789e+00 +1.5036e+00 +6.1028e+00 +2.5426e+00 -1.9260e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.398454216e+02 +1.398454216e+02 -2.153745784e+02 -2.153745784e+02 +1.5601e+00 +1.1174e+00 -4.0476e+00 -2.2476e+00 +4.5417e+00 -2.3386e+00 -4.8307e+00 -1.4753e-03 +3.7701e-01 -1.5844e-01 -3.2672e+00 +1.8920e+00 -3.2927e+00 +8.1480e-01 -2.2045e+00 -3.6894e+00 +2.3527e+00 -1.1841e-01 +2.6411e+00 -2.2409e-01
2 +8.629260561e+01 +8.629260561e+01 -2.689273944e+02 -2.689273944e+02 -8.8131e-01 +3.0824e-01 -4.2486e+00 +2.3940e+00 +1.6672e+00 -2.0345e+00 +9.9444e-01 -4.3054e+00 -4.5070e+00 -9.0853e-01 -2.8784e-01 -4.8029e+00 +3.2467e+00 +3.8223e+00 -4.5953e+00 +1.3337e+00 +4.0792e+00 +1.1471e+00 -4.8334e+00 -2.5338e+00
26 +5.632303358e+01 +5.632303358e+01 -2.988969664e+02 -2.988969664e+02 -9.4795e-01 +7.0868e-01 +3.9881e+00 +4.3195e-01 +2.6053e-02 +3.7266e+00 +4.9472e+00 +3.6969e+00 -4.8667e+00 -4.2994e+00 -4.5897e+00 -3.4676e+00 -2.3351e+00 -3.1547e+00 -2.4120e-01 -3.2605e-02 +2.2199e+00 +1.3504e+00 -1.0247e+00 -4.6527e+00
269 +3.886443908e+01 +3.886443908e+01 -3.163555609e+02 -3.163555609e+02 +1.0557e+00 +1.6956e+00 +2.6933e+00 +1.3756e+00 +2.6156e+00 +4.5297e+00 -4.4383e+00 +4.7635e-01 -2.0734e+00 -7.6395e-01 +2.1523e+00 -6.5468e+00 +3.1738e+00 -1.1925e+00 -1.8443e+00 +2.9616e+00 -5.6760e+00 -2.3201e+00 -3.1001e+00 -5.4681e-01
2297 +1.993392913e+01 +1.993392913e+01 -3.352860709e+02 -3.352860709e+02 -5.9252e+00 -3.2172e+00 -1.8196e+00 -1.6675e+00 +8.4660e-01 +3.3446e-01 -2.2316e+00 -2.5514e+00 -4.2812e-01 +3.2063e+00 +4.7428e-01 +4.8467e+00 -5.8699e-01 +4.5521e+00 -3.0607e+00 -2.1489e+00 +5.2879e+00 -2.7624e+00 +1.1029e+00 -1.0032e+00
