% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.554908820e+07 +1.554908820e+07 +1.554916447e+07 +1.554916447e+07 -3.4317e+00 -1.3330e+00 -2.9758e+00 +2.1230e+00 -1.7446e+00 -1.8306e+00 -4.8612e+00 -3.6644e+00 -2.4160e+00 -4.2372e+00
2 +2.899442710e+05 +2.899442710e+05 +2.900205410e+05 +2.900205410e+05 -3.9270e+00 +2.4546e+00 +3.8081e+00 +2.2032e+00 -2.2390e+00 +1.1249e+00 -4.3614e+00 -4.2987e+00 -6.5855e-01 -2.8895e+00
3 +1.043935218e+03 +1.043935218e+03 +1.120205218e+03 +1.120205218e+03 +3.1444e+00 +3.5574e+00 -2.5319e+00 +3.2126e+00 +1.9217e-01 +1.7483e-01 -3.3860e+00 +7.9477e-01 +2.1714e+00 +7.1140e-01
41 +2.130542563e+02 +2.130542563e+02 +2.893242563e+02 +2.893242563e+02 +3.3838e+00 -3.9360e+00 -4.5224e+00 +4.9337e+00 +3.7159e+00 +1.1184e+00 -2.4834e+00 -3.4936e+00 +4.9317e+00 -3.9135e+00
291 +1.476731955e+02 +1.476731955e+02 +2.239431955e+02 +2.239431955e+02 -9.8489e-01 +5.4440e-01 -4.9661e-02 +3.0388e+00 +4.1360e-01 -1.0675e+00 +3.3175e+00 +1.7940e+00 -4.5308e+00 -2.8208e+00
1838 +9.687604264e+01 +9.687604264e+01 +1.731460426e+02 +1.731460426e+02 -3.5261e+00 -2.1399e+00 -2.2263e+00 +3.3011e+00 +5.9382e-01 +6.7926e-02 -5.1141e+00 -5.2251e-01 +2.8544e+00 -1.6531e+00
2479 +6.182012717e+01 +6.182012717e+01 +1.380901272e+02 +1.380901272e+02 +2.0784e+00 -2.9003e+00 -2.7953e+00 +4.8965e-01 -4.3819e-02 +7.8112e-01 -2.7860e+00 +2.7162e+00 +1.4067e+00 -2.0214e+00
3533 +2.219829103e+01 +2.219829103e+01 +9.846829103e+01 +9.846829103e+01 -1.4807e+00 -9.4656e-01 -2.1256e+00 +3.3797e-01 -2.6893e-01 -1.7163e+00 -1.2015e+00 +1.5043e+00 +1.0474e+00 +1.9550e+00
4863 +1.416519882e+01 +1.416519882e+01 +9.043519882e+01 +9.043519882e+01 -1.4082e-01 -2.5700e+00 -2.2382e+00 +5.5674e-01 -2.7569e-01 -2.2784e+00 -1.7128e+00 +3.7783e-01 +1.4775e+00 +2.0325e+00
5001 +8.488917620e+00 +8.488917620e+00 +8.475891762e+01 +8.475891762e+01 -4.4696e-01 -2.6986e+00 -2.4949e+00 -2.4623e-01 -9.2181e-02 -2.9058e+00 -1.8702e+00 +7.1445e-01 -4.1286e-01 +2.0913e+00
5419 +5.959194319e+00 +5.959194319e+00 +8.222919432e+01 +8.222919432e+01 -1.2851e+00 -2.8604e+00 -1.9911e+00 +6.5615e-01 -3.6991e-01 -3.6039e+00 -4.0965e-01 +1.2423e+00 -4.8770e-01 +2.0957e+00
5605 +3.210036528e+00 +3.210036528e+00 +7.948003653e+01 +7.948003653e+01 -1.7987e+00 -3.6359e+00 -1.3240e+00 +1.5444e-01 -1.1376e+00 -2.1966e+00 -1.0353e+00 +7.0874e-01 -2.4391e-01 +2.0214e+00
5709 +1.756753789e+00 +1.756753789e+00 +7.802675379e+01 +7.802675379e+01 -7.5321e-01 -3.1478e+00 -2.0161e+00 +4.3405e-01 -8.4588e-01 -2.3969e+00 -2.7667e-01 +1.2458e+00 -8.0800e-01 +2.4888e+00
5758 +1.215905625e+00 +1.215905625e+00 +7.748590562e+01 +7.748590562e+01 -1.1543e+00 -3.2038e+00 -1.7973e+00 +6.7841e-01 -1.2918e+00 -2.5389e+00 -3.9629e-01 +1.7836e+00 -6.1908e-01 +2.6302e+00
6018 +4.460359359e-01 +4.460359359e-01 +7.671603594e+01 +7.671603594e+01 -6.4321e-01 -3.3616e+00 -1.2921e+00 +5.3194e-01 -1.7044e+00 -2.1116e+00 -6.3966e-01 +1.5179e+00 -1.1662e+00 +2.3326e+00
6371 +3.969950649e-01 +3.969950649e-01 +7.666699506e+01 +7.666699506e+01 -8.2109e-01 -2.8508e+00 -1.3721e+00 +9.9374e-01 -1.6072e+00 -2.2890e+00 -4.5114e-01 +1.3310e+00 -9.6506e-01 +2.7540e+00
6501 +1.433663635e-01 +1.433663635e-01 +7.641336636e+01 +7.641336636e+01 -8.4828e-01 -3.2228e+00 -1.2327e+00 +7.2446e-01 -1.7171e+00 -2.4665e+00 -5.7399e-01 +1.3792e+00 -1.0114e+00 +2.6306e+00
6752 +9.547364445e-02 +9.547364445e-02 +7.636547364e+01 +7.636547364e+01 -9.6535e-01 -3.2428e+00 -1.3291e+00 +6.2053e-01 -1.6344e+00 -2.4388e+00 -6.9750e-01 +1.2543e+00 -9.2851e-01 +2.7237e+00
7021 +6.048202518e-02 +6.048202518e-02 +7.633048203e+01 +7.633048203e+01 -9.5123e-01 -3.0983e+00 -1.2346e+00 +5.3422e-01 -1.7101e+00 -2.2598e+00 -8.1064e-01 +1.3209e+00 -1.0047e+00 +2.6177e+00
7190 +3.862562939e-02 +3.862562939e-02 +7.630862563e+01 +7.630862563e+01 -1.0697e+00 -3.1792e+00 -1.2733e+00 +6.1037e-01 -1.6749e+00 -2.3237e+00 -6.7729e-01 +1.2650e+00 -1.0033e+00 +2.7083e+00
7211 +2.225339091e-02 +2.225339091e-02 +7.629225339e+01 +7.629225339e+01 -9.6271e-01 -3.1265e+00 -1.2130e+00 +6.4349e-01 -1.7635e+00 -2.2503e+00 -7.2283e-01 +1.2140e+00 -1.0314e+00 +2.7727e+00
7424 +1.094929442e-02 +1.094929442e-02 +7.628094929e+01 +7.628094929e+01 -9.2276e-01 -3.2246e+00 -1.2299e+00 +5.8828e-01 -1.7560e+00 -2.2429e+00 -6.2948e-01 +1.2480e+00 -9.9185e-01 +2.7627e+00
7596 +7.992152087e-03 +7.992152087e-03 +7.627799215e+01 +7.627799215e+01 -9.4790e-01 -3.1776e+00 -1.2412e+00 +6.0449e-01 -1.7705e+00 -2.2630e+00 -6.4177e-01 +1.3318e+00 -9.9846e-01 +2.7708e+00
7773 +5.898483326e-03 +5.898483326e-03 +7.627589848e+01 +7.627589848e+01 -9.7230e-01 -3.1940e+00 -1.2597e+00 +5.6356e-01 -1.7279e+00 -2.2371e+00 -6.8545e-01 +1.2785e+00 -1.0228e+00 +2.7317e+00
7862 +3.132746565e-03 +3.132746565e-03 +7.627313275e+01 +7.627313275e+01 -9.4119e-01 -3.1410e+00 -1.2291e+00 +5.7326e-01 -1.7474e+00 -2.2361e+00 -6.8681e-01 +1.2879e+00 -9.8703e-01 +2.7304e+00
8140 +2.017151901e-03 +2.017151901e-03 +7.627201715e+01 +7.627201715e+01 -9.3340e-01 -3.1454e+00 -1.2319e+00 +5.5945e-01 -1.7631e+00 -2.2148e+00 -6.8571e-01 +1.3045e+00 -1.0056e+00 +2.7460e+00
8257 +1.211634823e-03 +1.211634823e-03 +7.627121163e+01 +7.627121163e+01 -9.3112e-01 -3.1661e+00 -1.2341e+00 +5.5286e-01 -1.7555e+00 -2.2277e+00 -6.5695e-01 +1.3032e+00 -1.0101e+00 +2.7441e+00
8407 +6.213832666e-04 +6.213832666e-04 +7.627062138e+01 +7.627062138e+01 -9.3345e-01 -3.1607e+00 -1.2432e+00 +5.6409e-01 -1.7469e+00 -2.2126e+00 -6.6744e-01 +1.2806e+00 -9.9902e-01 +2.7498e+00
8794 +3.533656540e-04 +3.533656540e-04 +7.627035337e+01 +7.627035337e+01 -9.3692e-01 -3.1517e+00 -1.2499e+00 +5.6732e-01 -1.7471e+00 -2.2190e+00 -6.6127e-01 +1.2921e+00 -1.0085e+00 +2.7617e+00
8932 +2.377693176e-04 +2.377693176e-04 +7.627023777e+01 +7.627023777e+01 -9.3400e-01 -3.1561e+00 -1.2358e+00 +5.6294e-01 -1.7555e+00 -2.2277e+00 -6.6137e-01 +1.2832e+00 -1.0111e+00 +2.7646e+00
8982 +9.039474321e-05 +9.039474321e-05 +7.627009039e+01 +7.627009039e+01 -9.3365e-01 -3.1498e+00 -1.2416e+00 +5.5403e-01 -1.7477e+00 -2.2227e+00 -6.6775e-01 +1.2834e+00 -1.0130e+00 +2.7585e+00
9327 +6.001134012e-05 +6.001134012e-05 +7.627006001e+01 +7.627006001e+01 -9.3722e-01 -3.1483e+00 -1.2423e+00 +5.5770e-01 -1.7480e+00 -2.2237e+00 -6.6964e-01 +1.2854e+00 -1.0118e+00 +2.7587e+00
9559 +2.458352724e-05 +2.458352724e-05 +7.627002458e+01 +7.627002458e+01 -9.3711e-01 -3.1486e+00 -1.2425e+00 +5.5534e-01 -1.7471e+00 -2.2233e+00 -6.6557e-01 +1.2837e+00 -1.0116e+00 +2.7608e+00
9823 +1.509713459e-05 +1.509713459e-05 +7.627001510e+01 +7.627001510e+01 -9.3755e-01 -3.1490e+00 -1.2436e+00 +5.5757e-01 -1.7458e+00 -2.2236e+00 -6.6364e-01 +1.2831e+00 -1.0087e+00 +2.7611e+00
10013 +6.702234472e-06 +6.702234472e-06 +7.627000670e+01 +7.627000670e+01 -9.3676e-01 -3.1499e+00 -1.2432e+00 +5.5640e-01 -1.7473e+00 -2.2241e+00 -6.6509e-01 +1.2842e+00 -1.0080e+00 +2.7619e+00
10058 +5.444231675e-06 +5.444231675e-06 +7.627000544e+01 +7.627000544e+01 -9.3760e-01 -3.1499e+00 -1.2436e+00 +5.5495e-01 -1.7466e+00 -2.2253e+00 -6.6501e-01 +1.2842e+00 -1.0088e+00 +2.7624e+00
