% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.277596293e+07 +9.277596293e+07 +9.277534182e+07 +9.277534182e+07 -2.2175e+00 -2.9679e+00 -2.6465e+00 +2.1072e+00 +1.0648e+00
11 +3.338919755e+07 +3.338919755e+07 +3.338857644e+07 +3.338857644e+07 +1.7036e+00 -2.2041e-01 +6.8713e-01 -2.0957e+00 +1.9018e+00
27 +1.787171180e+07 +1.787171180e+07 +1.787109069e+07 +1.787109069e+07 +1.1388e+00 +8.4907e-01 -6.5266e-01 -1.9017e+00 -6.1355e-01
69 +1.178740460e+07 +1.178740460e+07 +1.178678349e+07 +1.178678349e+07 -2.0002e-01 +6.2154e+00 +1.2192e-01 -5.9064e+00 -1.9117e+00
84 +7.395202353e+06 +7.395202353e+06 +7.394581243e+06 +7.394581243e+06 -2.3888e+00 +4.7292e+00 -8.9738e-01 -5.3940e+00 -1.5472e+00
85 +1.579309670e+06 +1.579309670e+06 +1.578688560e+06 +1.578688560e+06 -1.5710e+00 +4.0057e+00 +2.3653e+00 -3.8890e+00 -1.4841e-01
143 +6.933554032e+05 +6.933554032e+05 +6.927342932e+05 +6.927342932e+05 -6.0311e-02 +4.0257e+00 +1.5928e+00 -3.8916e+00 +2.7488e-01
168 +2.328226063e+05 +2.328226063e+05 +2.322014963e+05 +2.322014963e+05 -9.1794e-01 +3.7477e+00 +7.8478e-01 -3.5790e+00 -6.3810e-01
184 +9.116262192e+04 +9.116262192e+04 +9.054151192e+04 +9.054151192e+04 -1.1573e+00 +3.8276e+00 +2.1734e-01 -3.8199e+00 -2.7922e-01
202 +2.361646046e+03 +2.361646046e+03 +1.740536046e+03 +1.740536046e+03 -9.2227e-01 +3.9220e+00 +3.8260e-01 -3.8624e+00 -3.3346e-01
292 +8.883802095e+02 +8.883802095e+02 +2.672702095e+02 +2.672702095e+02 -9.1965e-01 +3.9926e+00 +9.0592e-02 -3.7861e+00 -4.8650e-01
358 +4.945537007e+02 +4.945537007e+02 -1.265562993e+02 -1.265562993e+02 -8.9185e-01 +3.9936e+00 +1.6632e-01 -3.7760e+00 -4.6943e-01
