% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.252072835e+02 +5.252072835e+02 +5.082672835e+02 +5.082672835e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.767748228e+02 +1.767748228e+02 +1.598348228e+02 +1.598348228e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
6 +6.355507016e+01 +6.355507016e+01 +4.661507016e+01 +4.661507016e+01 -3.1344e+00 +1.5322e+00 -4.9894e+00 -4.5150e+00 +9.2077e-01 +1.1921e+00 +4.5973e+00 +4.3383e+00 -1.7448e-01 +1.9443e+00 +4.1403e+00 -7.6350e-01 +3.5641e+00 +3.2544e+00 -7.8101e-02 +3.4334e+00 +4.3386e-01 +7.1954e-01 -1.2259e+00 +4.9453e+00
144 +4.448910311e+01 +4.448910311e+01 +2.754910311e+01 +2.754910311e+01 +1.8740e+00 +5.4146e-01 -2.7308e+00 -2.4957e+00 +3.0760e+00 +1.9115e+00 +2.7334e+00 -2.7983e+00 -4.7964e+00 -2.9257e-01 +2.4390e+00 -3.4620e+00 -3.9907e+00 -3.2021e+00 -1.3782e+00 +1.7697e+00 +2.2592e+00 +1.0620e+00 +2.1522e+00 +3.2756e+00
1648 +3.503192035e+01 +3.503192035e+01 +1.809192035e+01 +1.809192035e+01 +6.9486e-01 -4.2254e-02 -9.5477e-01 -2.3896e+00 +2.6414e+00 +1.3878e+00 +3.3132e+00 -3.0513e+00 -4.1222e+00 -5.1190e-01 +1.8437e+00 -1.9688e+00 +1.3194e+00 -1.2645e+00 -8.0591e-01 +2.1516e+00 +2.3100e+00 -2.9794e-01 +1.2963e-02 +3.4522e+00
1940 +2.490026827e+01 +2.490026827e+01 +7.960268266e+00 +7.960268266e+00 +3.0701e+00 +1.9917e+00 -1.3646e+00 -3.2143e+00 +3.2808e+00 -4.6359e-01 +3.2269e-01 -3.7541e+00 -2.0868e+00 -3.6896e-01 +2.2530e+00 -1.5565e+00 +4.0717e-01 -2.8770e+00 -7.0930e-01 +2.7850e+00 +2.2105e+00 +3.5845e-01 -1.2462e+00 +2.7644e+00
4423 +1.557962649e+01 +1.557962649e+01 -1.360373507e+00 -1.360373507e+00 +1.8898e+00 -2.2313e-01 -1.5310e+00 -1.3415e-01 +1.4310e+00 -1.7509e+00 +1.4889e+00 -1.9070e+00 +1.6989e-01 -8.0675e-01 +3.6835e+00 -2.6593e+00 -3.0621e+00 -1.2053e+00 +3.2106e+00 +1.9198e+00 +2.7951e+00 -4.5160e-01 +9.3182e-01 +1.2779e+00
6018 +9.783304753e+00 +9.783304753e+00 -7.156695247e+00 -7.156695247e+00 +4.6530e+00 +1.2747e+00 -1.9600e-01 +2.2512e+00 +1.5515e+00 -1.5436e+00 +4.6107e+00 -3.7885e+00 -4.1265e-01 -2.8979e+00 +4.4583e+00 -4.9416e-01 -2.4729e+00 -2.5403e+00 +1.8958e+00 +2.9025e+00 +3.5315e+00 +2.0958e-01 -6.7069e-02 +2.1737e+00
8838 +5.801566541e+00 +5.801566541e+00 -1.113843346e+01 -1.113843346e+01 +4.2323e+00 +1.5710e+00 -6.5475e-01 +5.9982e-01 +2.5555e+00 -1.6609e+00 +2.7228e+00 -2.0983e+00 -4.0517e-01 -1.3581e+00 +4.1775e+00 -1.9599e-01 -2.2884e+00 -1.3992e+00 +2.8417e+00 +3.4987e+00 +2.9331e+00 -4.6458e-01 +2.5533e-02 +1.8203e+00
10807 +3.304257931e+00 +3.304257931e+00 -1.363574207e+01 -1.363574207e+01 +3.3051e+00 +2.6664e+00 -1.1525e+00 +1.6930e+00 +2.3018e+00 -9.3406e-01 +3.1360e+00 -3.0116e+00 -5.0920e-01 -1.2345e+00 +4.2079e+00 +1.5278e-01 -2.5638e+00 -1.4734e+00 +2.3601e+00 +2.8883e+00 +3.6392e+00 +1.1421e-01 +1.5126e-01 +1.5115e+00
13413 +2.281786100e+00 +2.281786100e+00 -1.465821390e+01 -1.465821390e+01 +3.6316e+00 +2.2742e+00 -1.6221e+00 +1.8104e+00 +1.5964e+00 -1.4844e+00 +3.4305e+00 -2.7900e+00 -3.0856e-01 -2.0074e+00 +3.7077e+00 +6.2723e-01 -2.5058e+00 -1.2653e+00 +2.3108e+00 +3.5945e+00 +3.6277e+00 -4.2254e-01 -2.7650e-01 +1.6615e+00
16670 +1.584852291e+00 +1.584852291e+00 -1.535514771e+01 -1.535514771e+01 +3.6410e+00 +2.1213e+00 -1.4904e+00 +1.6561e+00 +1.6999e+00 -1.6933e+00 +3.4109e+00 -2.1639e+00 -1.8458e-01 -1.9841e+00 +3.7925e+00 -3.2492e-01 -2.2657e+00 -1.6259e+00 +2.6125e+00 +2.7946e+00 +3.7415e+00 -3.9468e-01 +3.0688e-01 +2.1312e+00
17524 +9.969689971e-01 +9.969689971e-01 -1.594303100e+01 -1.594303100e+01 +3.7213e+00 +2.3014e+00 -1.4807e+00 +1.6112e+00 +1.4445e+00 -1.7071e+00 +3.3370e+00 -2.5223e+00 -2.9046e-01 -1.6813e+00 +3.9365e+00 +3.7351e-01 -2.6774e+00 -1.4096e+00 +2.2662e+00 +2.8345e+00 +3.6243e+00 -1.3978e-01 +3.5394e-01 +1.9141e+00
20739 +6.093124220e-01 +6.093124220e-01 -1.633068758e+01 -1.633068758e+01 +3.6467e+00 +2.3311e+00 -1.2962e+00 +1.4849e+00 +1.5644e+00 -1.7431e+00 +3.2855e+00 -2.3072e+00 -3.1113e-01 -1.8959e+00 +3.9434e+00 +8.3365e-02 -2.2331e+00 -1.4039e+00 +2.4646e+00 +3.1277e+00 +3.8143e+00 -3.2442e-01 +3.4735e-01 +2.2624e+00
23343 +3.425145843e-01 +3.425145843e-01 -1.659748542e+01 -1.659748542e+01 +3.6731e+00 +2.5441e+00 -1.5554e+00 +1.5841e+00 +1.4361e+00 -1.9244e+00 +3.4111e+00 -2.5820e+00 -3.2379e-01 -1.8403e+00 +3.8968e+00 +3.6380e-01 -2.6207e+00 -1.4115e+00 +2.3663e+00 +2.9462e+00 +3.7596e+00 -2.6219e-01 +2.7925e-01 +1.9867e+00
26092 +2.334884438e-01 +2.334884438e-01 -1.670651156e+01 -1.670651156e+01 +3.6569e+00 +2.4757e+00 -1.5346e+00 +1.5267e+00 +1.4436e+00 -1.8886e+00 +3.4208e+00 -2.3974e+00 -3.2666e-01 -1.9486e+00 +3.9186e+00 +1.8591e-01 -2.5423e+00 -1.3907e+00 +2.5036e+00 +3.0504e+00 +3.8358e+00 -4.0017e-01 +2.9786e-01 +2.1466e+00
28616 +1.576859758e-01 +1.576859758e-01 -1.678231402e+01 -1.678231402e+01 +3.6422e+00 +2.5724e+00 -1.5686e+00 +1.4882e+00 +1.3488e+00 -1.8833e+00 +3.5424e+00 -2.3490e+00 -3.7471e-01 -2.0256e+00 +3.9529e+00 +6.6378e-02 -2.5021e+00 -1.3356e+00 +2.6208e+00 +3.1038e+00 +3.9835e+00 -4.9860e-01 +2.5845e-01 +2.2399e+00
33217 +8.032549606e-02 +8.032549606e-02 -1.685967450e+01 -1.685967450e+01 +3.6528e+00 +2.5461e+00 -1.5396e+00 +1.4942e+00 +1.4115e+00 -1.9311e+00 +3.4810e+00 -2.3753e+00 -3.7462e-01 -2.0284e+00 +3.9217e+00 +1.4263e-01 -2.5563e+00 -1.3515e+00 +2.5769e+00 +3.0741e+00 +3.9070e+00 -4.5787e-01 +2.7870e-01 +2.1938e+00
36653 +6.153275745e-02 +6.153275745e-02 -1.687846724e+01 -1.687846724e+01 +3.6546e+00 +2.5531e+00 -1.5484e+00 +1.5008e+00 +1.3838e+00 -1.9114e+00 +3.4947e+00 -2.4039e+00 -3.9532e-01 -2.0124e+00 +3.9381e+00 +1.2214e-01 -2.5448e+00 -1.3582e+00 +2.5763e+00 +3.0792e+00 +3.9278e+00 -4.4900e-01 +2.7018e-01 +2.2007e+00
40775 +3.053449462e-02 +3.053449462e-02 -1.690946551e+01 -1.690946551e+01 +3.6787e+00 +2.5074e+00 -1.5098e+00 +1.5065e+00 +1.4509e+00 -1.8863e+00 +3.4491e+00 -2.3765e+00 -3.6517e-01 -2.0015e+00 +3.9207e+00 +1.3648e-01 -2.5157e+00 -1.3820e+00 +2.5510e+00 +3.0648e+00 +3.8850e+00 -4.2110e-01 +2.9018e-01 +2.2084e+00
44303 +2.342775216e-02 +2.342775216e-02 -1.691657225e+01 -1.691657225e+01 +3.6555e+00 +2.5390e+00 -1.5255e+00 +1.4750e+00 +1.4006e+00 -1.9097e+00 +3.4879e+00 -2.3637e+00 -3.8713e-01 -2.0230e+00 +3.9304e+00 +1.0406e-01 -2.5468e+00 -1.3478e+00 +2.5918e+00 +3.1033e+00 +3.9381e+00 -4.7090e-01 +2.6928e-01 +2.2266e+00
48431 +1.532815283e-02 +1.532815283e-02 -1.692467185e+01 -1.692467185e+01 +3.6598e+00 +2.5479e+00 -1.5308e+00 +1.4777e+00 +1.4005e+00 -1.9058e+00 +3.4941e+00 -2.3703e+00 -3.8179e-01 -2.0219e+00 +3.9313e+00 +1.1542e-01 -2.5491e+00 -1.3501e+00 +2.5911e+00 +3.1046e+00 +3.9358e+00 -4.7125e-01 +2.6581e-01 +2.2120e+00
50431 +8.024556914e-03 +8.024556914e-03 -1.693197544e+01 -1.693197544e+01 +3.6563e+00 +2.5509e+00 -1.5305e+00 +1.4702e+00 +1.3969e+00 -1.9061e+00 +3.5006e+00 -2.3515e+00 -3.8311e-01 -2.0343e+00 +3.9327e+00 +9.8073e-02 -2.5427e+00 -1.3438e+00 +2.6082e+00 +3.1131e+00 +3.9493e+00 -4.8725e-01 +2.6404e-01 +2.2301e+00
54274 +5.990320123e-03 +5.990320123e-03 -1.693400968e+01 -1.693400968e+01 +3.6568e+00 +2.5496e+00 -1.5282e+00 +1.4694e+00 +1.3964e+00 -1.9073e+00 +3.5007e+00 -2.3515e+00 -3.8394e-01 -2.0353e+00 +3.9324e+00 +9.6167e-02 -2.5436e+00 -1.3440e+00 +2.6086e+00 +3.1122e+00 +3.9501e+00 -4.8757e-01 +2.6415e-01 +2.2320e+00
56358 +3.874010855e-03 +3.874010855e-03 -1.693612599e+01 -1.693612599e+01 +3.6553e+00 +2.5502e+00 -1.5298e+00 +1.4698e+00 +1.3953e+00 -1.9079e+00 +3.5019e+00 -2.3494e+00 -3.8431e-01 -2.0366e+00 +3.9328e+00 +9.5475e-02 -2.5424e+00 -1.3419e+00 +2.6100e+00 +3.1134e+00 +3.9506e+00 -4.8911e-01 +2.6390e-01 +2.2336e+00
