% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.071273889e+02 +4.071273889e+02 +3.979173889e+02 +3.979173889e+02 -3.8062e+00 -7.0022e-01 -8.1198e-01 -2.4687e+00 +2.7692e+00 -2.4570e+00 +2.8553e+00 -1.3015e+00 +1.8176e+00 +1.9589e+00 -3.7304e+00 +2.1932e+00 +1.3967e+00 +3.9472e+00 +9.7693e-01 +2.0164e+00 +2.2198e+00 -4.1005e-02 +1.7649e+00 -2.4986e-01
4 +3.787244295e+02 +3.787244295e+02 +3.695144295e+02 +3.695144295e+02 -5.6642e+00 +3.0036e+00 +1.8885e-01 -4.9035e+00 +2.2346e+00 -2.0901e+00 +3.6499e+00 +1.8418e+00 -5.0613e-01 +4.2465e+00 -6.8511e+00 +2.8847e+00 +4.9171e-01 +4.0005e+00 -1.5611e+00 +2.3438e+00 +4.9715e+00 +9.6234e-01 +1.8527e+00 -7.8640e-01
60 +2.271157626e+02 +2.271157626e+02 +2.179057626e+02 +2.179057626e+02 -6.7522e+00 -2.9029e+00 +3.6240e+00 +1.0627e+00 +7.5695e-01 -7.8561e-01 +3.0657e+00 -2.0818e-01 +3.0133e+00 -2.2482e+00 -5.0964e+00 +6.0176e-01 +6.5178e+00 +1.4259e+00 +5.3869e-02 -3.8552e+00 +4.6422e+00 -4.7511e-01 -1.9221e+00 +4.6384e+00
81 +1.534234199e+02 +1.534234199e+02 +1.442134199e+02 +1.442134199e+02 -1.6987e+00 -3.2651e+00 +4.0754e+00 +4.1749e+00 +2.8169e+00 +6.3752e+00 +1.2708e+00 +8.5389e-01 +2.3908e+00 -7.9843e+00 -4.8081e+00 -1.5057e+00 +5.2409e+00 +6.2000e+00 -3.2917e+00 -3.5361e+00 +2.8851e+00 -2.1144e-01 -3.8458e+00 +6.2866e+00
108 +9.684250362e+01 +9.684250362e+01 +8.763250362e+01 +8.763250362e+01 -5.1167e+00 -2.2022e+00 +8.4236e+00 +4.7843e+00 +1.4665e+00 +3.3084e+00 -1.9888e+00 +4.5084e+00 +8.0996e+00 -7.7653e+00 -3.0977e+00 -2.9832e+00 +6.4949e+00 +3.6647e+00 -1.5213e+00 -4.0588e+00 +6.5686e+00 +6.7709e+00 -4.5703e+00 +6.8632e+00
137 +4.842938595e+01 +4.842938595e+01 +3.921938595e+01 +3.921938595e+01 -7.2496e+00 +4.8243e+00 +3.7193e+00 +5.2874e+00 +1.8175e+00 +7.2575e+00 +4.7481e+00 +6.7446e+00 +2.1103e+00 -7.2253e+00 -6.2441e+00 -4.5356e+00 +7.6805e+00 +5.4825e+00 -3.4384e+00 -4.8805e+00 +4.9812e+00 +4.4913e+00 -1.3003e+01 +7.0130e+00
148 +2.608156070e+01 +2.608156070e+01 +1.687156070e+01 +1.687156070e+01 -1.4514e+00 +6.2166e+00 +8.1495e+00 +7.9811e+00 -6.6731e-01 +7.5988e+00 +1.9510e+00 +1.4226e+01 +6.0685e+00 -1.7817e+01 -9.7028e+00 -5.3086e+00 +1.1392e+01 +7.1032e+00 -4.3605e+00 -1.0770e+01 +4.5976e+00 +6.2718e+00 -1.6202e+01 +1.2235e+01
150 +2.026508237e+01 +2.026508237e+01 +1.105508237e+01 +1.105508237e+01 -6.4585e+00 +5.4552e+00 +3.5517e+00 +2.7956e+00 -3.2247e+00 +9.7001e+00 +4.5614e+00 +1.3510e+01 +6.3684e+00 -1.1170e+01 -1.1813e+01 -5.7544e+00 +1.1075e+01 +9.0605e+00 -8.3980e+00 -8.5298e+00 +6.6722e+00 +6.7217e+00 -8.4547e+00 +1.1021e+01
191 +1.366550603e+01 +1.366550603e+01 +4.455506028e+00 +4.455506028e+00 +8.2485e-01 +2.3509e-01 +2.1675e+00 +8.2856e+00 -6.4977e+00 +8.8296e+00 +7.7338e+00 +1.0858e+01 +1.1406e+01 -1.4052e+01 -9.0967e+00 -8.9828e+00 +7.0722e+00 +1.0260e+01 -1.0982e+01 -9.5610e+00 +4.9278e+00 +1.1453e+01 -1.5279e+01 +9.9593e+00
197 +5.941237620e+00 +5.941237620e+00 -3.268762380e+00 -3.268762380e+00 +8.6202e+00 -9.7117e-02 +9.0325e+00 +1.2154e+01 -1.0573e+01 +1.0530e+01 +8.2284e+00 +1.5537e+01 +1.4477e+01 -8.8133e+00 -1.1941e+01 -1.1584e+01 +4.9562e+00 +1.5707e+01 -8.8015e+00 -1.3874e+01 +9.5681e+00 +1.5226e+01 -1.7608e+01 +1.8239e+01
