% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.580171178e+02 +1.580171178e+02 +2.606271178e+02 +2.606271178e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
7 +9.738753545e+01 +9.738753545e+01 +1.999975355e+02 +1.999975355e+02 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00
116 +5.068788852e+01 +5.068788852e+01 +1.532978885e+02 +1.532978885e+02 -2.3150e+00 -1.2192e-01 -3.3267e-01 +3.7879e+00 +3.0417e+00
365 +2.640594806e+01 +2.640594806e+01 +1.290159481e+02 +1.290159481e+02 -2.3426e+00 +7.5657e-01 +1.0228e+00 +1.1870e+00 +9.2275e-01
641 +1.936205374e+01 +1.936205374e+01 +1.219720537e+02 +1.219720537e+02 -1.8752e+00 -2.3676e+00 +5.8049e-01 +2.9805e+00 +2.0355e+00
2955 +1.267672610e+01 +1.267672610e+01 +1.152867261e+02 +1.152867261e+02 -2.6525e+00 -2.4236e+00 +1.7656e+00 +2.2188e+00 +1.3263e+00
5953 +9.955078065e+00 +9.955078065e+00 +1.125650781e+02 +1.125650781e+02 -2.0155e+00 -1.4813e+00 +7.7123e-01 +1.8648e+00 +9.1583e-01
13125 +6.239754490e+00 +6.239754490e+00 +1.088497545e+02 +1.088497545e+02 -1.7418e+00 -1.9803e+00 +1.4690e+00 +1.7487e+00 +1.5645e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.778811001e+02 +1.778811001e+02 +2.711811001e+02 +2.711811001e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
3 +1.451082642e+02 +1.451082642e+02 +2.384082642e+02 +2.384082642e+02 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00
8 +9.662941925e+01 +9.662941925e+01 +1.899294192e+02 +1.899294192e+02 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
20 +3.591597545e+01 +3.591597545e+01 +1.292159755e+02 +1.292159755e+02 -2.6902e+00 +3.0237e+00 -3.0709e+00 +7.4286e-02 +2.0044e+00
822 +2.105233099e+01 +2.105233099e+01 +1.143523310e+02 +1.143523310e+02 -2.9859e+00 +4.5644e-01 -1.4512e+00 +2.0508e+00 +8.3000e-01
1338 +1.461885921e+01 +1.461885921e+01 +1.079188592e+02 +1.079188592e+02 -1.8548e+00 +1.0443e+00 -1.6536e+00 +1.2738e+00 +2.1568e+00
5562 +9.114456343e+00 +9.114456343e+00 +1.024144563e+02 +1.024144563e+02 -9.5255e-01 +1.4814e+00 -2.3288e+00 +1.5833e+00 +1.6806e+00
15030 +5.986898975e+00 +5.986898975e+00 +9.928689898e+01 +9.928689898e+01 -1.8043e+00 +1.6141e+00 -2.1324e+00 +1.5994e+00 +1.6190e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.810818926e+02 +2.810818926e+02 +2.947218926e+02 +2.947218926e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +2.027433870e+02 +2.027433870e+02 +2.163833870e+02 +2.163833870e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
3 +1.336409889e+02 +1.336409889e+02 +1.472809889e+02 +1.472809889e+02 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00
5 +7.411852949e+01 +7.411852949e+01 +8.775852949e+01 +8.775852949e+01 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00
29 +5.607411808e+01 +5.607411808e+01 +6.971411808e+01 +6.971411808e+01 -1.9819e+00 -2.6319e+00 -2.5188e+00 +5.6271e-01 -2.3522e+00
285 +3.276205817e+01 +3.276205817e+01 +4.640205817e+01 +4.640205817e+01 -3.1797e+00 -1.5320e+00 +5.4414e-01 +2.6882e+00 -2.9745e-01
840 +2.362067505e+01 +2.362067505e+01 +3.726067505e+01 +3.726067505e+01 -1.0095e+00 -2.1473e+00 -2.3620e+00 +2.1120e+00 -2.3956e+00
854 +1.490389573e+01 +1.490389573e+01 +2.854389573e+01 +2.854389573e+01 -2.1908e+00 -1.2928e+00 -1.3028e+00 +1.5543e+00 -2.7351e-01
2832 +9.816430352e+00 +9.816430352e+00 +2.345643035e+01 +2.345643035e+01 -1.6860e+00 -1.2990e+00 -1.7045e+00 +1.8374e+00 -1.1660e+00
19491 +6.034567840e+00 +6.034567840e+00 +1.967456784e+01 +1.967456784e+01 -1.4264e+00 -1.4803e+00 -1.8642e+00 +1.6345e+00 -1.6913e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.455489582e+02 +2.455489582e+02 +4.403489582e+02 +4.403489582e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +9.836893405e+01 +9.836893405e+01 +2.931689341e+02 +2.931689341e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
43 +5.248725975e+01 +5.248725975e+01 +2.472872598e+02 +2.472872598e+02 +1.6367e+00 +2.6764e+00 +4.5291e+00 -3.2896e+00 -3.4750e+00
273 +3.930002452e+01 +3.930002452e+01 +2.341000245e+02 +2.341000245e+02 +1.4958e+00 +2.2389e+00 +4.7437e+00 -2.0121e+00 -9.9153e-01
525 +1.938354584e+01 +1.938354584e+01 +2.141835458e+02 +2.141835458e+02 +2.1343e+00 +6.7113e-01 +1.3600e+00 -1.7311e+00 -2.5367e+00
2997 +1.400090525e+01 +1.400090525e+01 +2.088009053e+02 +2.088009053e+02 +1.0805e+00 +1.4228e+00 +2.0869e+00 -1.7887e+00 -2.6222e+00
4134 +9.306549719e+00 +9.306549719e+00 +2.041065497e+02 +2.041065497e+02 +1.7293e+00 +1.4118e+00 +1.9739e+00 -1.8541e+00 -2.0635e+00
17110 +6.275532307e+00 +6.275532307e+00 +2.010755323e+02 +2.010755323e+02 +1.5370e+00 +2.0310e+00 +1.9281e+00 -2.2143e+00 -1.7782e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.498269290e+02 +2.498269290e+02 +1.162369290e+02 +1.162369290e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +1.445158974e+02 +1.445158974e+02 +1.092589740e+01 +1.092589740e+01 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
11 +6.038394930e+01 +6.038394930e+01 -7.320605070e+01 -7.320605070e+01 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01
378 +2.769798518e+01 +2.769798518e+01 -1.058920148e+02 -1.058920148e+02 -1.1407e+00 +7.0879e-01 -2.3952e+00 -2.3335e+00 -1.6357e+00
583 +2.090572662e+01 +2.090572662e+01 -1.126842734e+02 -1.126842734e+02 -1.6479e+00 +1.6202e+00 -2.3960e+00 -1.7012e+00 -2.7575e+00
2041 +1.559255815e+01 +1.559255815e+01 -1.179974419e+02 -1.179974419e+02 -2.1118e+00 +1.3419e+00 -1.0942e+00 -2.1984e+00 -1.3270e+00
6113 +7.928273180e+00 +7.928273180e+00 -1.256617268e+02 -1.256617268e+02 -1.7261e+00 +1.9270e+00 -1.2109e+00 -1.2984e+00 -1.4168e+00
16739 +5.955323790e+00 +5.955323790e+00 -1.276346762e+02 -1.276346762e+02 -1.6035e+00 +1.6038e+00 -1.8998e+00 -1.4714e+00 -1.3592e+00
% function evaluation | noise-free fitness - Fopt (1.543700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.275510253e+02 +2.275510253e+02 +3.819210253e+02 +3.819210253e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
3 +1.190455992e+02 +1.190455992e+02 +2.734155992e+02 +2.734155992e+02 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00
4 +7.791704853e+01 +7.791704853e+01 +2.322870485e+02 +2.322870485e+02 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
47 +6.203349144e+01 +6.203349144e+01 +2.164034914e+02 +2.164034914e+02 +1.0920e+00 -3.3916e+00 -3.9609e+00 +4.9640e+00 -1.7742e-01
229 +3.547907020e+01 +3.547907020e+01 +1.898490702e+02 +1.898490702e+02 +4.5078e-01 -1.3767e+00 -1.3594e+00 +1.5755e+00 -4.2705e-01
708 +1.976957583e+01 +1.976957583e+01 +1.741395758e+02 +1.741395758e+02 +9.9243e-01 -2.5550e+00 -2.4363e+00 +1.4775e+00 -3.3899e+00
2188 +1.495357259e+01 +1.495357259e+01 +1.693235726e+02 +1.693235726e+02 +1.8856e+00 -2.8236e+00 -1.9199e+00 +7.2474e-01 -1.9340e+00
17111 +9.929245331e+00 +9.929245331e+00 +1.642992453e+02 +1.642992453e+02 +1.7321e+00 -2.4601e+00 -2.0665e+00 +2.1710e+00 -1.6449e+00
% function evaluation | noise-free fitness - Fopt (-2.883300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.976249491e+02 +1.976249491e+02 -9.070505091e+01 -9.070505091e+01 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +1.358439182e+02 +1.358439182e+02 -1.524860818e+02 -1.524860818e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
11 +9.398641174e+01 +9.398641174e+01 -1.943435883e+02 -1.943435883e+02 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01
71 +5.824051430e+01 +5.824051430e+01 -2.300894857e+02 -2.300894857e+02 +1.6655e+00 -1.1123e+00 +9.4019e-02 -2.8520e+00 -8.2187e-01
229 +2.700008800e+01 +2.700008800e+01 -2.613299120e+02 -2.613299120e+02 -2.7396e+00 -1.1886e+00 -5.7015e-01 +9.4388e-01 -2.2567e+00
863 +1.802408564e+01 +1.802408564e+01 -2.703059144e+02 -2.703059144e+02 -1.2405e+00 -1.6204e+00 -1.4178e+00 +2.5206e-01 -1.0630e+00
2446 +1.580521524e+01 +1.580521524e+01 -2.725247848e+02 -2.725247848e+02 +1.0946e+00 +7.8326e-02 +1.6658e+00 -1.9957e+00 +1.6308e+00
4062 +9.686473364e+00 +9.686473364e+00 -2.786435266e+02 -2.786435266e+02 -1.4633e+00 -9.6668e-01 -1.5159e+00 +2.1092e+00 -1.2352e+00
9862 +6.227323713e+00 +6.227323713e+00 -2.821026763e+02 -2.821026763e+02 -9.2961e-01 -1.0601e+00 -1.0128e+00 +1.2230e+00 -3.5218e-01
11622 +1.097538829e+00 +1.097538829e+00 -2.872324612e+02 -2.872324612e+02 -1.2079e+00 -1.2056e+00 -1.1558e+00 +1.0436e+00 -1.1461e+00
33501 +9.761082436e-01 +9.761082436e-01 -2.873538918e+02 -2.873538918e+02 -1.1325e+00 -1.0638e+00 -1.4308e+00 +1.3223e+00 -1.0336e+00
42244 +3.052193040e-01 +3.052193040e-01 -2.880247807e+02 -2.880247807e+02 -1.1279e+00 -1.3538e+00 -1.2644e+00 +1.1963e+00 -1.1674e+00
56244 +1.728747951e-01 +1.728747951e-01 -2.881571252e+02 -2.881571252e+02 -1.2519e+00 -1.2525e+00 -1.2500e+00 +1.2457e+00 -1.2526e+00
58044 +1.392679933e-01 +1.392679933e-01 -2.881907320e+02 -2.881907320e+02 -1.2530e+00 -1.2505e+00 -1.2461e+00 +1.2441e+00 -1.2502e+00
64670 +7.164313821e-02 +7.164313821e-02 -2.882583569e+02 -2.882583569e+02 -1.2517e+00 -1.2503e+00 -1.2465e+00 +1.2449e+00 -1.2473e+00
65752 +6.283967349e-02 +6.283967349e-02 -2.882671603e+02 -2.882671603e+02 -1.2510e+00 -1.2497e+00 -1.2464e+00 +1.2452e+00 -1.2464e+00
68261 +3.870329315e-02 +3.870329315e-02 -2.882912967e+02 -2.882912967e+02 -1.2505e+00 -1.2494e+00 -1.2466e+00 +1.2465e+00 -1.2459e+00
71037 +2.438498365e-02 +2.438498365e-02 -2.883056150e+02 -2.883056150e+02 -1.2510e+00 -1.2494e+00 -1.2474e+00 +1.2474e+00 -1.2474e+00
84976 +1.530194747e-02 +1.530194747e-02 -2.883146981e+02 -2.883146981e+02 -1.2506e+00 -1.2494e+00 -1.2482e+00 +1.2484e+00 -1.2479e+00
% function evaluation | noise-free fitness - Fopt (-5.381100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.840523254e+02 +1.840523254e+02 -3.540576746e+02 -3.540576746e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +1.225288175e+02 +1.225288175e+02 -4.155811825e+02 -4.155811825e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
8 +5.802208624e+01 +5.802208624e+01 -4.800879138e+02 -4.800879138e+02 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
116 +3.418210058e+01 +3.418210058e+01 -5.039278994e+02 -5.039278994e+02 -2.8277e+00 +2.5147e+00 -1.4479e+00 -1.1451e+00 -1.0739e+00
748 +2.067509203e+01 +2.067509203e+01 -5.174349080e+02 -5.174349080e+02 -2.0495e+00 +1.4574e+00 -2.0394e+00 -1.1544e+00 +1.5298e+00
1610 +1.219373848e+01 +1.219373848e+01 -5.259162615e+02 -5.259162615e+02 -1.2143e+00 +9.9342e-01 -1.7678e+00 -1.2969e+00 +1.5401e+00
9054 +8.131491157e+00 +8.131491157e+00 -5.299785088e+02 -5.299785088e+02 -2.1705e+00 +1.0662e+00 -2.0081e+00 -1.6378e+00 +1.4750e+00
21574 +6.249424076e+00 +6.249424076e+00 -5.318605759e+02 -5.318605759e+02 -2.0409e+00 +1.8637e+00 -2.0082e+00 -2.1440e+00 +1.4534e+00
% function evaluation | noise-free fitness - Fopt (7.478200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.443870555e+02 +2.443870555e+02 +9.922070555e+02 +9.922070555e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +1.417227676e+02 +1.417227676e+02 +8.895427676e+02 +8.895427676e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
11 +4.808059403e+01 +4.808059403e+01 +7.959005940e+02 +7.959005940e+02 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01
263 +3.842273082e+01 +3.842273082e+01 +7.862427308e+02 +7.862427308e+02 +1.2222e+00 +8.6931e-01 -1.0295e+00 -2.1995e+00 -2.1970e+00
1011 +2.270070490e+01 +2.270070490e+01 +7.705207049e+02 +7.705207049e+02 +2.3075e+00 +1.3880e+00 +1.2245e+00 -6.9335e-01 -1.3991e+00
2553 +1.259294410e+01 +1.259294410e+01 +7.604129441e+02 +7.604129441e+02 +2.2816e+00 +1.1202e+00 +1.4453e+00 -1.3171e+00 -1.2301e+00
3234 +7.992528002e+00 +7.992528002e+00 +7.558125280e+02 +7.558125280e+02 +1.4862e+00 +1.8720e+00 +1.8782e+00 -1.9225e+00 -1.8216e+00
14040 +5.862817441e+00 +5.862817441e+00 +7.536828174e+02 +7.536828174e+02 +1.4138e+00 +2.1167e+00 +1.5847e+00 -1.5470e+00 -1.6867e+00
% function evaluation | noise-free fitness - Fopt (1.667000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.868657094e+02 +2.868657094e+02 +3.035357094e+02 +3.035357094e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00
2 +1.965767602e+02 +1.965767602e+02 +2.132467602e+02 +2.132467602e+02 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
3 +1.544341799e+02 +1.544341799e+02 +1.711041799e+02 +1.711041799e+02 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00
8 +6.704294983e+01 +6.704294983e+01 +8.371294983e+01 +8.371294983e+01 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
57 +6.091091334e+01 +6.091091334e+01 +7.758091334e+01 +7.758091334e+01 +2.8762e+00 +7.2492e-01 +1.4169e+00 +1.2705e+00 -7.3011e-01
516 +3.500174530e+01 +3.500174530e+01 +5.167174530e+01 +5.167174530e+01 -1.6985e+00 +3.2443e-01 -2.0629e+00 -4.6931e-01 +9.2573e-01
660 +2.233006728e+01 +2.233006728e+01 +3.900006728e+01 +3.900006728e+01 +7.5387e-01 -2.4034e+00 +8.7233e-01 +2.2937e+00 -1.9085e+00
1514 +1.320786138e+01 +1.320786138e+01 +2.987786138e+01 +2.987786138e+01 +7.7173e-01 -1.8040e+00 +5.9634e-01 +2.3306e+00 -1.5588e+00
34349 +7.786833026e+00 +7.786833026e+00 +2.445683303e+01 +2.445683303e+01 -1.6711e+00 +9.3205e-01 -1.2227e+00 -3.7378e-01 +8.0707e-01
60488 +4.572401854e+00 +4.572401854e+00 +2.124240185e+01 +2.124240185e+01 -8.0371e-01 +7.9310e-01 -1.2764e+00 -1.0391e+00 +5.4983e-01
118115 +3.077476264e+00 +3.077476264e+00 +1.974747626e+01 +1.974747626e+01 -1.3921e+00 +1.0458e+00 -1.4608e+00 -6.2357e-01 +1.1367e+00
120863 +1.803957382e+00 +1.803957382e+00 +1.847395738e+01 +1.847395738e+01 -1.2247e+00 +9.3207e-01 -1.2013e+00 -1.2229e+00 +1.1593e+00
144550 +1.356651969e+00 +1.356651969e+00 +1.802665197e+01 +1.802665197e+01 -1.2497e+00 +1.2017e+00 -1.1603e+00 -1.5330e+00 +1.5532e+00
146343 +9.533332261e-01 +9.533332261e-01 +1.762333323e+01 +1.762333323e+01 -1.1906e+00 +1.0598e+00 -1.3283e+00 -1.1405e+00 +1.3831e+00
183974 +5.426318341e-01 +5.426318341e-01 +1.721263183e+01 +1.721263183e+01 -1.2849e+00 +1.2504e+00 -1.1279e+00 -1.3543e+00 +1.3280e+00
192711 +3.959800268e-01 +3.959800268e-01 +1.706598003e+01 +1.706598003e+01 -1.1611e+00 +1.3567e+00 -1.2067e+00 -1.5136e+00 +1.2680e+00
215701 +2.277896380e-01 +2.277896380e-01 +1.689778964e+01 +1.689778964e+01 -1.3503e+00 +1.2975e+00 -1.2501e+00 -1.2699e+00 +1.3270e+00
223466 +4.377089290e-02 +4.377089290e-02 +1.671377089e+01 +1.671377089e+01 -1.2498e+00 +1.2511e+00 -1.2497e+00 -1.2491e+00 +1.2480e+00
233115 +2.931304003e-02 +2.931304003e-02 +1.669931304e+01 +1.669931304e+01 -1.2479e+00 +1.2521e+00 -1.2495e+00 -1.2495e+00 +1.2491e+00
234125 +2.339106579e-02 +2.339106579e-02 +1.669339107e+01 +1.669339107e+01 -1.2485e+00 +1.2516e+00 -1.2496e+00 -1.2502e+00 +1.2493e+00
234598 +3.807657706e-03 +3.807657706e-03 +1.667380766e+01 +1.667380766e+01 -1.2502e+00 +1.2504e+00 -1.2503e+00 -1.2503e+00 +1.2499e+00
235628 +1.752815534e-03 +1.752815534e-03 +1.667175282e+01 +1.667175282e+01 -1.2502e+00 +1.2500e+00 -1.2502e+00 -1.2503e+00 +1.2502e+00
235805 +1.097345816e-03 +1.097345816e-03 +1.667109735e+01 +1.667109735e+01 -1.2500e+00 +1.2505e+00 -1.2501e+00 -1.2499e+00 +1.2498e+00
235911 +9.654585056e-04 +9.654585056e-04 +1.667096546e+01 +1.667096546e+01 -1.2505e+00 +1.2496e+00 -1.2500e+00 -1.2499e+00 +1.2501e+00
236175 +3.840690528e-04 +3.840690528e-04 +1.667038407e+01 +1.667038407e+01 -1.2500e+00 +1.2504e+00 -1.2500e+00 -1.2496e+00 +1.2498e+00
236179 +2.486799811e-04 +2.486799811e-04 +1.667024868e+01 +1.667024868e+01 -1.2502e+00 +1.2498e+00 -1.2500e+00 -1.2499e+00 +1.2501e+00
236258 +1.540541309e-04 +1.540541309e-04 +1.667015405e+01 +1.667015405e+01 -1.2502e+00 +1.2499e+00 -1.2500e+00 -1.2500e+00 +1.2501e+00
236641 +9.372781016e-05 +9.372781016e-05 +1.667009373e+01 +1.667009373e+01 -1.2499e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
236978 +5.518049432e-05 +5.518049432e-05 +1.667005518e+01 +1.667005518e+01 -1.2500e+00 +1.2498e+00 -1.2500e+00 -1.2501e+00 +1.2501e+00
237069 +3.905686157e-05 +3.905686157e-05 +1.667003906e+01 +1.667003906e+01 -1.2501e+00 +1.2499e+00 -1.2500e+00 -1.2499e+00 +1.2501e+00
237097 +5.344081924e-06 +5.344081924e-06 +1.667000534e+01 +1.667000534e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
238032 +3.478084015e-06 +3.478084015e-06 +1.667000348e+01 +1.667000348e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
238114 +9.638443572e-07 +9.638443572e-07 +1.667000096e+01 +1.667000096e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
238621 +4.175361674e-07 +4.175361674e-07 +1.667000042e+01 +1.667000042e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
238937 +3.005211511e-07 +3.005211511e-07 +1.667000030e+01 +1.667000030e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
238954 +2.446609670e-07 +2.446609670e-07 +1.667000024e+01 +1.667000024e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
239031 +5.575788364e-08 +5.575788364e-08 +1.667000006e+01 +1.667000006e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
239866 +2.181695180e-08 +2.181695180e-08 +1.667000002e+01 +1.667000002e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
239956 +6.636494021e-09 +6.636494021e-09 +1.667000001e+01 +1.667000001e+01 -1.2500e+00 +1.2500e+00 -1.2500e+00 -1.2500e+00 +1.2500e+00
% function evaluation | noise-free fitness - Fopt (-6.277000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
