% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074795709e+06 +1.074795709e+06 +1.074944859e+06 +1.074944859e+06 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.767259450e+05 +1.767259450e+05 +1.768750950e+05 +1.768750950e+05 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
186 +1.541587215e+05 +1.541587215e+05 +1.543078715e+05 +1.543078715e+05 -1.0442e-01 +1.6254e-01 -7.2029e-01 -2.3081e+00 -1.2198e+00 -4.6418e+00 -2.0377e-01 -8.4964e-01 +1.2463e-02 +7.0810e-01 -4.1944e+00 +1.7714e+00 +4.7612e+00 +4.2135e+00 +1.5470e+00 -6.1699e-01 -1.1270e+00 -4.6915e+00 +1.4012e-01 -4.2627e+00
425 +3.988596668e+04 +3.988596668e+04 +4.003511668e+04 +4.003511668e+04 -2.5043e-01 -3.1574e-01 -2.8138e-01 +2.0288e+00 -1.7626e+00 -7.7679e-01 -2.7440e-01 -3.4413e+00 -1.4448e+00 +1.5155e+00 -3.3317e+00 +1.1881e+00 +8.2227e-02 +1.2931e+00 +2.3270e-01 -5.1787e-01 +2.5617e+00 +7.3026e-01 +1.1299e+00 -1.0401e+00
1007 +2.442678798e+04 +2.442678798e+04 +2.457593798e+04 +2.457593798e+04 -2.6092e-01 +3.2415e-01 +1.6992e-01 +1.8428e+00 -1.9125e+00 -1.5675e+00 -3.0716e-02 -4.2084e-01 +5.0975e-01 -1.9132e+00 -2.5899e+00 +1.2010e+00 +4.2359e+00 -5.8145e-02 +1.8937e+00 -1.7685e+00 +3.7883e-01 -1.8745e+00 -1.2476e+00 -1.4866e+00
2459 +1.358015214e+04 +1.358015214e+04 +1.372930214e+04 +1.372930214e+04 -1.2991e+00 -9.6681e-01 -3.2977e-01 -1.3194e+00 -2.0870e+00 -3.9547e+00 -2.7359e+00 -4.1430e+00 -2.7189e-03 +1.7716e+00 -1.9149e+00 +9.8082e-01 +1.2155e+00 -2.4985e+00 -8.7136e-01 +5.1780e-01 -8.8588e-01 +1.2089e-02 -2.1025e+00 +7.9942e-01
2718 +8.046213545e+03 +8.046213545e+03 +8.195363545e+03 +8.195363545e+03 +9.2194e-01 -2.6103e+00 -7.2982e-01 -8.0364e-01 -3.1979e+00 -3.0033e-01 -9.5265e-01 -3.5480e-01 -6.9034e-02 +6.6029e-01 -3.2864e+00 -8.9742e-01 +1.1914e-01 -1.1025e-01 -1.2473e+00 -1.8106e+00 -6.6318e-01 +1.6315e+00 -1.4393e+00 +8.5502e-02
3037 +6.137625520e+03 +6.137625520e+03 +6.286775520e+03 +6.286775520e+03 +1.2566e-01 -6.5835e-02 -2.2119e-01 -3.5286e-01 -2.8515e+00 -3.5532e+00 -2.8113e-01 -3.8061e-02 -1.9247e+00 -1.7297e+00 -2.1065e+00 -6.8990e-01 +2.2422e+00 -1.4480e+00 -3.3546e+00 -2.5151e+00 +1.3063e-01 +3.3728e-01 -1.3428e+00 -1.3008e+00
3924 +2.749916126e+03 +2.749916126e+03 +2.899066126e+03 +2.899066126e+03 +1.3556e-01 -4.4658e-01 -9.9283e-01 +1.0404e+00 -2.0952e+00 -1.5342e+00 -2.5804e+00 -1.2336e+00 -6.8189e-01 +3.3781e-01 -2.0998e+00 -1.0192e-01 +1.4878e+00 +4.8831e-01 -1.2551e-01 -4.2526e-01 -1.6289e+00 +2.7230e-01 -2.7799e+00 -4.6482e+00
4145 +2.159038316e+03 +2.159038316e+03 +2.308188316e+03 +2.308188316e+03 -1.4845e+00 -9.2560e-01 -9.9313e-01 -1.5049e-02 -3.5617e+00 -1.0430e+00 -2.2696e+00 -1.5976e+00 +8.1291e-02 +7.0160e-01 -3.2690e+00 -2.9290e-01 +2.2291e+00 -2.7731e+00 -1.4252e+00 -2.6608e+00 -1.0366e+00 +1.0171e+00 -1.9618e-02 +4.4773e+00
4782 +1.420495512e+03 +1.420495512e+03 +1.569645512e+03 +1.569645512e+03 -3.6069e-01 -8.9485e-01 +4.2763e-01 +1.6614e+00 -3.2480e+00 -1.9091e+00 -1.7466e+00 -6.2249e-01 -9.3784e-01 -1.7366e-01 -2.9886e+00 +1.0556e+00 +2.0089e+00 -1.1582e+00 -1.5085e+00 -1.5297e+00 -1.0141e+00 -5.8774e-01 -2.2242e+00 -4.3245e+00
5582 +4.473467743e+02 +4.473467743e+02 +5.964967743e+02 +5.964967743e+02 -1.3657e+00 -1.8859e+00 -9.3381e-02 +1.0663e+00 -3.6585e+00 -1.8943e+00 -2.5263e+00 -1.7995e+00 -9.6678e-01 -6.4677e-01 -2.9479e+00 -3.6473e-01 +1.4866e+00 -1.3348e+00 -9.5523e-01 -1.5241e+00 -1.5650e+00 +1.3465e-01 -2.3943e+00 -4.5489e+00
