% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.039708865e+06 +2.039708865e+06 +2.039785135e+06 +2.039785135e+06 -4.8871e-01 -8.0159e-03 -4.9994e-01 +1.3555e+00 +3.0357e+00 -3.8306e+00 -6.2456e-02 -1.1814e+00 -1.8879e+00 -3.5706e+00 +2.4640e+00 +9.5849e-01 +3.7317e-02 -3.9827e+00 -2.0179e+00 +1.0355e+00 -3.1906e+00 -2.7352e+00 -2.4699e-01 +3.0618e+00
3 +1.417485531e+05 +1.417485531e+05 +1.418248231e+05 +1.418248231e+05 -1.8335e+00 +1.5999e+00 -1.3793e+00 +7.4836e-01 +1.8605e+00 -3.1200e+00 +1.3322e+00 -1.5023e+00 -2.2508e+00 -5.9575e+00 -3.1171e-01 +4.9535e+00 -4.6222e-01 -3.5881e+00 -3.5791e-01 -9.0356e-01 -3.6277e+00 -1.3191e+00 -6.6505e-01 +3.9346e-01
14 +9.104014458e+04 +9.104014458e+04 +9.111641458e+04 +9.111641458e+04 -2.0707e+00 +2.2726e+00 -1.3510e+00 +1.8028e+00 +3.0933e+00 -1.3957e+00 +2.4793e+00 -1.4723e+00 -1.4873e+00 -4.6399e+00 +2.8635e+00 +1.0886e+00 -1.0589e+00 -1.5720e+00 -1.9607e+00 -2.6476e+00 -1.8592e+00 -6.0670e+00 +5.4746e-01 +4.8702e-01
24 +6.044588249e+04 +6.044588249e+04 +6.052215249e+04 +6.052215249e+04 -1.8123e+00 +3.7836e+00 -1.0508e+00 +2.5129e+00 +1.5208e+00 -3.0210e-01 +2.6855e+00 -3.3340e+00 -4.1629e+00 -5.0669e+00 +3.8585e+00 +4.2863e+00 -3.2426e-01 -9.5766e-01 -3.1736e+00 -2.1094e+00 -3.2551e+00 +1.2337e+00 +9.9865e-01 -9.1179e-02
57 +3.743348734e+04 +3.743348734e+04 +3.750975734e+04 +3.750975734e+04 +1.9884e+00 +1.7664e+00 -2.1485e+00 +1.6037e-01 +3.6687e+00 -2.0168e+00 +4.9652e-01 -2.9446e-01 -1.2770e+00 -3.9441e+00 +5.2523e+00 -4.6521e-01 -2.7410e+00 -2.1464e+00 -4.6097e+00 -3.0542e+00 -1.5546e+00 -7.8937e-01 +1.4875e+00 +1.9993e-01
77 +3.161403854e+02 +3.161403854e+02 +3.924103854e+02 +3.924103854e+02 +6.3838e-02 +1.6510e+00 -2.6731e+00 +2.9194e+00 +7.7482e-01 -3.1418e+00 +2.5239e-02 +1.5809e+00 -2.9328e+00 -6.8948e+00 +6.2418e+00 -2.2806e+00 +2.2837e+00 -2.5495e+00 -2.4817e+00 -5.9830e+00 -1.3340e+00 -5.8670e-01 -3.4833e-02 +4.9244e+00
9165 +2.493932953e+02 +2.493932953e+02 +3.256632953e+02 +3.256632953e+02 +5.6909e+00 -2.3296e+00 +7.3604e-01 +1.3637e-01 +4.0863e+00 -3.5990e+00 +2.1559e+00 -4.1969e+00 -2.5415e+00 +3.0763e+00 +3.3055e+00 +1.6124e+00 -3.7211e-01 +2.1874e+00 -2.0103e+00 -4.1749e+00 -4.0743e+00 -6.4034e+00 -2.6740e+00 -6.3297e+00
9251 +1.578220371e+02 +1.578220371e+02 +2.340920371e+02 +2.340920371e+02 +3.2985e+00 -1.2634e+00 +3.1987e-01 +6.6684e-01 +3.3334e+00 -3.9148e+00 +4.1485e-01 -3.1036e+00 -2.0555e+00 +3.0339e+00 +5.8151e+00 +9.5410e-01 -4.2069e-01 +2.3197e+00 -1.0353e+00 -3.1344e+00 -5.0270e+00 -6.4355e+00 -1.5610e+00 -4.8966e+00
9785 +9.622977710e+01 +9.622977710e+01 +1.724997771e+02 +1.724997771e+02 +6.7580e-01 -2.9800e+00 +7.2135e-01 -1.6124e+00 +1.5991e+00 -3.7530e+00 -2.5320e+00 -3.1173e+00 -4.0085e-01 +2.6038e+00 +4.6116e+00 -1.2904e+00 -5.4589e-01 +2.1423e+00 -2.3977e+00 -1.9108e+00 -2.1863e+00 -7.2966e+00 -8.2166e-01 -4.5574e+00
10159 +5.900011581e+01 +5.900011581e+01 +1.352701158e+02 +1.352701158e+02 +1.3490e+00 -3.3830e+00 +1.2815e+00 -1.9904e+00 -9.3067e-02 -3.9930e+00 -2.7016e+00 -1.2840e+00 -6.6054e-01 +2.5352e+00 +4.2496e+00 -1.0982e+00 -1.7101e+00 +1.6594e+00 -2.8230e+00 -2.5192e+00 -5.7251e-01 -6.7686e+00 +5.1631e-01 -2.5728e+00
