% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.423771670e+02 +6.423771670e+02 +1.642377167e+03 +1.642377167e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
56 0 +6.406258361e+02 +6.406258361e+02 +1.640625836e+03 +1.640625836e+03 +3.2219e-01 +3.9253e+00 +2.9240e+00 +2.6898e-01 +1.7886e+00 -9.2540e-01 +2.3194e+00 -1.0793e+00 -2.8181e+00 +1.1985e+00 -3.4118e+00 +1.8215e+00 +1.1553e+00 -1.0068e+00 +1.7464e+00 +1.3463e+00 +1.6551e+00 -2.6449e+00 -3.6001e+00 +9.1088e-01
531 0 +5.826098478e+02 +5.826098478e+02 +1.582609848e+03 +1.582609848e+03 +1.2930e-01 +1.4645e+00 -2.2754e+00 +3.6350e+00 +1.5829e+00 -5.0864e+00 -2.4393e+00 +3.4595e+00 +1.0875e+00 +2.6534e+00 -1.5869e+00 -1.6497e+00 -1.9283e+00 -3.3753e-01 +3.4907e+00 +6.2341e+00 +2.3079e+00 -3.0904e+00 +4.5244e-01 +3.4699e+00
682 0 +3.860539345e+02 +3.860539345e+02 +1.386053935e+03 +1.386053935e+03 +2.9163e-01 +3.3124e+00 +9.6837e-01 +1.5709e+00 +2.5585e+00 -2.0680e+00 -1.2380e-01 +7.1551e-01 -1.5140e+00 -4.0269e-01 -2.4024e+00 -1.5878e+00 -1.5887e-01 +3.2399e-01 +2.2210e+00 -4.8124e-01 +2.8705e+00 +5.7310e-01 -8.2896e-01 -7.1106e-01
1244 0 +3.801852881e+02 +3.801852881e+02 +1.380185288e+03 +1.380185288e+03 -2.1722e+00 +1.2065e+00 +1.9698e+00 +3.2549e+00 +4.2903e+00 -4.8892e+00 -7.0331e-01 +1.1066e+00 -1.8938e+00 +1.1259e+00 -5.7171e-01 +2.6446e+00 +1.3297e+00 -2.6288e+00 +4.4392e+00 +2.7053e+00 +4.4681e+00 +7.2585e-01 -1.8037e-01 +3.2605e+00
1495 0 +3.634890731e+02 +3.634890731e+02 +1.363489073e+03 +1.363489073e+03 -2.1514e+00 +2.1398e+00 +2.6894e+00 +4.5702e+00 +2.9708e+00 -3.3935e+00 -4.8087e+00 +1.6936e+00 -4.9559e+00 +2.1298e-01 -6.2847e-01 -2.3256e-01 -1.4477e+00 -2.8269e+00 +1.5871e+00 +3.0516e+00 +3.5437e+00 +1.1236e+00 -1.6677e+00 +2.4202e-01
1574 0 +3.550571491e+02 +3.550571491e+02 +1.355057149e+03 +1.355057149e+03 +9.4785e-01 +4.3273e+00 +4.5841e+00 +1.1201e+00 +2.1664e+00 -9.3955e-01 -1.0775e+00 +1.4915e+00 -1.7240e+00 -2.5742e-01 -3.0924e+00 -3.0145e+00 +1.1629e+00 -3.2748e+00 +4.6450e+00 +1.2004e+00 +2.7875e+00 +1.9593e+00 -1.1018e+00 -8.9518e-01
1746 0 +3.334698235e+02 +3.334698235e+02 +1.333469823e+03 +1.333469823e+03 -1.1521e+00 +1.5349e+00 +2.4532e+00 +3.5685e+00 +1.6695e+00 -4.1477e+00 -4.4572e-01 +3.3459e-01 -1.7717e+00 +1.1629e+00 -3.0717e+00 -1.0933e-01 -1.7268e+00 -1.7641e+00 +7.2261e-01 +4.2725e+00 +1.7304e+00 -1.4023e+00 +4.7656e-01 +2.4084e+00
2026 0 +3.047799158e+02 +3.047799158e+02 +1.304779916e+03 +1.304779916e+03 -7.1929e-01 +1.6088e+00 +2.7726e+00 +2.6424e+00 +2.6328e+00 -3.6638e+00 -9.2730e-01 +2.3676e+00 -2.7596e-01 +7.8680e-01 +1.3929e-01 -6.6914e-01 -3.2825e-01 -7.0405e-01 +1.0713e+00 +2.9702e+00 +4.3549e+00 -6.4541e-01 +2.6416e-01 +5.1777e-01
2890 0 +2.606296456e+02 +2.606296456e+02 +1.260629646e+03 +1.260629646e+03 -1.1454e+00 +5.4039e-01 +3.5427e+00 +2.8406e+00 +3.2968e+00 -7.2895e+00 -1.4792e+00 -8.9219e-01 -2.3789e+00 -1.2315e+00 -7.6618e-01 +4.0361e-02 +3.7342e-01 -3.4029e+00 +5.4294e+00 +3.1314e+00 +3.6445e+00 -9.2671e-01 -3.2418e-01 -4.3891e-01
