% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.913454010e+03 +7.913454010e+03 +7.451364010e+03 +7.451364010e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +5.282849834e+03 +5.282849834e+03 +4.820759834e+03 +4.820759834e+03 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
12 +1.551197351e+03 +1.551197351e+03 +1.089107351e+03 +1.089107351e+03 -1.2457e+00 -2.6574e+00 -3.2679e+00 -4.4560e+00 -4.1642e+00 +1.3185e+00 -3.9319e+00 +3.2798e+00 +1.9197e+00 +2.6421e+00 +1.0920e+00 -3.3916e+00 -3.9609e+00 +4.9640e+00 -1.7742e-01 -3.9277e-01 -4.3614e-01 -2.5753e+00 -3.6987e+00 -6.2807e-01
198 +9.371694702e+02 +9.371694702e+02 +4.750794702e+02 +4.750794702e+02 -4.9013e+00 +7.3657e-01 -9.9991e-01 +7.5085e-02 -3.5476e+00 -4.2805e+00 -4.1005e+00 +1.9697e+00 -4.7584e+00 -1.2317e-01 +3.0156e+00 +9.8495e-01 -3.1267e+00 -3.8535e+00 -3.1681e+00 -3.4632e+00 -3.3390e+00 +4.1639e+00 +1.2504e+00 +3.5783e-01
1788 +6.189167284e+02 +6.189167284e+02 +1.568267284e+02 +1.568267284e+02 -3.5225e+00 +2.5619e+00 +1.8344e+00 -3.6815e-02 -3.2010e+00 -8.8118e-01 +7.9990e-01 +4.3246e-01 +1.1781e+00 -9.6508e-01 +2.7405e-01 -2.6807e+00 -3.2815e+00 +2.1043e-01 +1.1362e+00 +3.9424e-01 -9.7750e-01 +1.4653e+00 +2.6208e+00 +2.2617e+00
3820 +3.962136748e+02 +3.962136748e+02 -6.587632523e+01 -6.587632523e+01 +3.5737e-02 +2.3393e+00 -1.2911e+00 -4.7619e-02 +1.6589e+00 -1.3016e+00 +5.1091e-01 -9.3355e-02 -7.3618e-01 +2.6756e+00 +1.3595e+00 -2.9805e+00 -2.8120e+00 -2.0161e+00 +4.9826e-02 -3.5898e+00 -1.7349e+00 +1.9947e+00 +8.5750e-01 +2.5653e+00
8426 +2.266274144e+02 +2.266274144e+02 -2.354625856e+02 -2.354625856e+02 -6.3147e-01 +3.4816e-01 +6.6477e-01 +1.3224e+00 -5.2415e-02 -2.0794e-01 +1.0805e+00 +1.7189e+00 +1.1195e+00 -1.4841e+00 +2.8001e+00 -3.3679e+00 -9.4776e-01 -3.5613e+00 +7.6875e-01 -3.7878e+00 -9.0317e-01 +3.1812e+00 +2.5396e+00 +2.1546e+00
16066 +1.461991957e+02 +1.461991957e+02 -3.158908043e+02 -3.158908043e+02 +1.1852e+00 +1.4152e+00 -5.4280e-01 +6.8444e-01 +1.5344e+00 +3.0631e+00 +8.2648e-01 +2.5417e+00 +1.8023e+00 -1.0943e+00 +1.2613e+00 -3.6207e+00 -1.1882e+00 -4.2776e+00 +8.9032e-01 -3.8467e+00 +2.8221e-01 +4.2800e+00 +2.7646e+00 +1.5332e+00
149510 +9.964805934e+01 +9.964805934e+01 -3.624419407e+02 -3.624419407e+02 +1.2475e+00 +1.3834e+00 +4.7591e-01 -1.5281e-01 +1.0796e+00 +3.5173e+00 +1.7917e+00 +3.4706e+00 +1.0347e+00 -6.6926e-01 +2.1869e+00 -4.3258e+00 -7.8812e-01 -3.8037e+00 +5.0561e-01 -4.0364e+00 +4.6491e-03 +3.3207e+00 +2.8195e+00 +1.8163e+00
593276 +6.063587789e+01 +6.063587789e+01 -4.014541221e+02 -4.014541221e+02 +1.3834e+00 +4.6179e-01 +6.7111e-01 +1.5193e+00 +1.4299e+00 +2.9948e+00 +1.7804e+00 +2.7387e+00 +1.1877e+00 -5.6566e-01 +2.2343e+00 -3.8224e+00 -3.6771e-01 -3.3556e+00 +5.1142e-01 -3.8995e+00 -2.4988e-02 +3.3151e+00 +2.7949e+00 +2.0356e+00
861219 +3.940882532e+01 +3.940882532e+01 -4.226811747e+02 -4.226811747e+02 +1.3358e+00 +4.4827e-01 +6.2312e-01 +1.5445e+00 +1.4344e+00 +2.9918e+00 +1.7813e+00 +2.6572e+00 +1.1006e+00 -5.6758e-01 +2.2490e+00 -3.7611e+00 -3.3322e-01 -3.0252e+00 +4.9544e-01 -3.9573e+00 -6.7469e-02 +3.2961e+00 +2.8075e+00 +2.1241e+00
973205 +2.511381311e+01 +2.511381311e+01 -4.369761869e+02 -4.369761869e+02 +1.3425e+00 +5.0632e-01 +5.8806e-01 +1.6192e+00 +1.4533e+00 +2.9643e+00 +1.7943e+00 +2.5960e+00 +1.1072e+00 -5.4849e-01 +2.2087e+00 -3.7893e+00 -3.4711e-01 -2.9597e+00 +4.9241e-01 -3.9159e+00 -2.9815e-02 +3.3233e+00 +2.8198e+00 +2.1287e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
