% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.989999591e+02 +8.989999591e+02 +1.898999959e+03 +1.898999959e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
515 +5.106558344e+02 +5.106558344e+02 +1.510655834e+03 +1.510655834e+03 +1.9215e-01 +2.1168e+00 +5.5061e-01 +2.7674e+00 +9.8183e-01 +1.0280e+00 -7.6401e-01 +9.1414e-01 -6.7787e+00 -2.2250e+00 -3.0559e+00 -2.0103e-01 +9.4060e-01 -2.0148e+00 -3.9687e-01 +1.8227e+00 +3.7463e+00 +6.9635e-01 -1.1043e+00 -4.1542e-01
647 +3.967763871e+02 +3.967763871e+02 +1.396776387e+03 +1.396776387e+03 -3.9762e-01 +1.0764e-01 +6.1197e-01 +2.3975e+00 +4.4433e+00 -2.8709e+00 -4.1256e-01 -1.3632e-02 +1.7282e+00 -2.6718e-01 -1.0952e+00 -7.6787e-01 -1.8046e+00 -3.1020e+00 +6.5709e+00 +2.3287e+00 -9.6403e-02 -1.4257e+00 -4.7351e-01 +6.3264e-01
2939 +2.226927233e+02 +2.226927233e+02 +1.222692723e+03 +1.222692723e+03 -6.4257e-01 +2.8145e+00 +2.6234e+00 +3.3888e+00 +2.3659e+00 -2.2696e+00 -9.9388e-01 -3.3515e-01 +4.1319e-01 -1.1677e+00 -1.5024e+00 +2.8143e-01 +4.3777e-01 -4.2139e+00 +2.7493e+00 +4.4448e+00 +4.5223e+00 -1.9680e+00 -1.7535e+00 -4.5650e-02
9799 +1.444876276e+02 +1.444876276e+02 +1.144487628e+03 +1.144487628e+03 -1.5522e+00 +3.2068e+00 +2.0871e+00 +3.7865e+00 +3.1906e+00 -2.6029e+00 -2.5590e+00 -1.1447e+00 -1.7092e+00 -1.4039e+00 -2.4651e+00 -9.2289e-01 +3.8889e-01 -4.1974e+00 +3.8151e+00 +3.4696e+00 +3.9244e+00 -4.8080e-01 -8.0362e-01 -1.3474e+00
30941 +9.807071055e+01 +9.807071055e+01 +1.098070711e+03 +1.098070711e+03 -2.4129e+00 +2.3633e+00 +2.7998e+00 +3.6013e+00 +2.9432e+00 -2.8899e+00 -1.8680e+00 -2.8045e-01 -2.0175e+00 -1.1998e+00 -1.1699e+00 -8.5312e-01 -9.3234e-01 -3.2648e+00 +3.1719e+00 +3.7809e+00 +3.1398e+00 -7.8171e-02 -1.1612e+00 -6.0114e-03
1877389 +6.121697667e+01 +6.121697667e+01 +1.061216977e+03 +1.061216977e+03 -2.8188e+00 +2.8272e+00 +2.9809e+00 +4.1190e+00 +3.3656e+00 -3.4903e+00 -2.1376e+00 +9.9509e-02 -2.4887e+00 -9.4410e-01 -2.5579e+00 -1.1925e+00 -1.2772e-01 -3.5661e+00 +2.6276e+00 +3.1876e+00 +3.8714e+00 -2.5070e-01 -1.2291e+00 -1.8057e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.146454204e+03 +2.146454204e+03 +2.216484204e+03 +2.216484204e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +9.907440980e+02 +9.907440980e+02 +1.060774098e+03 +1.060774098e+03 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
400 +4.639532865e+02 +4.639532865e+02 +5.339832865e+02 +5.339832865e+02 -3.1401e+00 +1.1707e-01 -3.2495e+00 +1.0980e-01 +1.8951e+00 +1.2931e+00 +4.5633e-01 +1.5586e+00 -1.4603e-01 -1.3415e+00 -1.3939e+00 -1.7478e+00 +6.0347e+00 -3.2638e-01 +5.0328e-01 +8.8826e-01 +1.0259e+00 +1.0405e+00 -1.2450e+00 -6.7362e-01
1157 +3.446549858e+02 +3.446549858e+02 +4.146849858e+02 +4.146849858e+02 -3.2952e+00 +1.1722e+00 -2.7574e+00 -6.6011e+00 +1.4404e-01 -2.1588e+00 -1.5479e+00 +2.0286e+00 -2.9137e+00 -1.9113e+00 -3.7302e-01 -1.6076e+00 +3.6698e+00 -2.4351e+00 -1.8139e+00 -3.3952e+00 -4.4792e-01 +3.4288e+00 -4.1215e+00 +6.2920e-02
3812 +2.420236558e+02 +2.420236558e+02 +3.120536558e+02 +3.120536558e+02 -2.4110e-01 -2.9103e+00 -4.8010e+00 -6.5564e-01 -2.3151e+00 -2.0675e+00 -6.7130e-01 +1.0029e+00 -4.0436e+00 +1.0343e+00 -3.8821e-01 -2.5497e+00 +2.5788e+00 -1.7811e+00 -1.9951e+00 -4.7236e+00 +2.5774e-01 +3.7688e+00 -1.0735e+00 +2.7275e+00
5588 +1.550001808e+02 +1.550001808e+02 +2.250301808e+02 +2.250301808e+02 -6.6601e-01 -7.6322e-01 -3.1592e+00 -6.8436e-02 -2.1984e-01 -4.9913e+00 -9.7096e-01 +2.3205e+00 -2.7963e+00 +5.9753e-01 +2.0673e-01 -1.3341e+00 +2.8223e+00 -1.5020e+00 -2.3619e+00 -3.3388e+00 +3.8035e-01 +3.4538e+00 -1.5877e+00 +1.2766e+00
32626 +9.332529226e+01 +9.332529226e+01 +1.633552923e+02 +1.633552923e+02 -5.8366e-01 -2.8259e+00 -3.8537e+00 -1.4246e+00 -8.9945e-01 -3.5235e+00 -3.3902e-01 +2.1523e+00 -3.7405e+00 +7.4031e-01 -3.1124e-01 -2.8359e+00 +4.1645e+00 -3.4150e+00 -1.5051e+00 -2.9238e+00 +1.1743e+00 +3.6595e+00 -6.8456e-01 +1.1695e+00
162350 +5.897809850e+01 +5.897809850e+01 +1.290080985e+02 +1.290080985e+02 -5.5719e-01 -2.1381e+00 -3.8911e+00 -2.1506e+00 -2.3486e-01 -3.9040e+00 -5.2792e-01 +1.5647e+00 -3.6221e+00 +3.7487e-01 -5.1430e-01 -1.4809e+00 +3.4040e+00 -2.2108e+00 -1.4692e+00 -2.6281e+00 +4.8391e-01 +3.8641e+00 -2.0878e+00 +1.3839e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.414238960e+03 +3.414238960e+03 +3.366018960e+03 +3.366018960e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.521341317e+03 +1.521341317e+03 +1.473121317e+03 +1.473121317e+03 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
12 +7.295276632e+02 +7.295276632e+02 +6.813076632e+02 +6.813076632e+02 -1.2457e+00 -2.6574e+00 -3.2679e+00 -4.4560e+00 -4.1642e+00 +1.3185e+00 -3.9319e+00 +3.2798e+00 +1.9197e+00 +2.6421e+00 +1.0920e+00 -3.3916e+00 -3.9609e+00 +4.9640e+00 -1.7742e-01 -3.9277e-01 -4.3614e-01 -2.5753e+00 -3.6987e+00 -6.2807e-01
1354 +5.972967202e+02 +5.972967202e+02 +5.490767202e+02 +5.490767202e+02 +1.4426e+00 -3.6327e+00 +1.8389e-01 -1.6299e+00 -4.8095e+00 -2.1276e+00 +2.3401e-01 +5.8247e-01 -6.7376e+00 +2.1790e+00 +2.1400e+00 -2.2076e-01 -3.6291e-01 +3.3796e+00 +1.6360e+00 -1.4678e+00 -6.6207e-01 +1.2361e+00 -1.8780e+00 -1.1099e+00
2514 +3.975004003e+02 +3.975004003e+02 +3.492804003e+02 +3.492804003e+02 -3.5612e+00 +1.7703e-04 +5.2509e-01 +4.4925e-01 +1.0810e+00 +4.5520e+00 -2.2569e+00 +2.1802e+00 -4.3235e+00 +4.5652e+00 +3.4467e+00 -1.2935e+00 -1.4135e+00 -8.8370e-01 +8.3163e-01 -2.8533e+00 -2.3142e+00 -1.8461e+00 -1.6038e+00 +8.2646e-01
4094 +2.494353144e+02 +2.494353144e+02 +2.012153144e+02 +2.012153144e+02 +6.6253e-02 -1.8764e+00 -1.2854e+00 -6.9028e-01 -2.4573e+00 +3.5298e+00 -3.3136e+00 -9.6435e-01 -2.3471e+00 +3.3165e+00 +1.2590e+00 -2.1622e+00 -2.7722e+00 +1.8154e+00 -1.6353e+00 -1.1410e+00 -2.2968e+00 -2.8219e+00 +1.0683e+00 +1.2752e-01
9135 +1.544215146e+02 +1.544215146e+02 +1.062015146e+02 +1.062015146e+02 -3.0441e+00 -6.5954e-01 -2.5668e+00 +3.7660e-01 -1.8533e+00 +3.2786e+00 -4.8974e+00 +1.1025e+00 -1.3957e+00 +3.3802e+00 +6.8225e-01 -2.1084e+00 -1.5722e+00 +2.7706e+00 -1.1147e+00 -5.5850e-01 -1.7801e+00 -1.9249e+00 +2.7505e+00 +1.3274e+00
23297 +7.555113041e+01 +7.555113041e+01 +2.733113041e+01 +2.733113041e+01 -2.1974e+00 -1.4410e+00 -2.6740e+00 +1.0898e-01 -3.6415e+00 +3.6593e+00 -3.1620e+00 +1.0315e+00 -2.6218e+00 +3.8989e+00 +4.6093e-01 -1.1411e+00 -1.9994e+00 +3.5370e+00 -1.3434e+00 -1.1503e+00 -1.6834e+00 -2.0489e+00 +1.5004e+00 +1.3233e+00
1120549 +5.403686948e+01 +5.403686948e+01 +5.816869479e+00 +5.816869479e+00 -1.8282e+00 -7.7815e-01 -2.5537e+00 -4.0205e-01 -3.5288e+00 +4.0584e+00 -3.3420e+00 +1.1457e+00 -1.9369e+00 +3.9150e+00 +6.0562e-02 -1.3740e+00 -2.4900e+00 +3.0326e+00 -2.1532e+00 -1.2860e+00 -2.2841e+00 -1.1153e+00 +1.9813e+00 +1.5118e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.562041964e+03 +3.562041964e+03 +3.587511964e+03 +3.587511964e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
3 +5.650683317e+02 +5.650683317e+02 +5.905383317e+02 +5.905383317e+02 -4.7257e+00 -3.3348e+00 -3.6585e+00 -2.5308e+00 -4.8896e+00 +3.1732e-01 -3.4667e+00 +6.8246e-01 -6.9552e-01 -3.3823e+00 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01 -4.6054e+00 +4.5124e+00 +1.0595e+00 +4.9704e-01 -1.9615e+00
1491 +3.801201545e+02 +3.801201545e+02 +4.055901545e+02 +4.055901545e+02 -4.7390e+00 -5.7420e+00 -1.2768e+00 -8.2938e-01 +1.5397e-03 -3.7637e-01 -1.2518e+00 -3.1346e+00 +1.6024e+00 -4.9251e-02 -6.0141e+00 -1.5063e+00 +1.2769e+00 -2.7389e+00 +3.6795e+00 -5.1295e+00 +1.3562e+00 +7.4267e-01 +6.0088e-01 -4.2304e+00
4268 +2.356110556e+02 +2.356110556e+02 +2.610810556e+02 +2.610810556e+02 -4.3602e+00 -3.7834e+00 -1.2751e+00 -7.5373e-01 -1.2166e+00 -6.5408e-01 -3.0659e+00 +6.7550e-01 +1.7828e+00 +1.1774e+00 -3.0203e+00 -2.2243e+00 +1.2979e+00 +5.2025e-01 +2.4191e+00 +7.3042e-02 +1.9270e+00 +2.3395e+00 +3.9258e-01 -3.3376e+00
6286 +1.506612667e+02 +1.506612667e+02 +1.761312667e+02 +1.761312667e+02 -2.2038e+00 -7.8590e-02 -3.6029e+00 -1.7535e+00 -7.7861e-01 -6.3290e-01 -1.1362e+00 -6.0196e-02 +2.9504e+00 -1.9998e+00 -2.1063e+00 -3.3677e-01 +6.1294e-01 +3.7891e-01 +1.8848e+00 -3.5953e+00 +7.0440e-01 +4.2461e+00 +3.4911e+00 -4.2489e+00
