% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.741859889e+04 +4.741859889e+04 +4.754242889e+04 +4.754242889e+04 +1.8552e+00 -2.1322e+00 +3.7389e-01 -3.6056e+00 +2.4926e+00 -2.2839e+00 -1.4366e+00 +7.4267e-02 +2.4930e+00 -2.4149e+00
3 +2.489164064e+04 +2.489164064e+04 +2.501547064e+04 +2.501547064e+04 -2.3694e+00 -3.8945e+00 +4.4468e+00 -9.5669e-01 -4.7846e+00 -1.7651e+00 -3.8395e+00 -5.7603e-01 -3.4268e+00 +5.6608e-01
21 +9.330830513e+03 +9.330830513e+03 +9.454660513e+03 +9.454660513e+03 -3.0976e+00 +5.3625e-01 +1.7819e+00 +1.8355e+00 -2.2370e+00 +8.9800e-01 +3.0915e-01 +5.1677e-01 +1.0391e+00 +1.8557e+00
103 +3.088016020e+03 +3.088016020e+03 +3.211846020e+03 +3.211846020e+03 -2.3172e+00 -2.8858e+00 +3.1167e+00 -6.3864e-01 +3.4203e-01 -1.3672e+00 +8.5655e-01 -7.1699e-01 -5.9905e-01 +2.2131e-01
303 +2.310225324e+03 +2.310225324e+03 +2.434055324e+03 +2.434055324e+03 -2.4024e+00 +1.9445e+00 +1.6676e+00 -2.9806e+00 -2.1651e+00 -1.5569e+00 -4.9305e-01 -3.5780e-01 -9.1193e-01 -4.0127e-01
370 +1.505042514e+03 +1.505042514e+03 +1.628872514e+03 +1.628872514e+03 -3.2667e+00 -6.7101e-01 +1.9872e+00 -3.4788e+00 +5.4155e-02 -3.6824e+00 -1.3004e+00 +1.1944e-01 -4.2295e+00 +4.5062e-01
601 +7.534273273e+02 +7.534273273e+02 +8.772573273e+02 +8.772573273e+02 -7.4750e-01 -4.7003e-01 +1.6564e+00 +7.7100e-01 -9.6057e-02 -4.2527e-02 -4.6627e-01 +1.6653e-01 -1.4037e+00 +8.0467e-01
701 +4.344345307e+02 +4.344345307e+02 +5.582645307e+02 +5.582645307e+02 -2.5568e-01 -1.2338e+00 +4.9223e-01 +2.4725e-01 -1.0586e-01 -4.0449e-01 -1.0497e-01 -5.4052e-01 -5.9905e-01 +2.2131e-01
1001 +3.584587442e+02 +3.584587442e+02 +4.822887442e+02 +4.822887442e+02 -6.4505e-01 -6.9171e-01 +1.2264e-01 +2.3208e-01 +1.4352e-02 -9.6364e-01 -8.9387e-01 -1.0758e-01 +5.1479e-01 +6.5689e-01
1101 +1.684117224e+02 +1.684117224e+02 +2.922417224e+02 +2.922417224e+02 -4.2806e-01 -3.1957e-01 +1.8697e-01 +2.3253e-01 +1.2301e+00 +2.5187e-01 -7.0164e-01 -2.6686e-01 -8.2482e-01 -3.4982e-01
1328 +1.171812126e+02 +1.171812126e+02 +2.410112126e+02 +2.410112126e+02 -4.1028e-01 +1.5126e-01 +7.0118e-01 -1.1918e-02 +7.3378e-01 -4.2978e-01 -2.8971e-01 +1.7895e-01 +1.1259e-01 -5.8233e-01
1352 +7.924280983e+01 +7.924280983e+01 +2.030728098e+02 +2.030728098e+02 -4.2806e-01 -5.3777e-02 +1.8697e-01 +8.5526e-01 +9.8661e-01 +2.5187e-01 -6.4941e-01 -5.7382e-01 +2.9054e-01 -3.4982e-01
1602 +5.717885981e+01 +5.717885981e+01 +1.810088598e+02 +1.810088598e+02 +2.4194e-01 -5.3777e-02 +6.8476e-02 +8.5526e-01 +9.8661e-01 +2.5187e-01 -1.4660e-01 -6.3081e-01 +6.8194e-01 -4.5213e-01
1678 +3.496721859e+01 +3.496721859e+01 +1.587972186e+02 +1.587972186e+02 -2.2804e-01 -1.1060e-01 +4.3198e-01 +6.5805e-01 +5.4530e-01 -1.6613e-01 -3.7865e-01 -6.3784e-01 +7.4649e-01 -5.5166e-01
2205 +2.474993044e+01 +2.474993044e+01 +1.485799304e+02 +1.485799304e+02 +2.9534e-01 -3.3125e-01 +7.8000e-01 +5.4189e-01 +5.5584e-01 +9.1653e-02 -3.0547e-01 -4.5164e-01 +8.0234e-01 -2.0995e-01
2603 +1.490351957e+01 +1.490351957e+01 +1.387335196e+02 +1.387335196e+02 -1.7655e-02 -5.6839e-02 +3.2958e-01 +6.8742e-01 +6.6860e-01 +2.4685e-02 -4.2368e-01 -5.6917e-01 +8.8991e-01 -2.4668e-01
3255 +9.853161228e+00 +9.853161228e+00 +1.336831612e+02 +1.336831612e+02 +1.7184e-01 -8.1827e-02 +3.9969e-01 +7.1418e-01 +5.8665e-01 -4.9857e-05 -3.5972e-01 -4.5490e-01 +9.4184e-01 -2.2855e-01
9073 +6.184375560e+00 +6.184375560e+00 +1.300143756e+02 +1.300143756e+02 -2.3247e-01 +2.8852e-01 +1.5319e-01 +6.1516e-01 +1.6952e-02 +3.1277e-01 +2.4681e-01 -3.5504e-01 +9.0746e-01 -1.5615e-01
13602 +3.934026002e+00 +3.934026002e+00 +1.277640260e+02 +1.277640260e+02 -3.5629e-04 +5.3844e-01 -5.6811e-03 +3.8799e-01 -4.2830e-01 +5.1822e-01 +3.3431e-01 -1.9066e-01 +6.0773e-01 +2.9728e-01
15156 +2.446395466e+00 +2.446395466e+00 +1.262763955e+02 +1.262763955e+02 +2.0503e-01 +4.3306e-01 -2.8188e-01 +3.4250e-01 -5.8298e-01 +5.7632e-01 +3.0720e-01 +4.5929e-02 +2.0286e-01 +5.2152e-01
16177 +1.504613030e+00 +1.504613030e+00 +1.253346130e+02 +1.253346130e+02 +2.8370e-01 +2.9292e-01 -4.1361e-01 +2.5946e-01 -5.6656e-01 +5.6728e-01 +3.8797e-01 +1.8655e-01 -6.5095e-02 +5.0806e-01
16809 +9.390748377e-01 +9.390748377e-01 +1.247690748e+02 +1.247690748e+02 +3.0656e-01 +2.3352e-01 -5.0446e-01 +9.3653e-02 -5.5603e-01 +5.2124e-01 +4.3486e-01 +2.9133e-01 -2.9853e-01 +4.3915e-01
17195 +6.016370598e-01 +6.016370598e-01 +1.244316371e+02 +1.244316371e+02 +2.6449e-01 +2.0361e-01 -5.5361e-01 -4.9712e-02 -5.3841e-01 +4.5393e-01 +4.4727e-01 +3.4515e-01 -4.3519e-01 +3.9662e-01
17555 +3.825020109e-01 +3.825020109e-01 +1.242125020e+02 +1.242125020e+02 +1.8369e-01 +1.7869e-01 -5.5567e-01 -2.3176e-01 -5.4809e-01 +3.4163e-01 +4.5442e-01 +3.8821e-01 -5.8355e-01 +3.4879e-01
17992 +2.468797050e-01 +2.468797050e-01 +1.240768797e+02 +1.240768797e+02 +1.3946e-01 +1.6780e-01 -5.5804e-01 -2.8474e-01 -5.5713e-01 +2.9652e-01 +4.4919e-01 +4.0708e-01 -6.2312e-01 +3.4028e-01
18351 +1.583037645e-01 +1.583037645e-01 +1.239883038e+02 +1.239883038e+02 +1.3377e-01 +1.5509e-01 -5.5794e-01 -3.0316e-01 -5.5225e-01 +2.9232e-01 +4.3833e-01 +4.1562e-01 -6.3766e-01 +3.3692e-01
18771 +9.561857284e-02 +9.561857284e-02 +1.239256186e+02 +1.239256186e+02 +8.3029e-02 +1.4131e-01 -5.4672e-01 -3.7956e-01 -5.5837e-01 +2.3908e-01 +4.3215e-01 +4.3339e-01 -6.9859e-01 +3.2666e-01
19435 +6.123417463e-02 +6.123417463e-02 +1.238912342e+02 +1.238912342e+02 +2.6966e-02 +1.2851e-01 -5.4039e-01 -4.6039e-01 -5.7325e-01 +1.8330e-01 +4.2541e-01 +4.5442e-01 -7.6803e-01 +3.2047e-01
20018 +3.954099510e-02 +3.954099510e-02 +1.238695410e+02 +1.238695410e+02 -1.0349e-02 +1.1705e-01 -5.3121e-01 -5.1274e-01 -5.7765e-01 +1.4442e-01 +4.1626e-01 +4.6515e-01 -8.1054e-01 +3.1257e-01
20458 +2.409867937e-02 +2.409867937e-02 +1.238540987e+02 +1.238540987e+02 -5.1380e-02 +1.0498e-01 -5.1916e-01 -5.6586e-01 -5.8564e-01 +1.0472e-01 +4.0795e-01 +4.7386e-01 -8.5139e-01 +3.1055e-01
20678 +1.562489659e-02 +1.562489659e-02 +1.238456249e+02 +1.238456249e+02 -6.3188e-02 +1.0201e-01 -5.1426e-01 -5.7940e-01 -5.8459e-01 +9.3774e-02 +4.0222e-01 +4.7502e-01 -8.6319e-01 +3.0904e-01
20961 +9.857798035e-03 +9.857798035e-03 +1.238398578e+02 +1.238398578e+02 -1.1101e-01 +8.9432e-02 -5.0016e-01 -6.3476e-01 -5.9475e-01 +5.2002e-02 +3.8990e-01 +4.8295e-01 -9.0440e-01 +3.0585e-01
21106 +6.133160486e-03 +6.133160486e-03 +1.238361332e+02 +1.238361332e+02 -1.0959e-01 +8.6690e-02 -5.0211e-01 -6.3145e-01 -5.9267e-01 +5.2486e-02 +3.9124e-01 +4.8476e-01 -9.0541e-01 +3.0518e-01
21367 +3.416489239e-03 +3.416489239e-03 +1.238334165e+02 +1.238334165e+02 -1.1915e-01 +8.6737e-02 -5.0028e-01 -6.4155e-01 -5.9762e-01 +4.6358e-02 +3.9030e-01 +4.8650e-01 -9.1366e-01 +3.0639e-01
21558 +2.408089761e-03 +2.408089761e-03 +1.238324081e+02 +1.238324081e+02 -1.3496e-01 +8.0497e-02 -4.9434e-01 -6.6130e-01 -5.9956e-01 +2.9651e-02 +3.8563e-01 +4.8985e-01 -9.3083e-01 +3.0441e-01
22030 +1.512941214e-03 +1.512941214e-03 +1.238315129e+02 +1.238315129e+02 -1.3798e-01 +8.0950e-02 -4.9353e-01 -6.6641e-01 -6.0221e-01 +2.6608e-02 +3.8543e-01 +4.9071e-01 -9.3301e-01 +3.0546e-01
22259 +9.558438083e-04 +9.558438083e-04 +1.238309558e+02 +1.238309558e+02 -1.3528e-01 +8.0845e-02 -4.9404e-01 -6.6298e-01 -6.0122e-01 +2.8696e-02 +3.8548e-01 +4.9067e-01 -9.3169e-01 +3.0603e-01
22463 +6.246234793e-04 +6.246234793e-04 +1.238306246e+02 +1.238306246e+02 -1.5385e-01 +7.6676e-02 -4.8842e-01 -6.8389e-01 -6.0510e-01 +1.2486e-02 +3.8182e-01 +4.9338e-01 -9.4852e-01 +3.0556e-01
