% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.124066653e+07 +3.124066653e+07 +3.124045665e+07 +3.124045665e+07 +3.4808e+00 -1.1588e+00 -3.6166e+00 +1.5326e+00 +3.9895e+00 -1.1721e+00 +4.6402e-01 -1.2207e+00 +3.4499e+00 -2.7303e+00
2 +2.884304861e+06 +2.884304861e+06 +2.884094981e+06 +2.884094981e+06 -5.3425e-01 +1.8880e+00 -1.9769e+00 -1.6772e-01 +1.3305e+00 -4.5020e+00 -3.2245e+00 -2.0838e+00 -3.7966e+00 +3.5628e+00
6 +1.130527110e+06 +1.130527110e+06 +1.130317230e+06 +1.130317230e+06 +4.4173e+00 -4.3151e+00 +3.5418e+00 -4.9062e+00 +3.1758e+00 +2.9140e+00 -3.5941e+00 +2.7226e+00 -1.4176e+00 +1.8998e+00
28 +6.511705355e+05 +6.511705355e+05 +6.509606555e+05 +6.509606555e+05 -3.3462e+00 +1.5662e+00 +4.5974e+00 +3.5031e+00 -3.2272e+00 +1.8340e+00 +4.0019e+00 -8.9311e-01 +6.3678e-01 +2.4502e+00
101 +6.191992095e+05 +6.191992095e+05 +6.189893295e+05 +6.189893295e+05 -5.2217e-01 +1.5640e+00 +4.5974e+00 +3.5031e+00 -4.5504e-01 +2.4543e+00 +1.8647e+00 -8.9311e-01 +6.3678e-01 +2.4502e+00
159 +3.694030912e+05 +3.694030912e+05 +3.691932112e+05 +3.691932112e+05 +3.7940e+00 -3.8279e+00 +1.6056e+00 -3.7489e+00 -2.5377e-02 -6.2789e-01 +6.7202e-01 +1.9346e+00 -3.1692e-01 +2.6717e+00
254 +2.305530186e+05 +2.305530186e+05 +2.303431386e+05 +2.303431386e+05 -3.6931e+00 -1.9352e+00 +1.1916e+00 -2.8855e+00 +1.2505e+00 +4.8589e+00 +2.8996e-01 -1.3427e+00 -8.1258e-01 +2.3398e+00
308 +1.460963797e+05 +1.460963797e+05 +1.458864997e+05 +1.458864997e+05 -1.9633e+00 +1.2167e-01 -3.5671e+00 -1.7301e+00 -1.3232e-01 +1.9201e+00 +3.6949e+00 -1.4193e+00 -8.7786e-01 +2.7038e+00
407 +8.439311273e+04 +8.439311273e+04 +8.418323273e+04 +8.418323273e+04 -2.5859e+00 -2.0932e+00 +4.9899e+00 +1.4111e+00 +6.4796e-01 -2.1185e-03 +4.7473e-02 +1.7568e-01 -1.2370e+00 +2.4932e+00
501 +6.278205701e+04 +6.278205701e+04 +6.257217701e+04 +6.257217701e+04 -5.9494e-01 -4.4908e+00 +2.1042e+00 +1.2922e+00 +8.9456e-01 +4.1173e+00 +4.7473e-02 +1.7568e-01 -1.2370e+00 +2.6398e+00
565 +2.572058763e+04 +2.572058763e+04 +2.551070763e+04 +2.551070763e+04 -1.7012e+00 +5.2836e-02 -1.7630e+00 -9.0258e+00 -1.9726e-02 +2.3393e+00 +1.7622e+00 +1.1330e-01 -1.0446e+00 +2.5597e+00
751 +1.041477692e+04 +1.041477692e+04 +1.020489692e+04 +1.020489692e+04 -1.7012e+00 -8.3221e-01 -1.7630e+00 +3.1612e+00 -1.9726e-02 +2.3393e+00 +1.7622e+00 +1.1330e-01 -1.0446e+00 +2.5597e+00
979 +5.294517453e+03 +5.294517453e+03 +5.084637453e+03 +5.084637453e+03 -2.0641e+00 -5.4094e+00 +3.8062e+00 -1.3686e+00 -4.8537e-01 +3.0399e+00 +2.2235e+00 +5.2980e-02 -1.1362e+00 +2.6116e+00
1076 +2.983139104e+03 +2.983139104e+03 +2.773259104e+03 +2.773259104e+03 +4.3241e+00 -3.2841e-01 +6.1639e+00 +1.8633e+00 +2.2898e+00 +2.4194e+00 +2.5672e+00 -3.7199e-02 -1.0348e+00 +2.6287e+00
1101 +1.831207245e+03 +1.831207245e+03 +1.621327245e+03 +1.621327245e+03 +8.7211e-01 +1.7535e+00 +5.9552e+00 +1.8633e+00 +2.2898e+00 +2.4194e+00 +2.2058e+00 -3.7199e-02 -1.0348e+00 +2.5978e+00
1454 +1.368042652e+03 +1.368042652e+03 +1.158162652e+03 +1.158162652e+03 -2.1802e+00 -1.0219e+00 +7.0153e+00 +1.6610e+00 +1.3989e+00 +2.4593e+00 +2.0332e+00 -1.1199e-01 -1.1133e+00 +2.6023e+00
1761 +9.748390774e+02 +9.748390774e+02 +7.649590774e+02 +7.649590774e+02 -1.6965e+00 +1.7936e+00 +3.4761e+00 +5.5231e-01 +1.4314e+00 +2.8248e+00 +2.2141e+00 -1.0018e-01 -1.0799e+00 +2.6175e+00
