% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.843366490e+05 +1.843366490e+05 +1.837901490e+05 +1.837901490e+05 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +9.765393123e+04 +9.765393123e+04 +9.710743123e+04 +9.710743123e+04 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
5 +5.427143943e+04 +5.427143943e+04 +5.372493943e+04 +5.372493943e+04 +4.6832e+00 -8.2328e-01 +2.1835e-01 +1.3382e+00 +7.0815e-01 -4.2227e+00 +1.6377e+00 +2.2668e-01 -2.2126e+00 -1.5323e+00 +2.5748e+00 +2.9907e+00 +3.6513e+00 +4.7933e+00 +1.6070e+00 -2.6902e+00 +3.0237e+00 -3.0709e+00 +7.4286e-02 +2.0044e+00
21 +2.208152412e+04 +2.208152412e+04 +2.153502412e+04 +2.153502412e+04 -4.6894e+00 +5.7507e-01 -4.3295e+00 -1.0337e+00 +2.8560e+00 +3.0844e+00 -1.9383e+00 -1.2901e+00 -2.3220e+00 +3.6558e+00 -1.3100e+00 +3.4611e+00 +2.4530e+00 -3.6081e+00 +8.6987e-01 -2.1065e+00 +3.4823e+00 -4.8066e-01 -3.1637e+00 +2.6912e+00
486 +1.549748406e+04 +1.549748406e+04 +1.495098406e+04 +1.495098406e+04 -1.2694e+00 -2.1232e+00 +1.2334e+00 -9.6508e-01 +2.9483e+00 -7.0494e-01 -2.4606e+00 -4.1447e-01 -1.4118e+00 -2.1401e+00 +4.2395e-01 -7.5448e-01 -5.2469e-01 -9.5934e-02 +3.2961e+00 -2.4591e+00 -1.0431e-01 +3.8221e-01 -2.1439e+00 +9.6212e-01
1007 +7.861916519e+03 +7.861916519e+03 +7.315416519e+03 +7.315416519e+03 +1.4067e+00 +3.9892e+00 -3.0873e+00 -3.7298e+00 +4.7251e-01 -3.5482e+00 -2.6952e+00 -1.6854e+00 -2.7780e+00 +1.5246e+00 +3.5455e-01 +2.3147e+00 +7.2397e-01 -1.1061e-01 +3.2233e-01 -9.0700e-01 +1.0540e+00 -3.3091e+00 -2.9958e+00 +1.9335e+00
1330 +5.954806573e+03 +5.954806573e+03 +5.408306573e+03 +5.408306573e+03 -4.4856e+00 -1.8039e+00 -1.1580e-01 -1.3673e+00 +2.8014e+00 -1.7126e+00 +1.0243e+00 -8.7530e-02 -9.2399e-01 +4.0977e-01 +2.4634e+00 -1.3447e+00 +2.6526e+00 +4.6380e-01 +1.8831e+00 +1.1562e-01 +2.2497e+00 -2.4768e+00 -2.8892e+00 +1.3003e+00
2248 +3.449403607e+03 +3.449403607e+03 +2.902903607e+03 +2.902903607e+03 -1.9274e+00 +2.1334e-01 +4.3475e+00 -1.3811e+00 +3.6764e+00 +2.1392e-01 -1.2760e+00 -6.5991e-01 +6.5488e-01 +2.1663e+00 -1.3408e+00 +1.0667e+00 +1.1457e+00 -1.9902e+00 +2.4202e+00 -2.3843e+00 +7.5229e-01 -1.8607e+00 -1.6844e+00 +1.7897e+00
2605 +2.320483269e+03 +2.320483269e+03 +1.773983269e+03 +1.773983269e+03 +1.8683e+00 +1.4988e+00 +2.7450e+00 -2.0762e-01 +1.7712e+00 +7.2677e-01 +1.3819e+00 +4.9610e-01 +1.1139e+00 +2.5391e+00 -4.7137e-01 +1.0524e+00 -5.0158e-01 -2.4439e+00 +1.5622e+00 -1.8762e+00 +2.0060e-01 -2.1881e+00 -5.7254e-01 +1.1802e+00
2751 +8.361928577e+02 +8.361928577e+02 +2.896928577e+02 +2.896928577e+02 -2.2127e-01 -3.4957e-01 +3.2934e+00 -9.7597e-01 +1.2733e+00 +8.5747e-01 -1.1643e+00 +3.2763e-02 -1.7730e+00 +2.3986e+00 +6.3221e-01 +5.7028e-01 +1.1203e+00 -1.9809e+00 +2.2984e+00 -2.6076e+00 +5.3239e-01 -1.7030e+00 -3.1082e-01 +1.7147e+00
2992 +3.302019074e+02 +3.302019074e+02 -2.162980926e+02 -2.162980926e+02 +3.1105e+00 +7.5837e-01 +3.0001e-01 +1.1173e+00 +8.2055e-01 -3.2792e-01 -1.1603e+00 +2.4038e+00 -1.1471e+00 +2.4980e+00 -8.6717e-01 +1.4477e+00 +9.3732e-01 -1.7630e+00 +1.6916e+00 -1.2821e+00 +1.2031e+00 -2.4938e+00 -6.7969e-01 +1.3046e+00
3172 +1.414906520e+02 +1.414906520e+02 -4.050093480e+02 -4.050093480e+02 -1.6143e+00 +2.4242e+00 +5.4177e-01 -8.3451e-01 -1.2366e+00 -1.8910e+00 -5.0779e-01 -4.0033e-01 -2.5859e+00 +1.8936e+00 +2.2258e+00 +6.8433e-01 -4.8034e-02 -2.6567e+00 +1.0574e+00 -2.0185e+00 +9.3225e-01 -1.4779e+00 -1.0583e+00 +1.9024e+00
3605 +4.226091736e+00 +4.226091736e+00 -5.422739083e+02 -5.422739083e+02 +2.4934e+00 +2.7426e+00 -1.8089e+00 -1.1222e+00 +2.1299e+00 +7.9709e-01 -8.7622e-01 +1.1499e-01 -1.0105e+00 +1.4723e+00 +6.2713e-01 +8.1381e-01 +6.9309e-01 -1.6499e+00 +1.3799e+00 -4.9995e-01 +2.0790e+00 -1.7327e+00 -1.5864e+00 +1.7703e+00
4818 +3.673515033e+00 +3.673515033e+00 -5.428264850e+02 -5.428264850e+02 +1.4379e+00 +8.5734e-01 -1.1416e-01 -1.1702e+00 -1.5139e-01 -2.1152e+00 -1.4740e+00 +1.2748e+00 -2.0236e+00 +2.1711e+00 +1.5219e+00 +1.1013e+00 +2.1796e+00 +1.6014e-02 +9.8985e-01 -8.5776e-01 +1.7956e+00 -2.1599e+00 -8.9936e-01 +2.1539e+00
440703 +2.401847124e+00 +2.401847124e+00 -5.440981529e+02 -5.440981529e+02 -1.9957e+00 +9.9866e-01 +1.4148e+00 +1.2278e-01 +1.1826e+00 -2.3743e+00 -2.3073e-01 +1.9332e-01 -6.8368e-01 +2.4661e+00 +7.6657e-01 +1.8322e+00 +4.6883e-01 -2.5058e+00 +1.9666e+00 -1.6429e+00 +8.6443e-01 -1.0795e+00 -1.7365e+00 +2.0913e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439551343e+05 +1.439551343e+05 +1.449551343e+05 +1.449551343e+05 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +7.224281567e+04 +7.224281567e+04 +7.324281567e+04 +7.324281567e+04 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
13 +6.219772655e+04 +6.219772655e+04 +6.319772655e+04 +6.319772655e+04 -4.8780e+00 +1.5553e-01 -7.4034e-01 -1.7351e+00 +3.0626e+00 +2.3734e+00 -2.2475e+00 -2.2768e+00 -3.9747e+00 -4.0129e+00 -7.4736e-01 +3.2666e+00 -3.9873e+00 +1.0535e+00 -2.8406e+00 +8.3915e-01 -4.9474e+00 +2.7858e+00 -3.4816e+00 +1.6306e+00
69 +3.969830202e+04 +3.969830202e+04 +4.069830202e+04 +4.069830202e+04 -3.4578e+00 -2.1749e+00 -2.9428e+00 +2.0595e+00 +4.6167e+00 -1.2136e+00 +1.9993e-01 -7.6436e-01 -3.2448e+00 -3.6576e+00 -1.2757e+00 +4.2295e-01 -1.5699e+00 -7.9726e-01 -2.7566e+00 +1.4122e+00 -4.7544e+00 -1.0540e+00 +2.2656e-01 +6.8943e-03
