% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.883048412e+03 +3.883048412e+03 +3.420958412e+03 +3.420958412e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.312465085e+03 +1.312465085e+03 +8.503750853e+02 +8.503750853e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
43 +8.653449500e+02 +8.653449500e+02 +4.032549500e+02 +4.032549500e+02 +4.4856e+00 +1.8313e+00 +1.4718e+00 +2.6651e+00 -1.7342e+00 +4.4871e-01 -2.8638e+00 +2.8062e+00 +1.3062e-01 +1.7094e+00 -1.6525e+00 -3.9742e+00 +2.0730e+00 -3.2105e+00 -2.9104e+00 -1.5052e+00 +2.2708e+00 +2.7375e-01 -2.1929e+00 +4.9900e+00
962 +5.163386727e+02 +5.163386727e+02 +5.424867275e+01 +5.424867275e+01 -1.8968e+00 +3.1672e+00 +4.4428e+00 -9.0578e-01 +2.3799e+00 +6.6784e+00 +1.5559e+00 +1.3110e-01 +1.1090e+00 -5.0884e-01 -4.5432e+00 +1.8183e-01 -9.4051e-01 -1.9545e+00 -4.1427e+00 -2.4944e+00 -7.0832e-01 +4.2560e+00 -1.4861e+00 +6.6779e-01
1874 +3.879079334e+02 +3.879079334e+02 -7.418206665e+01 -7.418206665e+01 +4.7409e-01 +2.1503e+00 +7.7255e+00 -8.8450e-01 +3.6219e+00 +3.7596e+00 +3.1301e+00 -2.7913e+00 +1.8682e+00 -2.4091e+00 -1.9776e+00 -1.1408e+00 +1.3891e+00 -3.2353e+00 -2.8299e+00 -3.4944e+00 -1.0283e+00 +8.2305e-01 -2.8674e+00 +1.5731e+00
4140 +2.495645690e+02 +2.495645690e+02 -2.125254310e+02 -2.125254310e+02 +2.3191e+00 -3.8797e-01 +4.7548e+00 +1.1953e+00 +3.1746e+00 +1.6370e-01 +3.2966e+00 +1.8911e+00 +2.5822e+00 -1.5983e+00 -6.6635e-01 -2.6151e+00 -8.3918e-01 -2.9222e+00 -2.3483e+00 -4.3889e+00 -6.9720e-01 +2.1801e+00 -2.7032e+00 +1.2038e+00
8286 +1.540321510e+02 +1.540321510e+02 -3.080578490e+02 -3.080578490e+02 -1.4328e+00 +3.1416e+00 +2.6651e+00 +7.7636e-01 +4.0695e+00 +3.1785e+00 +1.1919e+00 +1.4890e+00 +1.2388e+00 -5.7788e-02 -2.6789e+00 -3.3835e+00 -1.2203e-01 -2.9595e+00 -1.7752e+00 -3.3301e+00 -1.1744e+00 +3.6607e+00 -3.1293e+00 +2.3941e+00
62740 +9.810123713e+01 +9.810123713e+01 -3.639887629e+02 -3.639887629e+02 -2.2384e+00 +3.1872e+00 +1.9655e+00 +7.4389e-01 +3.1349e+00 +1.5709e+00 +1.8965e+00 +2.6288e+00 +1.2660e+00 -5.6850e-02 -2.6300e+00 -4.1909e+00 -1.1235e-01 -3.4561e+00 -1.4072e+00 -3.8683e+00 -1.0349e+00 +3.4068e+00 -2.8804e+00 +2.1105e+00
826625 +5.942538954e+01 +5.942538954e+01 -4.026646105e+02 -4.026646105e+02 -2.2859e+00 +3.2925e+00 +1.4058e+00 +6.3215e-01 +2.1779e+00 +2.1402e+00 +1.9426e+00 +1.8568e+00 +1.1343e+00 -5.0709e-01 -2.5713e+00 -3.7509e+00 -7.7880e-02 -2.9381e+00 -1.3144e+00 -3.9442e+00 -6.8309e-01 +3.3987e+00 -2.9080e+00 +1.8406e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.431093754e+03 +2.431093754e+03 +2.508753754e+03 +2.508753754e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
3 +1.581974036e+03 +1.581974036e+03 +1.659634036e+03 +1.659634036e+03 -4.7257e+00 -3.3348e+00 -3.6585e+00 -2.5308e+00 -4.8896e+00 +3.1732e-01 -3.4667e+00 +6.8246e-01 -6.9552e-01 -3.3823e+00 -2.5413e+00 +2.1374e-02 -5.8656e-01 +5.2793e-01 -3.3948e-01 -4.6054e+00 +4.5124e+00 +1.0595e+00 +4.9704e-01 -1.9615e+00
24 +9.201965083e+02 +9.201965083e+02 +9.978565083e+02 +9.978565083e+02 -1.0293e+00 -3.5467e+00 +3.3950e+00 +3.9030e+00 +1.0799e+00 -4.7499e+00 +8.2327e-01 -5.0313e-01 -4.7182e+00 -8.4404e-01 +3.7274e+00 +1.4984e+00 +1.3684e+00 -2.2851e+00 -5.4363e-01 +1.6938e+00 -2.1551e+00 +1.3068e+00 +3.5323e+00 -1.2626e+00
530 +6.263994299e+02 +6.263994299e+02 +7.040594299e+02 +7.040594299e+02 -1.5867e-01 +1.7982e+00 -6.3504e-01 -2.7404e+00 -2.1069e-01 -6.2888e+00 -4.4867e+00 -3.8250e+00 +7.1235e-01 -2.8117e+00 +1.5098e+00 +9.1238e-02 -1.7076e+00 -1.7820e+00 -6.3313e+00 +1.8478e+00 -2.5800e+00 +6.2009e-02 +1.8304e+00 -2.2840e+00
