% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.187897090e+07 +1.187897090e+07 +1.187891596e+07 +1.187891596e+07 +9.9808e-01 -2.5241e+00 -1.7743e+00 -2.6071e+00 -5.2507e-01 +3.1074e+00 -4.9823e+00 +3.7370e+00 -2.5920e+00 -4.1450e+00 +4.8039e+00 -2.4419e+00 +3.7159e+00 +4.8963e+00 +5.5722e-01 -3.4616e+00 +2.8461e+00 +3.7613e-01 +2.7834e+00 +1.6446e+00
5 +1.458388586e+06 +1.458388586e+06 +1.458333646e+06 +1.458333646e+06 -2.0110e+00 -4.5087e+00 +3.4321e+00 +3.0535e+00 +8.4380e-01 -2.4016e+00 +6.5155e-01 +3.9759e+00 -3.2700e+00 +4.4892e+00 -1.0715e+00 +2.0463e+00 -4.0662e+00 -8.8736e-01 -1.3744e-01 -6.1802e-01 -1.5133e+00 +4.4386e+00 +3.9670e+00 +8.8349e-01
757 +8.474700192e+05 +8.474700192e+05 +8.474150792e+05 +8.474150792e+05 +3.3812e+00 -1.9604e+00 -4.5124e+00 -9.1604e-01 +3.0984e+00 -2.6832e+00 +3.4405e+00 -2.8450e+00 -3.0108e+00 -1.0844e+00 -3.1391e+00 +2.9469e+00 -3.0556e+00 -1.0794e+00 -4.9350e+00 -3.1656e+00 +7.0771e-01 +3.0454e+00 +4.9674e+00 +4.0305e+00
1203 +5.438823617e+05 +5.438823617e+05 +5.438274217e+05 +5.438274217e+05 +5.1114e+00 -1.1611e+00 -7.8220e+00 -1.6008e+00 +5.3005e+00 -2.2864e+00 -3.2115e-01 -3.8846e+00 -6.3506e+00 -5.4152e-01 +4.5221e+00 +1.8791e+00 -1.2124e+00 -1.2607e+00 +7.5753e-01 -2.4303e+00 +2.7869e+00 -1.5509e+00 +7.5762e-01 +3.1430e+00
2226 +2.675932455e+05 +2.675932455e+05 +2.675383055e+05 +2.675383055e+05 +9.5128e-01 -1.2308e+00 -2.9713e+00 +1.0623e+00 +5.4487e+00 -9.6073e+00 +2.4953e+00 -2.9017e+00 -8.7716e+00 +3.2450e+00 -1.2652e+00 +3.0930e+00 -3.1042e+00 -2.1154e+00 +2.7289e-01 -2.8701e+00 +1.0601e+00 -4.7163e+00 +4.4539e+00 +7.7778e-01
2270 +2.423923961e+05 +2.423923961e+05 +2.423374561e+05 +2.423374561e+05 +1.0157e+00 -3.5635e+00 -1.4469e+00 -1.8876e+00 +6.2909e-01 -2.6834e+00 -1.1369e+00 -2.7732e+00 -2.1049e+00 +5.3418e+00 +1.6870e+00 -3.9221e-01 -7.7783e-01 -2.8806e+00 +1.2386e-01 +4.0369e-02 +1.2479e+00 +3.8739e+00 +5.9484e+00 +6.4009e+00
3172 +1.549319450e+05 +1.549319450e+05 +1.548770050e+05 +1.548770050e+05 -1.3510e+00 -1.3873e+00 +1.0442e-01 +4.3626e-01 -1.5591e+00 -6.8382e+00 +8.8975e-01 -2.5141e+00 -1.5192e+00 +7.1574e+00 +4.2618e+00 -1.9110e+00 -2.0114e+00 -6.1333e+00 -2.9500e-01 +4.7472e+00 +4.9653e+00 +1.6896e+00 +1.9218e+00 +4.5544e+00
3888 +7.124551595e+04 +7.124551595e+04 +7.119057595e+04 +7.119057595e+04 -8.8753e-01 -1.9557e+00 +1.0949e+00 -1.7024e+00 -7.0358e+00 -1.3508e+00 -3.6816e-01 -6.0156e-01 +1.4137e+00 +9.0696e+00 +7.3533e+00 -3.9834e+00 -4.3460e+00 -6.1173e+00 -8.9920e-01 +3.2385e+00 +7.0740e+00 +9.4484e+00 +1.9945e+00 +8.5882e+00
4061 +4.416905149e+04 +4.416905149e+04 +4.411411149e+04 +4.411411149e+04 -3.7783e+00 -4.2376e+00 +1.5234e+00 +3.0996e+00 -5.8085e+00 -1.6535e+01 +2.6640e+00 -1.3056e+00 -2.5279e+00 +1.3490e+01 +7.1056e+00 +1.8904e+00 -2.2163e+00 -8.0300e+00 +2.6826e+00 +1.1942e+00 +2.2539e+00 +9.4855e-01 +3.5216e+00 +1.9267e-01
5164 +3.587399678e+04 +3.587399678e+04 +3.581905678e+04 +3.581905678e+04 +4.1738e-01 -6.4420e+00 -1.1272e+00 -3.9151e+00 -5.7913e-01 -1.0587e+01 -1.3937e+00 -4.3445e+00 -2.9348e+00 +7.5140e+00 +1.0281e+01 +1.2071e+00 -2.6363e+00 -6.1806e+00 -3.9683e-01 -9.7846e-01 +5.2056e-01 +2.5292e+00 +7.2987e+00 +4.1035e+00
5865 +2.487237239e+04 +2.487237239e+04 +2.481743239e+04 +2.481743239e+04 -3.3334e+00 -5.4054e+00 +3.6754e-01 +9.3359e-01 -1.1299e+00 -1.0078e+01 -9.9901e-01 -1.9891e+00 -2.5293e+00 +9.4781e+00 +5.7245e+00 +1.4731e+00 +7.3506e-01 -7.8610e+00 +1.0012e+00 +9.2302e-01 -1.0888e-01 -2.8700e+00 +3.7401e+00 +2.6376e+00
6294 +1.531342410e+04 +1.531342410e+04 +1.525848410e+04 +1.525848410e+04 -3.8262e+00 -2.0396e+00 +6.6274e-01 +1.8485e+00 -5.0383e+00 -6.1597e+00 -2.2584e+00 -3.5330e+00 -2.7481e+00 +9.0275e+00 +9.1296e+00 -3.0931e+00 -2.7984e+00 -4.1808e+00 +3.0976e+00 +2.8564e+00 +5.2500e+00 +4.5567e+00 +5.8671e+00 +1.4331e+00
7350 +9.126905416e+03 +9.126905416e+03 +9.071965416e+03 +9.071965416e+03 -2.6230e+00 -3.1774e+00 +8.4002e-02 +3.0940e+00 -1.7102e+00 -6.8082e+00 -1.5363e+00 -1.1690e+00 -4.5442e+00 +9.1542e+00 +5.5340e+00 +1.6540e+00 -4.9309e-01 -4.8340e+00 +2.4571e+00 +9.2321e-01 +1.8530e+00 -7.4863e-01 +4.5031e+00 +7.0535e-02
8176 +6.140592111e+03 +6.140592111e+03 +6.085652111e+03 +6.085652111e+03 -7.2314e-02 -1.3266e+00 -1.2664e+00 +2.8096e+00 +2.2633e+00 +8.0690e-01 +3.6102e-01 +3.8250e+00 -3.4362e+00 +5.3611e+00 -2.5196e+00 +2.9703e+00 +3.7135e+00 -4.5356e+00 +1.1112e+00 +4.1816e+00 +1.1957e+00 -1.1150e+00 +2.4700e+00 +2.6089e+00
8750 +3.623737053e+03 +3.623737053e+03 +3.568797053e+03 +3.568797053e+03 -1.9203e+00 -1.9764e+00 +3.9575e-01 +1.6622e+00 -9.1721e-01 -1.4533e+00 +5.6658e-01 -6.2220e-01 -9.8839e-01 +6.7759e+00 -1.0962e+00 -1.7653e+00 +2.2470e+00 -3.8084e+00 +7.8831e-01 +5.9837e+00 +2.1373e+00 +4.0690e+00 +6.4642e+00 +4.6294e+00
9360 +1.819612230e+03 +1.819612230e+03 +1.764672230e+03 +1.764672230e+03 +1.2474e+00 -5.5047e-01 -1.4036e+00 +2.2492e+00 +1.4271e+00 +1.2041e+00 +6.1733e-01 +3.4134e+00 -3.8806e+00 +5.1283e+00 -1.7466e+00 +1.6287e+00 +1.7498e+00 -3.1004e+00 +1.3175e+00 +5.8280e+00 +2.9144e+00 +2.8011e+00 +4.2075e+00 +2.8267e+00
9887 +1.337383703e+03 +1.337383703e+03 +1.282443703e+03 +1.282443703e+03 +2.3472e-01 -9.4091e-01 -6.1044e-01 +2.0415e+00 +4.0361e-01 -9.3316e-01 +2.7666e+00 +3.2294e+00 -1.8888e+00 +6.1546e+00 -3.3514e+00 +1.3805e+00 +3.1437e+00 -6.0625e+00 +7.2647e-01 +5.3949e+00 +1.9115e+00 +1.7226e+00 +2.7188e+00 +5.0545e+00
10189 +8.814239936e+02 +8.814239936e+02 +8.264839936e+02 +8.264839936e+02 -1.6278e+00 -1.0780e+00 -8.5830e-01 +3.6700e+00 +1.0285e+00 -2.3585e-01 +1.0234e+00 +1.0022e+00 -3.0711e+00 +4.5649e+00 -1.2284e+00 +5.3080e-01 +2.2231e+00 -3.2737e+00 +2.0837e+00 +4.9635e+00 +2.2317e+00 +1.1713e+00 +4.1284e+00 +2.2521e+00
11610 +5.219700959e+02 +5.219700959e+02 +4.670300959e+02 +4.670300959e+02 -3.6407e-01 -1.3398e+00 -1.6259e+00 +2.6889e+00 +3.6433e+00 +5.1976e-01 +1.0547e+00 +2.5509e+00 -3.6873e+00 +3.1940e+00 -2.2932e+00 +2.4721e+00 +3.9879e+00 -4.8240e+00 +1.7884e+00 +4.1717e+00 +6.3598e-01 -1.2972e+00 +3.8750e+00 +2.6743e+00
12525 +3.217967460e+02 +3.217967460e+02 +2.668567460e+02 +2.668567460e+02 +3.2858e-01 -8.2281e-01 -1.7189e+00 +2.9715e+00 +3.6148e+00 +2.3489e+00 +8.3431e-01 +3.1593e+00 -4.0675e+00 +3.2535e+00 -2.1200e+00 +2.5958e+00 +3.4217e+00 -4.2521e+00 +1.3762e+00 +5.0978e+00 +1.7091e+00 -1.1680e+00 +2.3426e+00 +2.8188e+00
13695 +1.997057460e+02 +1.997057460e+02 +1.447657460e+02 +1.447657460e+02 +7.5194e-01 -5.6403e-01 -1.6094e+00 +3.2767e+00 +3.1186e+00 +1.5205e+00 +1.9641e+00 +3.9517e+00 -4.2593e+00 +3.6436e+00 -2.7993e+00 +3.1467e+00 +3.5623e+00 -4.6973e+00 +1.9711e+00 +5.1242e+00 +1.5368e+00 -5.8905e-01 +2.5625e+00 +2.7374e+00
14263 +1.328668030e+02 +1.328668030e+02 +7.792680300e+01 +7.792680300e+01 -7.9907e-01 -9.0352e-01 -1.1662e+00 +3.1758e+00 +2.5308e+00 +1.6253e+00 +6.4311e-01 +2.2383e+00 -3.3793e+00 +3.7666e+00 -1.9471e+00 +1.3812e+00 +3.1929e+00 -4.3170e+00 +1.5482e+00 +4.8821e+00 +1.8185e+00 -3.8102e-01 +3.2624e+00 +2.9998e+00
14985 +9.544090193e+01 +9.544090193e+01 +4.050090193e+01 +4.050090193e+01 -8.8864e-01 -1.1930e+00 -1.5219e+00 +2.7096e+00 +2.9356e+00 +3.6008e+00 -1.3532e+00 +2.0525e+00 -3.3747e+00 +3.1855e+00 -6.8582e-01 +1.0299e+00 +2.9956e+00 -3.8301e+00 +1.0167e+00 +4.3972e+00 +2.0497e+00 -8.2565e-01 +2.9210e+00 +3.0293e+00
15552 +6.191067968e+01 +6.191067968e+01 +6.970679684e+00 +6.970679684e+00 -7.8697e-01 -1.1259e+00 -1.3411e+00 +3.2154e+00 +2.6577e+00 +2.6961e+00 -2.3065e-02 +1.8485e+00 -3.6754e+00 +3.1726e+00 -7.8587e-01 +1.3151e+00 +2.8888e+00 -3.9837e+00 +1.6069e+00 +4.5874e+00 +1.9076e+00 -6.1638e-01 +2.9062e+00 +2.9322e+00
16505 +3.780454256e+01 +3.780454256e+01 -1.713545744e+01 -1.713545744e+01 -7.4099e-01 -1.3258e+00 -1.3918e+00 +2.8504e+00 +3.0519e+00 +2.8954e+00 -3.5936e-01 +1.8672e+00 -3.4737e+00 +3.2039e+00 -9.4792e-01 +1.3923e+00 +3.1527e+00 -4.1566e+00 +1.1317e+00 +4.5338e+00 +1.7121e+00 -1.0629e+00 +2.7645e+00 +3.2332e+00
17638 +2.419777502e+01 +2.419777502e+01 -3.074222498e+01 -3.074222498e+01 -1.4365e+00 -1.7115e+00 -1.1673e+00 +3.1009e+00 +2.7634e+00 +3.1428e+00 -9.5540e-01 +8.6487e-01 -3.4931e+00 +3.1458e+00 +2.0558e-01 +1.0090e+00 +2.9219e+00 -3.8131e+00 +1.2625e+00 +4.1760e+00 +1.6906e+00 -1.3241e+00 +2.7882e+00 +3.0687e+00
18424 +1.281973299e+01 +1.281973299e+01 -4.212026701e+01 -4.212026701e+01 -1.5737e+00 -1.5423e+00 -1.2763e+00 +3.2917e+00 +2.7797e+00 +3.0612e+00 -1.0452e+00 +9.5461e-01 -3.5882e+00 +2.9906e+00 +1.3800e-01 +9.2375e-01 +2.8977e+00 -3.8085e+00 +1.4675e+00 +4.0729e+00 +1.7411e+00 -1.4008e+00 +2.8948e+00 +2.7656e+00
19179 +9.635283848e+00 +9.635283848e+00 -4.530471615e+01 -4.530471615e+01 -1.3156e+00 -1.4646e+00 -1.3187e+00 +3.1149e+00 +2.7875e+00 +3.5123e+00 -1.2886e+00 +1.1551e+00 -3.5910e+00 +3.0841e+00 +1.7288e-01 +8.7929e-01 +2.7425e+00 -3.7349e+00 +1.2210e+00 +4.2376e+00 +1.9773e+00 -1.2418e+00 +2.6898e+00 +2.9349e+00
19346 +6.026235706e+00 +6.026235706e+00 -4.891376429e+01 -4.891376429e+01 -1.5129e+00 -1.5274e+00 -1.3819e+00 +3.2724e+00 +2.9063e+00 +3.4541e+00 -1.5269e+00 +9.9781e-01 -3.7643e+00 +3.0000e+00 +4.7853e-01 +1.0173e+00 +2.7117e+00 -3.5586e+00 +1.3288e+00 +3.9806e+00 +1.9513e+00 -1.6013e+00 +2.6477e+00 +2.5725e+00
