% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.081381508e+03 +6.081381508e+03 +6.174321508e+03 +6.174321508e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.628861915e+03 +1.628861915e+03 +1.721801915e+03 +1.721801915e+03 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
9 +1.504807410e+03 +1.504807410e+03 +1.597747410e+03 +1.597747410e+03 +3.7414e+00 +3.9317e+00 -1.9907e+00 -2.4353e+00 -2.3172e+00 +2.5348e+00 -4.6619e+00 -1.1641e+00 -1.7210e+00 +8.1524e-01 -3.9164e+00 +8.6753e-01 -4.5822e+00 +1.5540e+00 +2.2372e+00 -1.5172e+00 +4.5000e+00 -3.8030e+00 +2.0075e+00 +1.5863e-01
30 +8.404360922e+02 +8.404360922e+02 +9.333760922e+02 +9.333760922e+02 -3.2976e+00 -7.3535e-01 -1.2828e+00 -1.0513e+00 +1.6282e+00 +4.3750e+00 +2.2422e+00 -4.3357e+00 +3.0544e+00 +1.7998e+00 +2.5527e+00 -3.9657e+00 -4.1606e+00 -4.9261e+00 +3.7890e+00 -2.1201e+00 -2.5165e+00 +2.0702e+00 -1.6184e+00 -3.1969e+00
324 +6.062319155e+02 +6.062319155e+02 +6.991719155e+02 +6.991719155e+02 -6.3374e-01 +3.6802e-01 -1.2950e+00 +8.3881e-01 +4.6158e+00 +1.5050e+00 +2.3596e+00 +1.0530e+00 -3.7096e-01 +2.9359e+00 -7.7089e+00 -3.4615e+00 -7.5064e-01 +3.5713e+00 -6.5264e-01 +4.4395e+00 +8.7339e+00 -3.5093e+00 -3.8741e+00 -4.8397e+00
1157 +3.746324602e+02 +3.746324602e+02 +4.675724602e+02 +4.675724602e+02 +6.8469e-01 -5.1878e+00 -6.7182e+00 +2.7989e+00 +1.4360e+00 +3.3987e+00 -2.0590e+00 +1.7251e+00 +1.2376e+00 +1.6268e+00 +3.2945e+00 -4.2999e+00 -2.6119e+00 +4.2828e+00 +2.1176e+00 +3.3690e+00 +4.6836e+00 -2.3638e+00 -2.2685e-01 +6.0121e-01
1866 +2.476006537e+02 +2.476006537e+02 +3.405406537e+02 +3.405406537e+02 -1.6594e+00 +1.8528e+00 +1.5115e-01 +3.0353e+00 +5.7716e-01 +3.8050e-01 -1.1170e+00 -2.2203e+00 +1.9693e+00 +3.9272e+00 +1.5783e+00 -4.9741e+00 +2.5038e-01 +3.7354e-01 +1.1761e-02 +1.7114e+00 +6.3366e+00 -5.3469e+00 -2.3286e+00 -2.6873e-01
2260 +1.549428369e+02 +1.549428369e+02 +2.478828369e+02 +2.478828369e+02 +3.0175e-01 +7.6384e-01 -2.9686e+00 +1.2430e+00 +1.4629e+00 +2.2707e+00 -1.7488e-02 -2.9608e-02 +5.1827e+00 +4.0956e+00 -2.9972e+00 -3.6840e+00 +1.3952e+00 +8.3354e-01 +3.7078e+00 -1.3175e+00 +6.0967e+00 -2.7085e+00 +3.1579e+00 +8.0920e-01
3379 +9.430240327e+01 +9.430240327e+01 +1.872424033e+02 +1.872424033e+02 +1.4161e+00 +4.3965e+00 +3.2451e+00 -8.3987e-01 +3.1445e+00 +3.3402e+00 -7.5108e-01 -2.3182e+00 +4.3415e+00 +3.7847e+00 +1.9313e+00 -4.8629e+00 -1.7391e+00 +1.3493e+00 +5.8978e-01 +8.4441e-01 +3.7367e+00 -3.5586e+00 +3.2596e+00 +2.1292e-03
4424 +5.582938697e+01 +5.582938697e+01 +1.487693870e+02 +1.487693870e+02 +1.0208e+00 +1.8908e+00 -1.0642e+00 +3.2309e+00 +3.6389e+00 +3.1086e+00 +3.8297e+00 -5.0067e+00 +3.7474e+00 +6.8689e-01 +4.4569e+00 -4.5127e+00 -2.9087e+00 +5.3811e-01 +7.9429e-01 +3.2636e+00 +3.8542e+00 -2.9235e+00 +1.4614e+00 +3.1541e+00
