% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.648912413e+01 +8.648912413e+01 -9.135108759e+02 -9.135108759e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2210 +6.212062155e+01 +6.212062155e+01 -9.378793784e+02 -9.378793784e+02 -1.5963e+00 -4.1809e+00 +1.8539e+00 -3.1791e+00 -1.9944e+00 -2.4070e+00 +5.5869e-01 -7.5999e-01 +2.6099e+00 +3.1190e+00 +4.7092e+00 +8.4785e-01 -1.1663e+00 -9.9550e-01 -2.2806e+00 -2.9153e+00 +1.5529e+00 -1.0666e+00 +1.7928e+00 -1.8875e+00
2550 +3.792366659e+01 +3.792366659e+01 -9.620763334e+02 -9.620763334e+02 -3.2617e+00 -1.7903e+00 -3.1132e-01 -5.2047e+00 +1.8828e+00 -1.7440e+00 +6.4522e-02 -4.1055e+00 +3.1190e+00 +1.5956e+00 +1.7394e+00 -1.6918e+00 +1.3800e+00 +8.6146e-01 -3.6164e-01 -1.7978e+00 +9.5619e-01 -1.5390e+00 -7.1764e-01 -9.3082e-01
3918 +1.675292559e+01 +1.675292559e+01 -9.832470744e+02 -9.832470744e+02 -3.3365e+00 -3.0900e+00 +1.4396e+00 -5.5864e+00 +1.1632e+00 -2.6457e+00 -9.7541e-01 -3.3372e+00 +2.7371e+00 +2.7650e+00 +1.8066e+00 -2.3364e+00 +2.2659e+00 -6.3109e-01 -1.4383e+00 -2.8561e+00 +1.9150e+00 -3.4681e-03 +6.5757e-01 -4.6324e-01
4648 +1.245861962e+01 +1.245861962e+01 -9.875413804e+02 -9.875413804e+02 -2.9771e+00 -1.4638e+00 +1.3333e+00 -3.8517e+00 +4.0041e-01 -3.2683e+00 -9.2147e-01 -3.6379e+00 +5.2023e-01 +2.6062e+00 +2.7919e+00 -1.5927e+00 +1.4443e+00 -1.6933e+00 -1.8286e+00 -3.0996e+00 +1.7905e+00 -1.0073e+00 +3.0137e-01 -7.8784e-01
5068 +9.951173258e+00 +9.951173258e+00 -9.900488267e+02 -9.900488267e+02 -2.8451e+00 -1.6479e+00 +2.1976e+00 -3.9144e+00 +1.6020e+00 -3.2626e+00 -3.6586e-01 -4.6770e+00 +2.4272e+00 +1.7681e+00 +4.0427e+00 -2.9268e+00 +4.8415e-01 -5.8828e-01 -1.7892e+00 -2.7557e+00 +3.2441e+00 -1.3724e+00 +1.5586e+00 -2.1142e+00
6559 +6.207394734e+00 +6.207394734e+00 -9.937926053e+02 -9.937926053e+02 -3.0334e+00 -2.5130e+00 +1.2833e+00 -4.2895e+00 +1.3332e+00 -2.0983e+00 -6.8906e-01 -4.8768e+00 +1.8881e+00 +2.6983e+00 +3.5984e+00 -1.5744e+00 +1.8661e+00 +1.8591e-01 -2.0427e+00 -3.5679e+00 +1.9416e+00 -2.7257e-01 +1.3623e+00 -2.4333e+00
7237 +3.613363583e+00 +3.613363583e+00 -9.963866364e+02 -9.963866364e+02 -3.6160e+00 -2.4169e+00 +2.1826e+00 -4.4369e+00 +1.1988e+00 -3.2247e+00 -1.6955e+00 -4.7917e+00 +1.7772e+00 +2.3883e+00 +3.0606e+00 -1.6051e+00 +1.0204e+00 -8.8659e-01 -1.0927e+00 -3.0873e+00 +2.1989e+00 -1.1210e-01 -4.9671e-02 -2.2083e+00
8187 +2.290772343e+00 +2.290772343e+00 -9.977092277e+02 -9.977092277e+02 -3.4700e+00 -2.5084e+00 +1.6404e+00 -4.6250e+00 +1.4669e+00 -3.4891e+00 -6.1550e-01 -4.4333e+00 +2.3747e+00 +2.0164e+00 +3.9543e+00 -1.0111e+00 +1.1731e+00 -1.1865e+00 -9.8066e-01 -3.4116e+00 +2.0294e+00 -4.1472e-01 +5.5528e-01 -2.1989e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
