% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.053366877e+05 +5.053366877e+05 +5.054858377e+05 +5.054858377e+05 -1.8769e+00 +7.1154e-02 -1.0566e+00 +1.8477e+00 +3.3204e+00 -2.0182e+00 +1.0596e+00 -2.6719e+00 +1.1190e+00 +1.7231e+00 -3.5740e-01 +1.1805e+00 +3.1782e+00 +4.4306e+00 +5.5713e-01 -6.1305e-01 +3.0471e+00 -7.2947e-01 +3.0203e+00 -1.2627e+00
5 +3.301002350e+05 +3.301002350e+05 +3.302493850e+05 +3.302493850e+05 -2.9850e+00 +3.3911e+00 +4.3704e+00 -1.2205e+00 -9.1496e-01 -2.0940e+00 -4.6529e+00 +3.0835e+00 -9.1656e-01 -3.7373e+00 +2.3047e+00 +4.3881e+00 -1.2340e+00 -7.2777e-01 -3.4519e+00 -2.3418e-01 -3.0957e+00 +5.6990e-01 +1.4465e+00 +3.4129e+00
43 +1.416339751e+05 +1.416339751e+05 +1.417831251e+05 +1.417831251e+05 -3.3445e+00 -9.9346e-01 +1.7376e-01 -2.2128e+00 -3.3769e+00 -3.1335e+00 -1.4806e+00 -4.6434e+00 +4.8777e+00 +1.7569e+00 -2.2825e+00 -4.1974e-01 +7.3509e-01 -4.5240e+00 +1.8687e-02 -1.4422e+00 -4.1824e+00 -1.4239e+00 -2.9222e+00 +3.1667e+00
54 +8.904787157e+04 +8.904787157e+04 +8.919702157e+04 +8.919702157e+04 -3.0639e+00 +1.5146e+00 +2.2325e+00 +2.0279e+00 -1.1218e+00 -1.6521e+00 +1.3031e+00 -3.3281e-01 -2.0033e+00 +9.2583e-01 -3.8690e+00 -1.8407e+00 -2.5900e+00 +1.8597e-01 +1.6196e+00 +1.7379e+00 +7.4380e-01 -3.7003e+00 -2.5993e+00 -2.5794e+00
401 +3.872621755e+04 +3.872621755e+04 +3.887536755e+04 +3.887536755e+04 -2.6395e+00 -2.0622e+00 -1.0470e+00 +2.6195e+00 -5.0665e+00 +1.1054e+00 -2.9489e+00 -1.5768e+00 -1.5019e-01 +1.2055e+00 -4.4516e+00 +2.5426e+00 -3.9087e-01 -2.1722e+00 +6.3659e-01 +1.2171e+00 +6.2549e-01 +1.2613e+00 -3.7836e+00 -1.1941e+00
614 +2.427564281e+04 +2.427564281e+04 +2.442479281e+04 +2.442479281e+04 -3.3445e+00 -3.5378e+00 -2.9172e+00 +2.3533e+00 -3.3769e+00 -3.1248e+00 -3.6005e+00 -4.6434e+00 +9.1138e-01 +2.3824e-01 -9.5548e-01 +4.7482e-01 -2.9052e-01 -2.3125e+00 -1.7470e+00 -2.8295e+00 -2.3222e+00 +1.1314e+00 -3.9956e+00 -3.3952e+00
1009 +1.112430194e+04 +1.112430194e+04 +1.127345194e+04 +1.127345194e+04 -1.0379e+00 -1.0759e+00 -2.1450e+00 +3.5230e-01 -1.9737e+00 -2.8569e+00 +2.2129e-01 -1.9881e+00 +1.6671e+00 -7.9073e-01 -1.8536e+00 +1.3439e-01 +1.7627e+00 -8.3413e-01 -9.3830e-01 -2.8565e+00 -1.7447e+00 +2.8622e-02 -1.0562e+00 -2.2678e-01
1101 +3.010904009e+03 +3.010904009e+03 +3.160054009e+03 +3.160054009e+03 -5.3759e-01 -1.0759e+00 -1.9074e+00 +3.5230e-01 -1.9737e+00 -2.1570e+00 -1.8453e+00 -1.1921e+00 +5.2332e-01 -7.9073e-01 -3.0411e+00 +1.3439e-01 +1.7831e+00 -8.3413e-01 -1.7173e+00 -2.8565e+00 -4.4592e-01 -6.8883e-01 -1.0562e+00 -2.2678e-01
1821 +2.449080934e+03 +2.449080934e+03 +2.598230934e+03 +2.598230934e+03 -1.6697e+00 -9.6891e-01 -4.2781e-01 +3.4215e-01 -2.3979e+00 -1.5404e+00 -3.0863e+00 -1.7950e+00 +9.2735e-02 -1.0243e-02 -3.4816e+00 +6.6645e-01 +1.4830e+00 -7.5718e-01 -1.6031e-01 +4.9095e-02 -5.0737e-01 -2.1290e+00 -1.1858e+00 -1.2949e-01
2227 +1.345365734e+03 +1.345365734e+03 +1.494515734e+03 +1.494515734e+03 -9.0929e-01 -5.4814e-01 +6.8611e-02 +3.4256e-01 -2.5850e+00 -2.0673e+00 -1.6642e+00 -2.3791e+00 -1.1542e+00 +4.8285e-01 -2.1896e+00 +7.7812e-02 +1.2852e+00 -3.4376e-01 -4.0562e-01 -1.3609e+00 -5.3403e-01 -1.2814e+00 -1.2814e+00 -2.5616e+00
2607 +6.933347659e+02 +6.933347659e+02 +8.424847659e+02 +8.424847659e+02 -9.3488e-01 -1.2557e+00 -4.1690e-01 +1.0106e+00 -2.7671e+00 -2.7562e+00 -1.5996e+00 -2.3565e+00 -1.4887e-01 -3.9799e-01 -2.7844e+00 -2.2579e-01 +1.9915e+00 -1.2776e+00 -2.6941e+00 -1.0487e-01 +1.5601e-01 +9.0187e-01 -1.5177e+00 -1.8593e+00
2901 +5.177020103e+02 +5.177020103e+02 +6.668520103e+02 +6.668520103e+02 -8.6212e-01 -1.2557e+00 -3.5519e-02 +1.0106e+00 -2.7671e+00 -1.7157e+00 -1.5996e+00 -2.4449e+00 -1.4887e-01 -8.3079e-01 -2.7844e+00 -2.2579e-01 +1.7542e+00 -9.2218e-01 -9.5401e-01 -7.7632e-01 +1.5601e-01 +9.0187e-01 -1.5177e+00 -1.8593e+00
3721 +3.886836524e+02 +3.886836524e+02 +5.378336524e+02 +5.378336524e+02 -1.7282e+00 -1.4007e+00 -9.4214e-01 +3.8988e-02 -3.0815e+00 -2.1223e+00 -1.7616e+00 -2.2990e+00 -1.3654e+00 -1.0273e+00 -2.3412e+00 +3.9344e-01 +2.4282e+00 -1.2318e+00 -1.6791e+00 -2.0010e+00 -5.1549e-01 +7.5093e-01 -1.4283e+00 -2.2683e+00
4201 +2.459862308e+02 +2.459862308e+02 +3.951362308e+02 +3.951362308e+02 -1.8763e+00 -7.0589e-01 -5.9481e-01 +5.4906e-01 -3.8097e+00 -2.1627e+00 -1.6825e+00 -1.9289e+00 -1.5619e+00 -1.4017e-01 -2.1898e+00 -2.9407e-01 +2.3827e+00 -1.2729e+00 -1.6366e+00 -1.6606e+00 -3.4147e-01 -2.4710e-01 -1.9958e+00 -3.1680e+00
5001 +1.558938550e+02 +1.558938550e+02 +3.050438550e+02 +3.050438550e+02 -8.8968e-01 -1.4007e+00 -1.2783e+00 +1.1429e+00 -3.5459e+00 -2.3042e+00 -1.6393e+00 -1.6644e+00 -1.0392e+00 -5.7287e-01 -2.3609e+00 -5.7518e-02 +1.9129e+00 -1.6884e+00 -1.2027e+00 -1.5581e+00 -4.3844e-01 -7.6940e-02 -2.1622e+00 -3.3209e+00
5422 +9.349871435e+01 +9.349871435e+01 +2.426487144e+02 +2.426487144e+02 -1.0857e+00 -1.7941e+00 -9.9382e-01 +6.4210e-01 -3.3698e+00 -2.2342e+00 -1.5833e+00 -1.9908e+00 -8.2226e-01 -5.6766e-01 -2.4978e+00 -1.4074e-02 +1.8793e+00 -1.7540e+00 -1.6424e+00 -1.4520e+00 -4.5821e-01 -5.5639e-02 -2.6753e+00 -3.8767e+00
6350 +6.102371587e+01 +6.102371587e+01 +2.101737159e+02 +2.101737159e+02 -5.3267e-01 -1.4502e+00 -1.0107e+00 +8.6641e-01 -3.7258e+00 -2.0908e+00 -1.5438e+00 -2.1882e+00 -8.4087e-01 -4.5143e-01 -2.6433e+00 -9.0449e-02 +1.7804e+00 -1.5745e+00 -1.7116e+00 -1.7481e+00 -4.9730e-01 -2.7921e-01 -2.6433e+00 -3.8164e+00
7049 +3.956289492e+01 +3.956289492e+01 +1.887128949e+02 +1.887128949e+02 -9.3527e-01 -1.3678e+00 -8.0942e-01 +8.3057e-01 -3.7118e+00 -2.2111e+00 -1.6231e+00 -2.0059e+00 -8.7477e-01 -4.4373e-01 -2.6635e+00 -6.2674e-03 +1.9688e+00 -1.3565e+00 -1.5892e+00 -1.4086e+00 -8.1432e-01 -5.5035e-01 -2.7278e+00 -3.7345e+00
8201 +2.463678904e+01 +2.463678904e+01 +1.737867890e+02 +1.737867890e+02 -9.0004e-01 -1.4056e+00 -9.8244e-01 +7.8624e-01 -3.6066e+00 -2.1548e+00 -1.7332e+00 -2.0323e+00 -9.0948e-01 -5.5739e-01 -2.6186e+00 -1.8340e-01 +1.8239e+00 -1.5129e+00 -1.6901e+00 -1.5825e+00 -8.7371e-01 -3.4857e-01 -2.7513e+00 -3.8038e+00
18706 +1.582544865e+01 +1.582544865e+01 +1.649754487e+02 +1.649754487e+02 -2.2171e-01 -6.7190e-01 -4.9395e-01 +1.0875e+00 -3.6795e+00 -2.1864e+00 -1.8105e+00 -2.0541e+00 -8.9393e-01 -4.6418e-01 -2.6657e+00 -2.1346e-01 +1.7513e+00 -1.5321e+00 -1.6766e+00 -1.4572e+00 -8.4148e-01 -3.6012e-01 -2.7906e+00 -3.8633e+00
34221 +9.974787928e+00 +9.974787928e+00 +1.591247879e+02 +1.591247879e+02 -4.6281e-02 -3.6169e-01 +1.8197e-02 +1.8398e+00 -2.7641e+00 -1.2656e+00 -9.6048e-01 -1.3451e+00 -3.9269e-01 -2.4249e-01 -2.6194e+00 -2.2316e-01 +1.7501e+00 -1.5622e+00 -1.6638e+00 -1.4709e+00 -8.4888e-01 -3.6388e-01 -2.8053e+00 -3.8510e+00
44008 +6.300879289e+00 +6.300879289e+00 +1.554508793e+02 +1.554508793e+02 -5.8694e-02 -3.7148e-01 +1.4790e-02 +1.8515e+00 -2.7318e+00 -1.1922e+00 -8.2757e-01 -1.1031e+00 +3.9026e-02 +4.0513e-01 -1.8751e+00 +4.2752e-01 +2.1600e+00 -1.4024e+00 -1.6513e+00 -1.4470e+00 -8.3974e-01 -3.5240e-01 -2.7799e+00 -3.8662e+00
49206 +3.871464570e+00 +3.871464570e+00 +1.530214646e+02 +1.530214646e+02 -5.8574e-02 -3.7326e-01 +6.2519e-03 +1.8336e+00 -2.7357e+00 -1.1903e+00 -8.0801e-01 -1.0769e+00 +8.6632e-02 +4.9683e-01 -1.7043e+00 +7.0571e-01 +2.6003e+00 -8.1734e-01 -1.1600e+00 -1.1761e+00 -7.7784e-01 -3.5026e-01 -2.7833e+00 -3.8560e+00
