% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.328747706e+07 +2.328747706e+07 +2.328726718e+07 +2.328726718e+07 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00
2 +3.183530924e+06 +3.183530924e+06 +3.183321044e+06 +3.183321044e+06 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
4 +3.303373981e+05 +3.303373981e+05 +3.301275181e+05 +3.301275181e+05 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
50 +2.276443461e+05 +2.276443461e+05 +2.274344661e+05 +2.274344661e+05 -1.6361e+00 -1.8593e+00 +1.3665e+00 +4.7824e+00 +3.4111e+00 -2.4087e+00 +3.7890e+00 +1.2665e+00 -1.2684e+00 +2.3717e+00
468 +1.169186042e+05 +1.169186042e+05 +1.167087242e+05 +1.167087242e+05 -3.9692e+00 +3.9162e+00 -9.0041e-01 +1.7795e+00 +5.6301e-01 -4.0255e+00 +1.5070e+00 +4.6680e-01 -9.5421e-01 +2.5587e+00
474 +9.675033722e+04 +9.675033722e+04 +9.654045722e+04 +9.654045722e+04 +8.8538e-01 -4.6969e+00 +1.8925e+00 +2.3557e+00 +8.1807e+00 +2.8112e+00 +2.1074e+00 -1.1291e+00 -1.2312e+00 +2.4669e+00
801 +5.646331841e+04 +5.646331841e+04 +5.625343841e+04 +5.625343841e+04 +3.2438e+00 -3.9282e+00 +3.4855e+00 +1.0376e+01 +4.1094e-01 +1.7185e+00 +1.3933e+00 -6.1230e-01 -1.2646e+00 +2.4673e+00
1260 +3.656239025e+04 +3.656239025e+04 +3.635251025e+04 +3.635251025e+04 +9.4598e-01 -8.2378e+00 +1.8437e+01 +1.0248e+01 +3.2415e+00 +1.2208e+00 +2.8246e+00 -8.3588e-02 -9.8235e-01 +2.7050e+00
1473 +2.305064865e+04 +2.305064865e+04 +2.284076865e+04 +2.284076865e+04 -4.0849e+00 +2.3712e-02 -3.0714e+00 +1.6105e+00 +4.7116e+00 +1.6733e+00 +2.2462e+00 +4.0865e-01 -1.1664e+00 +2.6624e+00
1638 +1.450406578e+04 +1.450406578e+04 +1.429418578e+04 +1.429418578e+04 -5.4576e-02 -7.4610e+00 +5.7022e+00 +7.6697e+00 +1.8014e+00 +2.6583e+00 +1.4732e+00 -4.0070e-01 -1.1330e+00 +2.6230e+00
