% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.911124833e+07 +1.911124833e+07 +1.911103845e+07 +1.911103845e+07 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.143678869e+07 +1.143678869e+07 +1.143657881e+07 +1.143657881e+07 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
13 +2.860857994e+06 +2.860857994e+06 +2.860648114e+06 +2.860648114e+06 -4.8780e+00 +1.5553e-01 -7.4034e-01 -1.7351e+00 +3.0626e+00 +2.3734e+00 -2.2475e+00 -2.2768e+00 -3.9747e+00 -4.0129e+00 -7.4736e-01 +3.2666e+00 -3.9873e+00 +1.0535e+00 -2.8406e+00 +8.3915e-01 -4.9474e+00 +2.7858e+00 -3.4816e+00 +1.6306e+00
32 +2.479532456e+06 +2.479532456e+06 +2.479322576e+06 +2.479322576e+06 +4.0744e+00 -2.9766e+00 +5.5694e-01 -2.8790e+00 +1.4929e+00 -3.2169e+00 -3.9853e+00 -2.5759e+00 -1.6190e+00 -1.6759e+00 -2.1363e+00 +3.2000e+00 +3.4476e+00 +3.9048e+00 -2.2611e+00 -3.8436e+00 -3.3827e+00 +1.9283e+00 -6.1118e-01 +1.2034e+00
123 +1.514054596e+06 +1.514054596e+06 +1.513844716e+06 +1.513844716e+06 +7.4953e-01 +4.1989e+00 -4.8835e+00 +2.3311e+00 -3.9656e+00 +3.8046e-01 +3.4061e+00 -3.7028e+00 +1.2770e-01 +2.1618e+00 +4.2224e-01 +2.1632e+00 +1.6672e+00 -4.0527e+00 +6.1709e-01 -1.9302e+00 -2.5468e+00 +2.1876e+00 -3.3037e+00 +2.6940e+00
1067 +9.670555783e+05 +9.670555783e+05 +9.668456983e+05 +9.668456983e+05 +1.5768e-01 +3.3233e+00 +9.3963e-01 +2.3970e+00 -1.4812e+01 -3.5231e+00 -3.2437e+00 +6.8179e+00 -9.2707e+00 -8.1527e-02 -1.8023e+00 +9.2356e+00 -1.3193e+00 +3.2580e-01 -3.0571e+00 -6.4399e+00 -2.5629e+00 +2.9161e+00 -2.0397e+00 +1.8443e+00
1168 +4.586119829e+05 +4.586119829e+05 +4.584021029e+05 +4.584021029e+05 +2.8056e+00 +6.6774e+00 -4.5252e+00 -2.5631e-01 -9.5173e+00 +1.1830e+00 -1.9438e-02 -1.8432e+00 -7.1748e-01 +1.7023e+00 -4.3090e-01 +1.8304e+00 +2.4055e+00 -2.2833e+00 -2.7288e+00 -4.7247e+00 -1.6180e+00 +2.6860e+00 -2.3001e+00 +2.1754e+00
2209 +2.692078253e+05 +2.692078253e+05 +2.689979453e+05 +2.689979453e+05 -7.5840e-01 +6.4089e+00 -2.9819e+00 -1.3080e+00 +1.5559e+00 -3.1514e+00 +7.4743e-01 -2.0870e+00 +5.1576e+00 -3.8046e+00 +3.7900e+00 +4.8797e-01 +5.0344e+00 -3.3400e+00 -3.4565e+00 -3.5148e+00 -2.8309e+00 +3.1797e+00 -2.1434e+00 +2.0300e+00
2852 +1.751779272e+05 +1.751779272e+05 +1.749680472e+05 +1.749680472e+05 -2.4310e-01 +4.9827e+00 -2.0233e+00 -6.2560e+00 -1.0939e+01 -5.2953e+00 +4.9645e+00 -5.4959e+00 +1.3462e+00 +8.4202e-01 -3.8689e-01 +3.0829e+00 +3.1548e+00 -1.0950e+00 -2.2574e+00 -3.8367e+00 -2.9763e+00 +2.5323e+00 -2.7478e+00 +1.9402e+00
3236 +1.482309154e+05 +1.482309154e+05 +1.480210354e+05 +1.480210354e+05 +4.6813e+00 +1.7965e+00 -3.8556e+00 -5.3342e+00 -9.4206e+00 +4.7079e-01 +2.4209e-01 +2.2335e+00 +2.9684e+00 -1.8695e+00 +3.2571e+00 +4.7875e+00 +2.8717e+00 +1.5853e-01 -8.3764e-01 -3.7862e+00 -2.9943e+00 +3.0689e+00 -2.2318e+00 +1.7669e+00
