% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.842723392e+07 +3.842723392e+07 +3.842731019e+07 +3.842731019e+07 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.195998690e+05 +1.195998690e+05 +1.196761390e+05 +1.196761390e+05 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
9 +2.371816137e+04 +2.371816137e+04 +2.379443137e+04 +2.379443137e+04 +3.7414e+00 +3.9317e+00 -1.9907e+00 -2.4353e+00 -2.3172e+00 +2.5348e+00 -4.6619e+00 -1.1641e+00 -1.7210e+00 +8.1524e-01 -3.9164e+00 +8.6753e-01 -4.5822e+00 +1.5540e+00 +2.2372e+00 -1.5172e+00 +4.5000e+00 -3.8030e+00 +2.0075e+00 +1.5863e-01
18 +1.401541399e+04 +1.401541399e+04 +1.409168399e+04 +1.409168399e+04 -6.5415e-01 +2.6166e+00 -1.2572e+00 -4.4397e+00 +2.5173e+00 -1.6919e+00 -1.3966e+00 -7.2562e-03 +2.9167e+00 -2.4909e+00 +4.2713e+00 +3.6787e-02 -4.4779e+00 +1.8873e-02 +2.1791e+00 +3.6990e+00 -4.5034e+00 -3.4322e+00 +3.2502e+00 +1.8112e+00
50 +4.400211350e+03 +4.400211350e+03 +4.476481350e+03 +4.476481350e+03 -4.8258e+00 +9.2345e-01 +1.0275e-01 +1.6134e+00 +1.5316e+00 -6.1630e-01 +2.4076e+00 -4.8000e+00 +5.2676e-01 +1.7918e+00 +4.7580e-01 -6.2538e-01 +3.1928e+00 -3.6664e+00 -3.6949e+00 -3.7796e+00 +4.8917e+00 -3.3447e+00 +3.0460e+00 +1.1521e+00
90 +2.292623787e+03 +2.292623787e+03 +2.368893787e+03 +2.368893787e+03 -3.0275e+00 +4.0842e-01 +2.3421e+00 -1.0348e+00 -2.0599e+00 -4.7137e+00 -4.3182e+00 +2.5448e+00 -2.2468e+00 -1.6482e+00 +3.4281e+00 +2.2746e+00 +2.7436e+00 -1.4666e+00 -3.4830e+00 +1.0205e+00 -1.9291e+00 -3.5055e+00 +3.6328e+00 +7.7182e-01
243 +5.217052846e+02 +5.217052846e+02 +5.979752846e+02 +5.979752846e+02 +3.2146e+00 -3.0367e+00 -2.0725e+00 +9.4544e-01 -2.4590e+00 -2.6888e-01 -5.8788e+00 +1.9607e+00 +2.2658e+00 +4.6759e+00 -2.9775e+00 +2.1794e+00 -5.4922e-01 -3.6166e+00 +8.3154e-02 +2.7354e-01 +3.4914e-01 -1.3168e+00 -6.4255e+00 +1.8702e+00
266 +1.149489535e+02 +1.149489535e+02 +1.912189535e+02 +1.912189535e+02 -9.4108e-01 -8.1913e-01 +1.8585e+00 -3.2624e+00 -4.1109e+00 -7.2271e-01 -3.1244e+00 -8.8799e-02 -1.6390e+00 +5.9282e-01 +2.2606e+00 +1.2126e-03 +5.9530e-02 +5.9265e+00 -6.4407e-02 -4.9774e-01 -3.1512e+00 -4.6858e+00 -9.4694e-01 -5.0074e+00
3893 +9.799018829e+01 +9.799018829e+01 +1.742601883e+02 +1.742601883e+02 -2.6695e+00 +7.8551e-02 -5.0780e-01 -4.2891e+00 -3.3333e+00 -2.4542e+00 +1.4033e+00 +6.7531e-01 -9.3640e-01 +2.5634e+00 +2.5805e+00 -4.2570e-01 -3.8764e+00 -4.2442e-01 -4.4892e+00 -5.2897e-01 +2.0180e+00 -1.9209e+00 +5.3430e+00 -1.8800e+00
5146 +4.558654723e+01 +4.558654723e+01 +1.218565472e+02 +1.218565472e+02 -4.4568e-01 -1.3549e+00 -1.1761e+00 -8.7726e-01 -3.1490e-01 -2.9349e-01 -1.3072e+00 +2.8783e+00 +2.7656e-01 +3.1498e+00 +3.1507e-01 -3.1544e-01 -3.2218e+00 +3.6547e+00 +2.9933e-01 -1.7157e-01 -1.6939e+00 -1.8011e+00 -2.7308e-01 -2.2640e+00
