% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.977258756e+08 +6.977258756e+08 +6.977252544e+08 +6.977252544e+08 +3.2729e+00 -2.1215e+00 -2.5039e+00 -3.9941e+00 -2.8356e+00 -2.1123e+00 +2.4683e+00 +6.1120e-01 +4.7053e-01 -4.1310e+00
4 +3.786521383e+08 +3.786521383e+08 +3.786515172e+08 +3.786515172e+08 +1.9673e-01 -3.7088e+00 -6.7050e-01 +3.1462e+00 -9.6105e-01 -9.3645e-01 +3.9578e-01 -2.3461e+00 -1.6308e-01 -7.2895e-01
5 +8.941892812e+07 +8.941892812e+07 +8.941830701e+07 +8.941830701e+07 -4.0434e+00 +3.1802e+00 +2.8325e+00 +9.5637e-01 -3.2876e+00 -2.4948e+00 -1.2352e+00 +3.1586e+00 +2.4603e+00 +3.1718e+00
52 +5.741735923e+07 +5.741735923e+07 +5.741673812e+07 +5.741673812e+07 +2.6690e+00 +3.7325e+00 -4.1565e+00 -2.1684e-01 +4.3142e+00 +1.8276e+00 -3.1193e+00 -3.2377e+00 +2.9004e+00 +1.8680e+00
79 +3.522168386e+07 +3.522168386e+07 +3.522106275e+07 +3.522106275e+07 -1.3769e+00 +1.5943e+00 -2.0531e-01 -4.9109e+00 -2.5089e+00 -1.1501e+00 +1.1983e+00 +3.3761e+00 +1.9855e+00 +1.5263e+00
505 +2.503857481e+07 +2.503857481e+07 +2.503795370e+07 +2.503795370e+07 -6.7240e-01 +5.5947e+00 -1.4268e+00 -1.8964e+00 +6.3004e-01 -2.7444e+00 -7.6837e-01 +2.9167e+00 +1.5591e+00 -4.1082e-01
836 +1.207744803e+07 +1.207744803e+07 +1.207682692e+07 +1.207682692e+07 -1.2341e+00 +4.7732e+00 -2.1896e+00 -1.4716e+00 +1.1349e+00 -1.6339e+00 +4.6693e-01 +1.5112e+00 +2.0472e+00 -1.3257e+00
1020 +4.421936179e+06 +4.421936179e+06 +4.421315069e+06 +4.421315069e+06 -1.2661e+00 +4.2902e+00 +5.1413e-01 -2.7721e+00 +4.7829e-01 -1.1993e+00 +2.0777e+00 -3.2703e-01 +2.9815e-01 -7.5131e-01
1506 +2.147354280e+06 +2.147354280e+06 +2.146733170e+06 +2.146733170e+06 -1.0997e+00 +3.4409e+00 -9.6938e-01 -3.2964e+00 +1.1134e+00 -1.8139e+00 +1.0634e+00 +1.3360e-01 +9.1216e-01 -3.5540e-01
1613 +1.574700396e+06 +1.574700396e+06 +1.574079286e+06 +1.574079286e+06 -1.3758e+00 +4.3678e+00 -8.1335e-02 -3.3166e+00 -6.3140e-01 -1.8646e+00 +1.1577e+00 -1.2872e+00 +1.4234e+00 +4.5834e-01
