% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.441956213e+02 +2.441956213e+02 +3.236756213e+02 +3.236756213e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +1.496785796e+02 +1.496785796e+02 +2.291585796e+02 +2.291585796e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
114 +7.492510093e+01 +7.492510093e+01 +1.544051009e+02 +1.544051009e+02 -1.5251e+00 -2.4978e+00 +1.3059e+00 +3.9846e+00 -8.7848e-01 +6.1013e-01 -2.3834e-01 +1.6811e+00 -2.1636e-01 -3.4732e+00 -2.4809e+00 +1.6542e+00 -3.3423e+00 +1.8463e+00 +4.8516e+00 +2.1411e+00 +1.6012e+00 -2.1129e+00 -4.8250e-01 +4.8096e+00
1176 +3.974112336e+01 +3.974112336e+01 +1.192211234e+02 +1.192211234e+02 -9.2302e-01 -1.3753e+00 -8.1730e-01 +7.1188e-01 -3.4290e-01 +2.0521e-02 -1.9291e+00 -8.3613e-01 +1.4109e+00 -3.7367e+00 -9.1428e-01 +1.8864e+00 +2.7090e-01 -5.1669e-01 +4.1765e+00 +1.9565e+00 +1.1114e+00 -4.6416e+00 +6.4471e-01 +2.6004e+00
2600 +2.433393695e+01 +2.433393695e+01 +1.038139369e+02 +1.038139369e+02 +2.5793e-01 -1.6160e+00 +2.4434e-01 +1.8312e+00 -3.2145e+00 -3.7248e-02 -9.7753e-01 +1.0101e+00 -1.7786e+00 -3.0406e+00 -6.9066e-01 +2.7225e+00 -8.9569e-01 +1.2494e+00 +3.1816e+00 +2.9440e+00 -9.8691e-01 -2.4650e+00 +3.4967e+00 +6.4652e-01
3906 +1.123612394e+01 +1.123612394e+01 +9.071612394e+01 +9.071612394e+01 -1.2751e+00 -3.1128e-01 -3.6943e-01 +1.1256e+00 -2.2519e+00 +8.1012e-01 -6.6926e-01 +4.4996e-01 -2.5251e+00 -2.3007e+00 -2.5405e+00 +3.2591e+00 +6.0047e-01 -4.8081e-01 +4.6261e+00 +2.6338e+00 +1.9085e-01 -4.0257e+00 +2.2490e+00 +2.0769e+00
4632 +9.263799286e+00 +9.263799286e+00 +8.874379929e+01 +8.874379929e+01 +4.4633e-01 -7.5505e-01 -7.6513e-01 +1.8014e+00 -3.4043e+00 +9.9239e-01 -6.2735e-01 +3.9112e-01 -1.1794e+00 -3.4587e+00 -2.7591e+00 +1.0183e+00 +1.8050e+00 +4.5151e-01 +3.8662e+00 +3.5002e+00 -3.9780e-01 -5.2143e+00 +8.2196e-01 +1.2625e+00
5263 +5.345004050e+00 +5.345004050e+00 +8.482500405e+01 +8.482500405e+01 -8.5999e-01 -1.4179e+00 -6.6887e-01 +1.6340e+00 -3.2685e+00 -4.3332e-01 -1.1155e+00 -2.8151e-01 -2.4048e+00 -2.6346e+00 -3.7372e+00 +2.0260e+00 +7.4627e-01 -1.2180e-01 +3.5966e+00 +2.8252e+00 +4.4230e-01 -3.9086e+00 +2.0967e+00 +7.3409e-01
6263 +1.452385427e+00 +1.452385427e+00 +8.093238543e+01 +8.093238543e+01 +1.1367e-01 -1.4764e+00 -4.9228e-01 +1.8714e+00 -3.0749e+00 +1.8375e-01 +4.7510e-02 -5.1312e-01 -1.7566e+00 -3.1038e+00 -4.0940e+00 +2.1477e+00 +7.2793e-01 -1.2907e-01 +3.3230e+00 +3.2828e+00 +2.9609e-02 -3.6605e+00 +2.3723e+00 +1.1075e+00
8330 +8.191647024e-01 +8.191647024e-01 +8.029916470e+01 +8.029916470e+01 +4.3848e-01 -1.4253e+00 -9.2154e-01 +1.7275e+00 -2.5675e+00 +1.8883e-01 -3.7850e-01 -1.2030e-01 -1.8203e+00 -3.2333e+00 -3.5668e+00 +1.6857e+00 +1.0075e+00 -2.4964e-01 +3.7083e+00 +3.0014e+00 -3.4708e-01 -4.0653e+00 +2.3012e+00 +1.5976e+00
